Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
23/06/2022,110,109.2,4(3.77 %),"397,300",42.78,0,0,106,110,106
22/06/2022,106,105.23,-5(-4.50 %),"802,700",88.1,"100,000",10.9,111,114,106
21/06/2022,111,110.19,0(0.00 %),"954,600",107.21,0,0,110.8,113.8,109.2
20/06/2022,111,110.19,-6(-5.13 %),"862,000",99.12,"570,700",66.77,115,117.5,111
17/06/2022,117,116.15,6.3(5.69 %),"1,627,200",184.07,"300,000",35.52,108,117,107.3
16/06/2022,110.7,109.89,4.7(4.43 %),"1,394,900",156.29,"94,800",10.66,107,113.4,107
15/06/2022,106,105.23,-0.3(-0.28 %),"997,000",106.07,"670,000",71.22,107,109,104.7
14/06/2022,106.3,105.52,-2.7(-2.48 %),"1,658,900",177.41,"1,370,000",149.33,104.1,109.8,104.1
13/06/2022,109,108.2,-8(-6.84 %),"1,101,100",124.09,0,0,113.1,115,109
10/06/2022,117,116.15,-1.5(-1.27 %),"632,500",74.14,"2,454,500",291.47,115.1,118.5,115.1
09/06/2022,118.5,117.64,-0.8(-0.67 %),"711,400",84.35,0,0,118.5,120,118.1
08/06/2022,119.3,118.43,1.4(1.19 %),"1,318,800",158.17,"150,000",17.83,118,121.5,117.9
07/06/2022,117.9,117.04,0.9(0.77 %),"1,460,100",168.49,"20,020",2.32,115.1,117.9,113.2
06/06/2022,117,116.15,4.2(3.72 %),"1,729,500",195.83,"122,300",13.72,112.8,117,108
03/06/2022,112.8,111.98,-1.5(-1.31 %),"394,800",44.59,"500,000",56.47,114.5,114.5,111.5
02/06/2022,114.3,113.47,-0.7(-0.61 %),"457,800",52.23,"414,000",47.23,115,115,112.9
01/06/2022,115,114.16,2.6(2.31 %),"1,097,900",124.44,"4,448,800",494.25,110,115,110
31/05/2022,112.4,111.58,2.4(2.18 %),"1,265,300",139.86,"700,000",76.82,108,112.4,108
30/05/2022,110,109.2,0(0.00 %),"671,100",73.49,"3,922,000",422.18,110,110,108.9
27/05/2022,110,109.2,1.4(1.29 %),"771,700",84.88,"1,010,000",109.97,108.8,111.9,108
