Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
14/02/2023,92.9,,0(0.00 %),"392,700",36.33,"885,000",80.54,92.9,93.4,91.6
13/02/2023,92.9,,1.7(1.86 %),"468,600",43.04,0,0,91.2,92.9,90.1
10/02/2023,91.2,,-0.6(-0.65 %),"680,900",61.94,0,0,91.8,92,89.5
09/02/2023,91.8,,-1.7(-1.82 %),"773,600",71.79,"20,000",1.9,93.5,94.5,91.8
08/02/2023,93.5,,-0.6(-0.64 %),"446,700",42.25,"462,000",43.47,94.1,95.5,93.5
07/02/2023,94.1,,-2.2(-2.28 %),"857,100",80.51,0,0,96,96,93.3
06/02/2023,96.3,,-0.2(-0.21 %),"685,600",64.73,0,0,94.2,96.3,93.5
03/02/2023,96.5,,-0.2(-0.21 %),"567,900",54.04,"1,113,500",110.75,95.6,96.7,93.6
02/02/2023,96.7,,1.5(1.58 %),"736,900",70.9,"20,000",1.9,97.9,97.9,95
01/02/2023,95.2,,-5.9(-5.84 %),"958,200",93.94,"107,000",10.27,100.2,101.8,95.1
31/01/2023,101.1,,-0.9(-0.88 %),"354,700",35.75,"23,700",2.39,100.1,102,100.1
30/01/2023,102,,-1.7(-1.64 %),"330,200",33.95,0,0,105,105.4,102
27/01/2023,103.7,,1.7(1.67 %),"741,600",77.81,0,0,102,106,101.9
19/01/2023,102,,2.1(2.10 %),"1,021,900",103,"2,981,600",297.05,98.3,102,95.3
18/01/2023,99.9,,2.4(2.46 %),"620,900",61.08,"279,400",27.48,97.5,99.9,96.1
17/01/2023,97.5,,2.6(2.74 %),"600,000",57.38,"128,200",12.26,94.7,97.5,93.3
16/01/2023,94.9,,-0.1(-0.11 %),"339,600",32.11,"330,000",31.68,95,96,93.7
13/01/2023,95,,1.7(1.82 %),"319,700",30.27,0,0,94.1,95,93.4
12/01/2023,93.3,,-2.7(-2.81 %),"537,400",50.38,"87,600",8.21,96.1,96.3,93
11/01/2023,96,,0.6(0.63 %),"556,800",53.38,0,0,96,96.3,94.3
