LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Soát xét,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,EY,,,
Ý kiến kiểm toán,,Chấp nhận toàn phần,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,267,521,310,433,247
2. Điều chỉnh cho các khoản:,,,,,
Khấu hao tài sản cố định,45,42,43,45,51
Các khoản dự phòng,"4,092","3,099","3,964","4,237","4,381"
"Lãi, lỗ chênh lệch tỷ giá hối đoái chưa thực hiện",-11,2,-2,2,2
"Lãi, lỗ từ hoạt động đầu tư","-1,776","-1,808","-1,981","-1,998","-2,182"
Chi phí lãi vay,179,244,256,256,225
Khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,"2,795","2,101","2,591","2,976","2,724"
"Tăng, giảm các khoản phải thu",-106,-17,623,907,"-1,623"
"Tăng, giảm hàng tồn kho",5,-17,18,5,17
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",-807,-163,-533,"1,078",-487
"Tăng, giảm chi phí trả trước",-206,2,248,-140,-116
"Tăng, giảm chứng khoán kinh doanh",-98,-83,97,-487,846
Tiền lãi vay đã trả,-418,-93,-84,-228,-554
Thuế thu nhập doanh nghiệp đã nộp,-59,-35,-106,-54,-75
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác từ hoạt động kinh doanh,-45,-64,5,1,-9
Lưu chuyển tiền thuần từ hoạt động kinh doanh,"1,060","1,631","2,858","4,057",722
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-182,-32,-55,-90,-46
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,,,,1
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","-24,702","-9,970","-18,346","-13,131","-26,784"
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","12,250","7,842","12,320","12,399","23,608"
5. Tiền chi đầu tư góp vốn vào đơn vị khác,205,,,-196,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,-8,71,,87,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được  chia","1,314","1,540","1,401","1,756","-4,698"
8. Tiền thu khác từ hoạt động đầu tư,,,,,
9. Tiền chi khác từ hoat động đầu tư,,,,,"7,199"
Lưu chuyển tiền thuần từ hoạt động đầu tư,"-11,122",-548,"-4,679",825,-720
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,,,"4,012"
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,"18,565"
"3. Tiền vay ngắn hạn, dài hạn nhận được","14,043","3,453","3,820",404,"-7,677"
4. Tiền chi trả nợ gốc vay,"-4,887","-3,642","-3,166","-5,159","-11,445"
5. Tiền chi trả nợ thuê tài chính,,,,,
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,-20,,,-709
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác từ hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,"9,155",-209,654,"-4,754","2,746"
Lưu chuyển tiền thuần trong kỳ,-907,874,"-1,167",128,"2,748"
Tiền và tương đương tiền đầu kỳ,"3,066","2,160","3,033","1,867","1,994"
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,1,,,,
Tiền và tương đương tiền cuối kỳ,"2,160","3,033","1,867","1,994","4,743"
