Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
14/02/2025,19 ( 0.53 %),"2,940","28,722,800","9,769.66","5,232","36,120,900","6,904","-7,398,100"
13/02/2025,18.9 ( 0 %),"4,682","21,512,700","4,594.77","3,373","19,646,700","5,825","1,866,000"
12/02/2025,18.9 ( 0 %),"3,066","17,193,300","5,607.73","4,171","24,438,500","5,859","-7,245,200"
11/02/2025,18.9 ( 0.27 %),"4,541","47,774,700","10,520.74","5,194","43,991,900","8,470","3,782,800"
10/02/2025,18.85 ( -0.53 %),"5,454","38,880,600","7,128.82","4,002","25,844,100","6,458","13,036,500"
07/02/2025,18.95 ( -0.52 %),"3,587","22,566,300","6,291.13","4,052","24,237,600","5,982","-1,671,300"
06/02/2025,19.05 ( 0 %),"4,325","28,518,200","6,593.8","5,538","37,083,100","6,696","-8,564,900"
05/02/2025,19.05 ( 1.6 %),"4,894","33,944,000","6,935.84","4,807","26,222,400","5,455","7,721,600"
04/02/2025,18.75 ( 1.35 %),"5,142","25,853,600","5,027.93","2,830","22,636,900","7,999","3,216,700"
03/02/2025,0 ( 0 %),"4,101","15,230,900","3,713.95","2,578","18,192,500","7,057","-2,961,600"
24/01/2025,18.9 ( 0 %),"2,405","23,642,100","9,830.4","4,037","22,922,600","5,678","719,500"
23/01/2025,18.9 ( 3 %),"4,831","71,270,100","14,752.66","7,496","44,043,500","5,876","27,226,600"
22/01/2025,18.35 ( -0.27 %),"2,692","21,193,600","7,872.81","3,374","18,891,500","5,599","2,302,100"
21/01/2025,18.4 ( 0 %),"2,573","17,607,200","6,843.06","2,912","18,772,400","6,447","-1,165,200"
20/01/2025,18.4 ( -0.27 %),"2,298","11,663,600","5,075.54","2,869","13,207,800","4,604","-1,544,200"
17/01/2025,18.45 ( 0.27 %),"2,540","10,163,000","4,001.18","2,258","8,326,100","3,687","1,836,900"
16/01/2025,18.4 ( 0 %),"3,700","15,697,300","4,242.51","5,581","16,462,200","2,950","-764,900"
15/01/2025,18.4 ( 1.38 %),"3,929","12,836,900","3,267.22","2,980","10,371,300","3,480","2,465,600"
14/01/2025,18.15 ( -0.82 %),"4,272","19,779,100","4,629.94","3,327","16,531,100","4,969","3,248,000"
13/01/2025,18.3 ( -1.08 %),"3,693","14,882,800","4,030","3,143","17,696,100","5,630","-2,813,300"
