Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
18/07/2024,19.05 ( 0.26 %),"6,456","27,288,000","4,226.77","5,882","29,913,500","5,086","-2,625,500"
17/07/2024,19 ( 0 %),"9,155","58,681,700","6,409.8","11,781","62,729,700","5,325","-4,048,000"
16/07/2024,19 ( 1.06 %),"5,088","34,718,700","6,823.64","5,707","37,511,700","6,573","-2,793,000"
15/07/2024,18.8 ( -1.05 %),"5,859","27,426,100","4,681.02","4,964","33,687,500","6,786","-6,261,400"
12/07/2024,19 ( -0.26 %),"6,415","26,940,900","4,199.67","5,105","37,705,300","7,386","-10,764,400"
11/07/2024,19.05 ( -0.78 %),"7,630","42,930,800","5,626.58","7,702","60,381,200","7,840","-17,450,400"
10/07/2024,19.2 ( -1.03 %),"5,959","35,210,700","5,908.83","7,610","48,121,400","6,323","-12,910,700"
09/07/2024,19.4 ( 1.84 %),"8,438","74,569,100","8,837.3","9,403","65,704,400","6,988","8,864,700"
08/07/2024,19.05 ( -0.52 %),"4,837","33,713,200","6,969.86","6,028","43,188,700","7,165","-9,475,500"
05/07/2024,19.15 ( 0.52 %),"4,612","35,142,400","7,619.77","5,869","47,174,600","8,038","-12,032,200"
04/07/2024,19.05 ( 0.26 %),"6,431","55,957,700","8,701.24","8,695","61,628,800","7,088","-5,671,100"
03/07/2024,19 ( 0.26 %),"6,312","35,466,500","5,618.9","4,957","41,929,800","8,459","-6,463,300"
02/07/2024,18.95 ( -0.26 %),"6,052","29,321,000","4,844.84","4,437","39,215,700","8,838","-9,894,700"
01/07/2024,19 ( 1.88 %),"6,097","26,351,200","4,321.99","3,905","30,327,200","7,766","-3,976,000"
28/06/2024,18.65 ( -1.84 %),"7,567","68,308,600","9,027.17","6,572","82,927,400","12,618","-14,618,800"
27/06/2024,19 ( 0 %),"5,775","44,444,100","7,695.95","3,524","38,484,900","10,921","5,959,200"
26/06/2024,19 ( 0 %),"8,925","47,982,000","5,376.13","4,431","42,228,300","9,530","5,753,700"
25/06/2024,19 ( 0.8 %),"5,601","39,467,800","7,046.56","5,045","32,515,600","6,445","6,952,200"
24/06/2024,18.85 ( -3.83 %),"12,615","70,634,000","5,599.21","8,089","72,463,200","8,958","-1,829,200"
21/06/2024,19.6 ( -0.51 %),"11,368","78,152,700","6,874.8","10,207","79,109,700","7,751","-957,000"
