Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
17/02/2025,37.25(-0.67 %),"85,393",3.21,"239,600",8.96,"154,207",5.75,0,0%
14/02/2025,37.5(-0.53 %),"-13,167",-0.42,"477,205",18.04,"490,372",18.46,0,0%
13/02/2025,37.7(0.94 %),"169,607",6.46,"620,461",23.29,"450,854",16.83,0,0%
12/02/2025,37.35(0.95 %),"-311,600",-11.71,"40,700",1.53,"352,300",13.24,0,0%
11/02/2025,37(1.23 %),"501,400",18.43,"757,000",27.79,"255,600",9.36,0,0%
10/02/2025,36.55(0.14 %),"227,265",8.28,"384,902",14.01,"157,637",5.73,0,0%
07/02/2025,36.5(0.00 %),"51,581",1.95,"771,281",28.31,"719,700",26.35,0,0%
06/02/2025,36.5(1.67 %),"265,700",9.68,"552,600",20.16,"286,900",10.48,0,0%
05/02/2025,35.9(2.28 %),"1,040,378",37.32,"1,402,925",50.26,"362,547",12.94,0,0%
04/02/2025,35.1(0.00 %),"-6,898,400",-241.17,"157,000",5.47,"7,055,400",246.64,0,0%
03/02/2025,35.35(-1.39 %),"-272,878",-9.74,"542,322",19.09,"815,200",28.83,0,0%
24/01/2025,35.85(1.56 %),"1,259,110",45.12,"1,633,510",58.53,"374,400",13.41,0,0%
23/01/2025,35.3(5.69 %),"1,137,400",39.29,"1,529,900",52.79,"392,500",13.5,0,0%
22/01/2025,33.4(4.87 %),"2,546,600",84.47,"2,620,200",86.88,"73,600",2.41,0,0%
21/01/2025,31.85(0.63 %),"322,989",10.32,"345,400",11.03,"22,411",0.71,0,0%
20/01/2025,31.65(-0.78 %),"126,500",4.02,"188,500",6.01,"62,000",1.99,0,0%
17/01/2025,31.9(1.43 %),"403,100",12.73,"412,300",13.02,"9,200",0.29,0,0%
16/01/2025,31.45(1.45 %),"-66,100",-2.09,"30,000",0.95,"96,100",3.03,0,0%
15/01/2025,31(0.49 %),"-184,800",-5.72,300,0.01,"185,100",5.73,0,0%
14/01/2025,30.85(0.49 %),"-119,200",-3.69,"2,400",0.07,"121,600",3.76,0,0%
