Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
08/11/2022,11.3(5.61 %),"12,695",0.14,"40,400",0.46,"27,705",0.31,"62,761",5%
07/11/2022,10.65(-6.58 %),"1,200",0.01,"1,200",0.01,0,0,"58,861",5%
04/11/2022,11.4(-2.56 %),"-43,800",-0.5,500,0.01,"44,300",0.51,"20,061",5%
03/11/2022,11.7(0.86 %),"-37,680",-0.44,"2,320",0.03,"40,000",0.47,"20,261",5%
02/11/2022,11.6(-3.33 %),"2,800",0.03,"3,100",0.04,300,0,"2,329",5%
01/11/2022,12(1.69 %),748,0.01,"21,000",0.25,"20,252",0.24,"3,366",5%
31/10/2022,11.75(3.98 %),"15,437",0.18,"17,500",0.21,"2,063",0.02,"24,366",5%
28/10/2022,11.3(1.80 %),"86,600",0.98,"86,600",0.98,0,0,"21,666",5%
27/10/2022,11.05(6.25 %),"910,200",9.74,"930,400",9.96,"20,200",0.22,"108,166",4.99%
26/10/2022,10.35(3.50 %),-100,-0,0,0,100,0,"54,519",5%
25/10/2022,10(6.38 %),"-51,800",-0.47,"2,600",0.03,"54,400",0.5,"1,035,932",4.93%
24/10/2022,9.35(-7.43 %),"-906,000",-8.91,"78,100",0.79,"984,100",9.71,"984,132",4.93%
21/10/2022,10.05(-6.94 %),"26,800",0.27,"26,800",0.27,0,0,"78,132",4.99%
20/10/2022,10.75(-1.38 %),"6,000",0.06,"8,500",0.09,"2,500",0.03,"89,439",4.99%
19/10/2022,10.9(-0.91 %),"44,800",0.49,"44,800",0.49,0,0,"85,391",4.99%
18/10/2022,11(0.00 %),"64,200",0.71,"82,200",0.9,"18,000",0.2,"130,191",4.99%
17/10/2022,11(1.85 %),"-10,048",-0.11,0,0,"10,048",0.11,"118,409",4.99%
14/10/2022,10.8(5.88 %),"-93,982",-1.02,0,0,"93,982",1.02,"1,758",5%
13/10/2022,10.2(0.99 %),"-111,251",-1.13,"5,400",0.06,"116,651",1.19,58,5%
12/10/2022,10.1(7.45 %),"-1,700",-0.02,0,0,"1,700",0.02,"5,431",5%
