Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
05/06/2023,15.3(2.00 %),"20,800",0.32,"30,600",0.46,"9,800",0.15,"11,396,165",4.34%
02/06/2023,15(2.04 %),"50,800",0.76,"58,300",0.87,"7,500",0.11,"11,416,965",4.34%
01/06/2023,14.7(1.38 %),"344,600",5.02,"357,200",5.2,"12,600",0.18,"11,467,765",4.34%
31/05/2023,14.5(0.00 %),"-100,000",-1.46,100,0,"100,100",1.46,"11,127,871",4.36%
30/05/2023,14.5(0.69 %),"115,900",1.67,"115,900",1.67,0,0,"11,027,871",4.36%
29/05/2023,14.4(1.77 %),"88,200",1.26,"90,200",1.29,"2,000",0.03,"11,143,771",4.36%
26/05/2023,14.15(1.43 %),"-111,500",-1.58,"88,600",1.25,"200,100",2.83,"11,231,971",4.35%
25/05/2023,13.95(0.36 %),"-104,800",-1.46,"95,200",1.33,"200,000",2.79,"11,120,471",4.36%
24/05/2023,13.9(-1.07 %),300,0,800,0.01,500,0.01,"11,015,671",4.36%
23/05/2023,14.05(-1.06 %),"-500,000",-7.06,0,0,"500,000",7.06,"11,015,971",4.36%
22/05/2023,14.2(1.43 %),"25,400",0.36,"34,900",0.49,"9,500",0.13,"10,515,971",4.39%
19/05/2023,14(0.00 %),"-509,200",-7.1,400,0.01,"509,600",7.11,"10,541,371",4.39%
18/05/2023,14(1.45 %),"-687,600",-9.55,"112,900",1.58,"800,500",11.13,"10,032,171",4.42%
17/05/2023,13.8(-0.72 %),"-936,500",-12.97,600,0.01,"937,100",12.97,"9,344,571",4.46%
16/05/2023,13.9(0.36 %),"-448,900",-6.21,"16,800",0.23,"465,700",6.44,"8,408,071",4.51%
15/05/2023,13.85(-0.36 %),"-315,800",-4.41,"86,800",1.21,"402,600",5.62,"7,959,171",4.54%
12/05/2023,13.9(0.00 %),"-379,900",-5.24,"30,100",0.42,"410,000",5.66,"7,643,371",4.56%
11/05/2023,13.85(-1.77 %),"-18,700",-0.26,"11,200",0.15,"29,900",0.41,"7,649,876",4.56%
10/05/2023,14.05(0.36 %),"-23,100",-0.32,500,0.01,"23,600",0.33,"6,879,126",4.6%
09/05/2023,14(2.19 %),"-340,600",-4.75,"61,400",0.85,"402,000",5.6,"6,856,026",4.6%
