Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
19/06/2024,86.6(-0.57 %),"-973,200",-84.43,"224,400",19.48,"1,197,600",103.91,"375,385,445",23.28%
18/06/2024,87.1(0.00 %),"-68,400",-5.85,"509,400",44.7,"577,800",50.56,"374,463,046",23.3%
17/06/2024,87.1(-0.46 %),"-151,000",-13.15,"1,007,700",88.17,"1,158,700",101.31,"373,836,820",23.31%
14/06/2024,87.5(-1.02 %),"-252,600",-21.97,"883,000",78.33,"1,135,600",100.3,"374,067,658",23.31%
13/06/2024,88.4(-0.34 %),"-727,800",-64.51,"49,100",4.36,"776,900",68.87,"374,023,804",23.31%
12/06/2024,88.7(1.72 %),"-299,800",-26.2,"627,000",55.23,"926,800",81.43,"373,054,369",23.33%
11/06/2024,87.2(-0.91 %),"-963,825",-84.44,"54,710",4.8,"1,018,535",89.24,"370,987,053",23.36%
10/06/2024,88(-0.56 %),"-1,049,079",-92.57,"691,894",61.02,"1,740,973",153.59,"372,811,728",27.55%
07/06/2024,88.5(-0.56 %),"-293,710",-26.07,"119,200",10.6,"412,910",36.67,"371,762,649",23.35%
06/06/2024,89(0.23 %),"-37,603",-3.34,"493,900",44.13,"531,503",47.47,"370,987,053",23.36%
05/06/2024,88.8(0.11 %),"-357,200",-31.76,"557,400",49.62,"914,600",81.38,"367,096,779",27.67%
04/06/2024,88.7(0.57 %),"-191,300",-17,"400,900",35.63,"592,200",52.62,"366,739,579",27.68%
03/06/2024,88.2(1.15 %),"-976,600",-86.58,"184,100",16.32,"1,160,700",102.9,"366,548,279",27.68%
31/05/2024,87.2(-1.58 %),"-2,917,900",-256.75,"424,300",37.44,"3,342,200",294.2,"366,548,300",23.44%
30/05/2024,88.6(-1.34 %),"-1,269,200",-112.9,"250,500",22.3,"1,519,700",135.2,"366,486,144",23.44%
29/05/2024,89.8(-0.99 %),"-390,500",-35.15,"95,700",8.64,"486,200",43.79,"366,069,376",23.45%
28/05/2024,90.7(0.55 %),"-310,400",-27.92,"356,500",32.1,"666,900",60.01,"365,981,400",23.45%
27/05/2024,90.2(0.00 %),"-11,700",-1.04,"194,500",17.52,"206,200",18.56,"366,083,300",23.45%
24/05/2024,90.2(-0.88 %),"-420,200",-37.99,"124,300",11.24,"544,500",49.24,"365,775,044",27.7%
23/05/2024,91(0.33 %),"-34,800",-3.18,"389,000",35.34,"423,800",38.52,"365,522,700",23.46%
