Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
25/10/2023,85.8(-0.23 %),"138,600",11.85,"482,200",41.06,"343,600",29.21,"361,948,517",23.52%
24/10/2023,86(1.78 %),"6,400",0.47,"424,500",36.27,"418,100",35.8,"361,721,081",23.53%
23/10/2023,84.5(-0.35 %),"-90,600",-7.36,"446,800",37.25,"537,400",44.61,"361,727,481",23.53%
20/10/2023,84.8(0.36 %),"-198,500",-16.45,"446,400",37.42,"644,900",53.87,"361,221,946",23.54%
19/10/2023,84.5(-1.63 %),"-83,000",-6.96,"869,200",73.85,"952,200",80.81,"361,016,705",23.54%
18/10/2023,85.9(0.00 %),"82,200",7.15,"733,700",62.69,"651,500",55.55,"361,713,678",23.53%
17/10/2023,85.9(-0.23 %),"56,600",4.89,"228,700",19.69,"172,100",14.8,"362,361,161",23.52%
16/10/2023,86.1(-0.58 %),"62,700",5.39,"148,900",12.8,"86,200",7.4,"362,397,661",23.52%
13/10/2023,86.6(0.70 %),"256,300",22.08,"448,500",38.61,"192,200",16.53,"362,032,266",23.52%
12/10/2023,86(-0.58 %),"-15,300",-1.31,"498,800",42.92,"514,100",44.23,"362,321,842",23.52%
11/10/2023,86.5(0.46 %),"308,600",26.56,"467,500",40.22,"158,900",13.67,"362,583,473",23.51%
10/10/2023,86.1(1.77 %),"129,000",11.1,"365,900",31.45,"236,900",20.35,"362,278,428",23.52%
09/10/2023,84.6(-0.94 %),"-260,800",-21.96,"511,700",43.18,"772,500",65.14,"362,340,913",23.52%
06/10/2023,85.4(1.07 %),"5,000",0.51,"410,000",34.56,"405,000",34.06,"362,080,113",23.52%
05/10/2023,84.5(-2.09 %),"-155,000",-13.22,"343,800",29.28,"498,800",42.5,"362,085,113",23.52%
04/10/2023,86.3(0.00 %),"-106,700",-9.1,"466,300",40.03,"573,000",49.13,"362,215,475",27.78%
03/10/2023,86.3(-0.23 %),"-97,600",-8.41,"331,600",28.57,"429,200",36.98,"362,108,775",23.52%
02/10/2023,86.5(-1.14 %),"-101,900",-8.85,"249,200",21.62,"351,100",30.47,"362,218,121",23.52%
29/09/2023,87.5(-0.57 %),"21,100",1.88,"243,300",21.35,"222,200",19.47,"362,064,100",23.52%
28/09/2023,88(0.23 %),"316,500",27.69,"719,600",62.98,"403,100",35.29,"361,229,344",27.8%
