Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
20/05/2022,66.8 ( -0.3 %),"2,418","3,981,600","1,646.65","3,699","4,943,100","1,336","-961,500"
19/05/2022,67 ( 0.15 %),"2,813","5,926,900","2,106.97","2,854","6,279,600","2,200","-352,700"
18/05/2022,66.9 ( 0 %),"3,540","6,971,100","1,969.24","3,550","7,510,300","2,116","-539,200"
17/05/2022,66.9 ( 1.67 %),"3,497","7,237,100","2,069.52","2,773","7,407,600","2,671","-170,500"
16/05/2022,65.8 ( -3.24 %),0,0,0,0,0,0,0
13/05/2022,68 ( -1.31 %),"3,597","9,275,100","2,578.57","3,307","10,303,400","3,116","-1,028,300"
12/05/2022,68.9 ( -2.27 %),"3,379","5,884,300","1,741.43","4,098","7,280,100","1,777","-1,395,800"
11/05/2022,70.5 ( 0.86 %),"4,587","4,897,500","1,067.69","4,095","6,068,000","1,482","-1,170,500"
10/05/2022,69.9 ( 2.79 %),"3,164","6,531,700","2,064.38","3,670","6,488,400","1,768","43,300"
09/05/2022,68 ( -1.02 %),"2,627","7,450,700","2,836.2","4,103","9,195,400","2,241","-1,744,700"
06/05/2022,68.7 ( -0.15 %),"2,645","8,070,100","3,051.08","4,112","9,658,300","2,349","-1,588,200"
05/05/2022,68.8 ( 6.67 %),"3,329","10,769,200","3,234.97","6,734","11,148,100","1,655","-378,900"
04/05/2022,64.5 ( -0.77 %),"2,395","3,985,900","1,664.26","2,301","4,611,600","2,004","-625,700"
29/04/2022,65 ( 0.78 %),"4,486","9,504,600","2,118.72","3,989","9,589,000","2,404","-84,400"
28/04/2022,64.5 ( -0.77 %),"4,936","9,346,200","1,893.48","3,982","9,843,700","2,472","-497,500"
27/04/2022,65 ( 0 %),"3,946","7,906,900","2,003.78","3,740","7,625,800","2,039","281,100"
26/04/2022,65 ( 3.17 %),0,0,0,0,0,0,0
25/04/2022,63 ( -2.63 %),"4,788","9,829,100","2,052.86","3,243","10,565,600","3,258","-736,500"
22/04/2022,64.7 ( 1.09 %),"5,336","10,351,200","1,939.88","3,789","8,630,700","2,278","1,720,500"
21/04/2022,64 ( -4.19 %),"4,679","8,950,700","1,912.95","3,876","8,775,900","2,264","174,800"
