stock_code,time,,A. TÀI SẢN,"I. Tiền mặt, vàng bạc, đá quý",II. Tiền gửi tại NHNN,"III. Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác","1. Tiền, vàng gửi tại các TCTD khác",2. Cho vay các TCTD khác,3. Dự phòng rủi ro cho vay các TCTD khác,IV. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,V. Các công cụ tài chính phái sinh và các tài sản tài chính khác,VI. Cho vay khách hàng,1. Cho vay và cho thuê tài chính khách hàng,2. Dự phòng rủi ro cho vay và cho thuê tài chính khách hàng,VII. Hoạt động mua nợ,1. Mua nợ,2. Dự phòng rủi ro hoạt động mua nợ,VII. Chứng khoán đầu tư,1. Chứng khoán đầu tư sẵn sàng để bán,2. Chứng khoán đầu tư giữ đến ngày đáo hạn,3. Dự phòng giảm giá chứng khoán đầu tư,"VIII. Góp vốn, đầu tư dài hạn",1. Đầu tư vào công ty con,"2. Đầu tư vào công ty liên doanh, liên kết",3. Đầu tư dài hạn khác,4. Dự phòng giảm giá đầu tư dài hạn,IX. Tài sản cố định,1. Tài sản cố định hữu hình,a. Nguyên giá TSCĐ,b. Hao mòn TSCĐ,2. Tài sản cố định thuê tài chính,3. Tài sản cố định vô hình,X. Bất động sản đầu tư,a. Nguyên giá BĐSĐT,b. Hao mòn BĐSĐT,"XI. Tài sản ""Có"" khác",1. Các khoản phải thu,"2. Các khoản lãi, phí phải thu",3. Tài sản thuế TNDN hoãn lại,4. Tài sản Có khác,- Trong đó: Lợi thế thương mại,5. Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,TỔNG CỘNG TÀI SẢN,B. NỢ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,I. Các khoản nợ Chính phủ và NHNN,II. Tiền gửi và vay các TCTD khác,1. Tiền gửi của các TCTD khác,2. Vay các TCTD khác,III. Tiền gửi của khách hàng,IV. Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,"V. Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",VI. Phát hành giấy tờ có giá,VII. Các khoản nợ khác,"1. Các khoản lãi, phí phải trả",2. Thuế TNDN hoãn lại phải trả,3. Các khoản phải trả và công nợ khác,4. Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ẩn và cam kết ngoại bảng),TỔNG NỢ PHẢI TRẢ,VIII. Vốn và các quỹ,1. Vốn của TCTD,a. Vốn điều lệ,b. Vốn đầu tư XDCB,c. Thặng dư vốn cổ phần,d. Cổ phiếu quỹ,e. Cổ phiếu ưu đãi,g. Vốn khác,2. Quỹ của TCTD,3. Chênh lệch tỷ giá hối đoái,4. Chênh lệch đánh giá lại tài sản,5. Lợi nhuận chưa phân phối/Lỗ lũy kế,6. Lợi ích cổ đông không kiểm soát,IX. Lợi ích của cổ đông thiểu số,TỔNG NỢ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,1. Thu nhập lãi và các khoản thu nhập tương tự,2. Chi phí lãi và các chi phí tương tự,I. Thu nhập lãi thuần,3. Thu nhập từ hoạt động dịch vụ,4. Chi phí hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối và vàng,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,5. Thu nhập từ hoạt động khác,6. Chi phí hoạt động khác,VI. Lãi/lỗ thuần từ hoạt động khác,"VII. Thu nhập từ góp vốn, mua cổ phần",VIII. Chi phí hoạt động,IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng (I+II+III+IV+V+VI+VII-VIII),X. Chi phí dự phòng rủi ro tín dụng,XI. Tổng lợi nhuận trước thuế (IX-X),7. Chi phí thuế TNDN hiện hành,8. Chi phí thuế TNDN hoãn lại,XII. Chi phí thuế TNDN,XIII. Lợi nhuận sau thuế (XI-XII),XIV. Lợi ích của cổ đông thiểu số,XV. Lợi nhuận sau thuế của cổ đông của Ngân hàng mẹ (XIII-XIV),Lãi cơ bản trên cổ phiếu (BCTC)
VPB,Q32013,,,1154.0,8398.0,14650.0,6723.0,7987.0,-61.0,5284.0,5322.0,-38.0,,46786.0,47388.0,-602.0,,,,24897.0,24906.0,683.0,-9.0,72.0,,,72.0,0.0,389.0,211.0,267.0,-89.0,,178.0,29.0,30.0,-1.0,17918.0,12449.0,2892.0,6.0,2821.0,69.0,-250.0,119577.0,,833.0,11342.0,5590.0,5752.0,87301.0,3.0,49.0,6150.0,7626.0,2044.0,0.0,5537.0,44.0,112471.0,7107.0,5771.0,5770.0,,1.0,,,,315.0,-26.0,,1046.0,0.0,,119577.0,2616.0,1666.0,950.0,225.0,75.0,150.0,7.0,36.0,-13.0,38.0,11.0,27.0,0.0,665.0,493.0,213.0,280.0,97.0,,97.0,184.0,,184.0,
VPB,Q32014,,,1278.0,2202.0,8858.0,3516.0,5348.0,-6.0,7184.0,7215.0,-31.0,,69944.0,70902.0,-959.0,,,,41737.0,40892.0,4023.0,-198.0,72.0,,,72.0,0.0,613.0,275.0,457.0,-120.0,,338.0,28.0,30.0,-2.0,15709.0,9544.0,3490.0,,3102.0,,-427.0,147626.0,,,23803.0,10795.0,13008.0,100296.0,202.0,75.0,7154.0,7341.0,1750.0,,5591.0,,138871.0,8754.0,6349.0,6347.0,,1.0,,,,527.0,-43.0,,1921.0,,,147626.0,2814.0,1716.0,1099.0,253.0,76.0,177.0,1.0,-2.0,252.0,13.0,25.0,-12.0,3.0,959.0,559.0,-53.0,612.0,135.0,,135.0,477.0,,477.0,
VPB,Q32015,,,1689.0,2757.0,16246.0,8299.0,8169.0,-222.0,3486.0,3489.0,-3.0,69.0,105661.0,107045.0,-1384.0,0.0,0.0,0.0,52196.0,47773.0,5199.0,-776.0,218.0,0.0,0.0,218.0,0.0,600.0,305.0,453.0,-157.0,0.0,296.0,28.0,30.0,-2.0,12054.0,3987.0,4514.0,0.0,3648.0,464.0,-95.0,195004.0,,0.0,28569.0,16000.0,12569.0,127516.0,0.0,318.0,20118.0,5736.0,2837.0,0.0,2899.0,0.0,182256.0,12747.0,9363.0,8056.0,0.0,1289.0,0.0,0.0,18.0,639.0,-152.0,0.0,2897.0,0.0,0.0,195004.0,5102.0,2212.0,2889.0,444.0,182.0,263.0,78.0,-1.0,22.0,304.0,49.0,254.0,0.0,1530.0,1976.0,759.0,1217.0,183.0,0.0,183.0,1034.0,,1034.0,
VPB,Q32016,,,1576.0,4795.0,7009.0,4034.0,2984.0,-9.0,1863.0,1863.0,-2.0,,128145.0,129946.0,-1801.0,,,,50683.0,47628.0,3787.0,-733.0,259.0,,,307.0,-48.0,557.0,375.0,364.0,-181.0,,183.0,27.0,30.0,-3.0,10825.0,2853.0,4462.0,,3393.0,19.0,-236.0,205740.0,,26.0,17744.0,10131.0,7614.0,126528.0,132.0,290.0,39242.0,5996.0,2979.0,,3017.0,,189958.0,15782.0,10470.0,9181.0,,1289.0,,,,1668.0,-82.0,,3726.0,,,205740.0,6410.0,2627.0,3782.0,534.0,321.0,213.0,-106.0,3.0,29.0,292.0,37.0,255.0,,1943.0,2233.0,663.0,1570.0,203.0,,203.0,1367.0,,1367.0,
VPB,Q32017,,,2062.0,5825.0,6054.0,5744.0,311.0,-1.0,2978.0,2982.0,-4.0,0.0,165143.0,167682.0,-2539.0,0.0,0.0,0.0,54375.0,50970.0,4314.0,-909.0,248.0,0.0,0.0,299.0,-51.0,755.0,435.0,569.0,-249.0,0.0,320.0,0.0,0.0,0.0,16408.0,8446.0,4264.0,0.0,3700.0,0.0,-2.0,253847.0,,27.0,18986.0,2810.0,16176.0,127776.0,117.0,4066.0,64290.0,10962.0,5056.0,0.0,5906.0,0.0,226223.0,27624.0,21572.0,15706.0,0.0,5866.0,0.0,0.0,0.0,4435.0,-132.0,0.0,1749.0,0.0,0.0,253847.0,8857.0,3494.0,5363.0,878.0,475.0,403.0,0.0,85.0,-16.0,473.0,29.0,443.0,1.0,2281.0,3997.0,1625.0,2372.0,477.0,,477.0,1895.0,,1895.0,
VPB,Q32018,,,2521.0,7396.0,6447.0,6164.0,284.0,-1.0,3961.0,3980.0,,,196151.0,200075.0,-3925.0,,,,61370.0,58768.0,3959.0,-1356.0,189.0,,,228.0,-38.0,952.0,426.0,876.0,-350.0,,527.0,,,,17150.0,9300.0,4474.0,,3417.0,,-42.0,296216.0,,2025.0,37990.0,11611.0,26379.0,156442.0,,324.0,56260.0,11189.0,5520.0,,5669.0,,264229.0,31987.0,24097.0,25300.0,,1289.0,,,,3297.0,-308.0,,4901.0,,,296216.0,9955.0,3952.0,6002.0,977.0,577.0,400.0,218.0,42.0,74.0,1071.0,205.0,866.0,,3104.0,4497.0,2748.0,1749.0,350.0,,350.0,1399.0,,1399.0,
VPB,Q32019,,,2426.0,1611.0,16301.0,14472.0,1829.0,,2857.0,2864.0,-8.0,,249771.0,254187.0,-4416.0,,,,62993.0,62311.0,1259.0,-578.0,186.0,,,228.0,-41.0,1844.0,1318.0,1013.0,-486.0,,527.0,,,,20247.0,11793.0,5512.0,,2986.0,,-44.0,358236.0,,2020.0,40103.0,6358.0,33744.0,205585.0,,305.0,57534.0,12187.0,7002.0,,5184.0,,317745.0,40491.0,24097.0,25300.0,,1289.0,-2492.0,,,5821.0,-13.0,,10586.0,,,358236.0,12969.0,4992.0,7977.0,1460.0,751.0,709.0,-81.0,145.0,200.0,637.0,88.0,549.0,3.0,3122.0,6379.0,3523.0,2856.0,574.0,,574.0,2283.0,,2283.0,
VPB,Q32020,,,2799.0,5121.0,26918.0,19215.0,7703.0,,100.0,100.0,-53.0,,273164.0,278025.0,-4861.0,,,,78350.0,77730.0,963.0,-344.0,174.0,,,239.0,-64.0,1824.0,1227.0,1246.0,-649.0,,597.0,,,,25442.0,17530.0,5661.0,,2289.0,,-37.0,413892.0,,16.0,49543.0,5348.0,44195.0,241658.0,140.0,220.0,58952.0,13653.0,6942.0,,6711.0,,364166.0,49726.0,23296.0,25300.0,,693.0,-2696.0,,,8710.0,,,17720.0,,,413892.0,12884.0,5000.0,7884.0,1606.0,665.0,941.0,-127.0,-5.0,255.0,899.0,379.0,521.0,3.0,2787.0,6685.0,3872.0,2813.0,561.0,,561.0,2252.0,,2252.0,
VPB,Q32021,,,1917.0,9702.0,38916.0,34832.0,4083.0,,3159.0,3185.0,-34.0,103.0,311074.0,317291.0,-6217.0,962.0,970.0,-7.0,75876.0,75495.0,730.0,-349.0,234.0,,,234.0,0.0,1723.0,1096.0,1468.0,-841.0,,627.0,,,,35869.0,29654.0,4636.0,,1632.0,80.0,-53.0,479432.0,,15.0,97889.0,38861.0,59028.0,239357.0,0.0,123.0,68180.0,11468.0,5699.0,6989.0,5769.0,,417109.0,62322.0,23616.0,25300.0,,77.0,-1761.0,,,12797.0,,,25909.0,8159.0,,479432.0,11505.0,4030.0,7474.0,1472.0,682.0,791.0,-10.0,-11.0,727.0,1825.0,667.0,1159.0,2.0,2456.0,7677.0,4979.0,2698.0,538.0,,538.0,2161.0,,2161.0,
VPB,Q32022,,,2270.0,4512.0,47834.0,32115.0,15719.0,,5517.0,5557.0,-40.0,1121.0,390123.0,402647.0,-12525.0,904.0,911.0,-7.0,87757.0,87505.0,505.0,-253.0,250.0,,,250.0,,1844.0,1188.0,1689.0,-1033.0,,656.0,,,,53770.0,44735.0,6577.0,628.0,2514.0,66.0,-56.0,595902.0,,11.0,128585.0,46546.0,82039.0,277422.0,15.0,58.0,72873.0,14587.0,7169.0,9.0,7418.0,,493536.0,102366.0,44173.0,45057.0,,,-883.0,,,12030.0,,,38375.0,7787.0,,595902.0,15858.0,5473.0,10385.0,2793.0,1024.0,1769.0,-29.0,81.0,11.0,1930.0,678.0,1252.0,3.0,3536.0,9937.0,5423.0,4514.0,972.0,,972.0,3542.0,-187.0,3730.0,
VPB,Q32023,,,2815.0,9034.0,98887.0,84269.0,14618.0,,13111.0,13193.0,-82.0,,508799.0,521566.0,-12768.0,822.0,828.0,-6.0,87404.0,86435.0,1186.0,-217.0,189.0,,,189.0,,1899.0,1319.0,1803.0,-1223.0,,580.0,,,,57178.0,40781.0,8114.0,,7081.0,138.0,-98.0,780213.0,,13.0,160069.0,80100.0,79969.0,421472.0,,27.0,64999.0,23642.0,13727.0,,9847.0,,670221.0,109992.0,66551.0,67434.0,,,-883.0,,,11486.0,,,26803.0,5151.0,,780213.0,19323.0,10486.0,8837.0,3003.0,1113.0,1889.0,-64.0,89.0,12.0,1297.0,802.0,496.0,3.0,3195.0,8067.0,4950.0,3117.0,688.0,1.0,689.0,2428.0,3.0,2425.0,
VPB,Q32024,,,2682.0,13547.0,119231.0,102988.0,16244.0,,10549.0,10612.0,-63.0,,619866.0,635345.0,-15479.0,797.0,827.0,-30.0,58056.0,58137.0,993.0,-81.0,189.0,,,189.0,,1906.0,1364.0,1986.0,-1444.0,,542.0,,,,32061.0,15970.0,8300.0,1305.0,6795.0,61.0,-308.0,858885.0,,26.0,167416.0,80189.0,87227.0,475782.0,28.0,13.0,50942.0,21200.0,8167.0,137.0,12895.0,,716645.0,142240.0,103332.0,79339.0,,23993.0,,,,11675.0,,,22285.0,4948.0,,858885.0,19607.0,7451.0,12156.0,2866.0,1719.0,1148.0,96.0,117.0,17.0,2639.0,1112.0,1526.0,3.0,3751.0,11312.0,6125.0,5187.0,1026.0,-3.0,1023.0,4164.0,136.0,4028.0,
VPB,Q42012,,,799.0,1373.0,26761.0,17318.0,9073.0,-61.0,1359.0,1367.0,-7.0,,36523.0,36903.0,-380.0,,,,22263.0,22263.0,,,67.0,,,68.0,0.0,429.0,252.0,249.0,-72.0,,177.0,29.0,30.0,-1.0,12967.0,5602.0,2455.0,6.0,4990.0,,-79.0,102629.0,,,25656.0,15543.0,10113.0,59510.0,3.0,65.0,4766.0,4633.0,1187.0,,3432.0,14.0,96001.0,6628.0,5771.0,5770.0,,1.0,,,,233.0,-26.0,,624.0,,,102629.0,2637.0,1756.0,881.0,255.0,64.0,191.0,-111.0,39.0,-111.0,49.0,8.0,42.0,1.0,557.0,375.0,313.0,62.0,4.0,0.0,4.0,58.0,,58.0,
VPB,Q42014,,,1358.0,3701.0,13925.0,2301.0,11630.0,-6.0,4244.0,4260.0,-16.0,,77256.0,78379.0,-1123.0,,,,47961.0,44189.0,,-251.0,72.0,,,72.0,0.0,603.0,291.0,437.0,-125.0,,312.0,28.0,30.0,-2.0,14094.0,7061.0,4114.0,,3174.0,,-255.0,163241.0,,,26228.0,14695.0,11533.0,108354.0,215.0,125.0,12410.0,6096.0,2038.0,,4058.0,,154261.0,8980.0,6349.0,6347.0,,1.0,,,,541.0,,,2090.0,,,163241.0,3747.0,1981.0,1767.0,362.0,147.0,216.0,-33.0,-14.0,32.0,167.0,218.0,-51.0,2.0,1228.0,690.0,428.0,262.0,79.0,0.0,79.0,183.0,,183.0,
VPB,Q42015,,,1632.0,2261.0,14600.0,8730.0,5871.0,-1.0,2044.0,2047.0,-3.0,,115062.0,116804.0,-1742.0,,,,47729.0,43951.0,4521.0,-742.0,323.0,,,323.0,0.0,510.0,325.0,339.0,-154.0,,185.0,28.0,30.0,-2.0,9688.0,1986.0,4134.0,,3800.0,37.0,-232.0,193876.0,,4821.0,17764.0,9603.0,8161.0,130271.0,132.0,383.0,21860.0,5256.0,2805.0,,2452.0,,180488.0,13389.0,9345.0,8056.0,,1289.0,,,,1325.0,-50.0,,2719.0,,,193876.0,5349.0,2293.0,3056.0,513.0,220.0,294.0,-198.0,33.0,-71.0,349.0,11.0,338.0,166.0,2026.0,1592.0,824.0,768.0,271.0,,271.0,497.0,,497.0,
VPB,Q42016,,,1727.0,2983.0,9389.0,4089.0,5300.0,-1.0,2952.0,2954.0,-2.0,,142603.0,144673.0,-2070.0,,,,55356.0,51949.0,4136.0,-728.0,216.0,,,299.0,-83.0,624.0,423.0,393.0,-191.0,,201.0,27.0,30.0,-3.0,10010.0,2641.0,4207.0,,3674.0,12.0,-232.0,225887.0,,1104.0,25879.0,13437.0,12442.0,123788.0,191.0,1390.0,48651.0,7577.0,3201.0,,4376.0,,208579.0,17309.0,10470.0,9181.0,,1289.0,,,,2478.0,-36.0,,4361.0,,,225887.0,7404.0,2884.0,4520.0,691.0,401.0,290.0,-120.0,-69.0,-38.0,636.0,188.0,448.0,0.0,1883.0,3148.0,1338.0,1810.0,365.0,,365.0,1445.0,,1445.0,
VPB,Q42017,,,2574.0,6460.0,17520.0,15219.0,2302.0,-1.0,1425.0,1425.0,0.0,82.0,179517.0,182666.0,-3149.0,511.0,512.0,-1.0,53558.0,50385.0,4151.0,-978.0,153.0,,,195.0,-42.0,808.0,458.0,623.0,-272.0,,351.0,,,,15734.0,8541.0,3810.0,,3404.0,,-21.0,277750.0,,26.0,33200.0,7834.0,25366.0,133551.0,160.0,3899.0,66105.0,11115.0,5063.0,,6052.0,,248057.0,29693.0,21572.0,15706.0,,5866.0,-2492.0,,,2751.0,0.0,,5370.0,,,277750.0,9168.0,3487.0,5681.0,951.0,538.0,413.0,-116.0,58.0,11.0,1421.0,72.0,1349.0,53.0,2576.0,4873.0,2382.0,2491.0,553.0,,553.0,1938.0,,1938.0,
VPB,Q42018,,,1855.0,10829.0,16571.0,15338.0,1234.0,0.0,4202.0,4241.0,-38.0,0.0,217893.0,221460.0,-3567.0,502.0,502.0,0.0,51926.0,49417.0,3565.0,-1056.0,191.0,0.0,0.0,228.0,-37.0,1963.0,1386.0,959.0,-382.0,0.0,578.0,0.0,0.0,0.0,17375.0,10500.0,4428.0,0.0,2473.0,0.0,-25.0,323308.0,,3781.0,54231.0,21145.0,33086.0,170851.0,19.0,330.0,48658.0,10688.0,5263.0,0.0,5426.0,0.0,288558.0,34750.0,24097.0,25300.0,0.0,1289.0,-2492.0,0.0,0.0,4551.0,0.0,0.0,6102.0,0.0,0.0,323308.0,10600.0,4087.0,6513.0,1144.0,536.0,608.0,-355.0,-16.0,-17.0,2431.0,190.0,2240.0,,2841.0,6132.0,3059.0,3074.0,618.0,,618.0,2455.0,,2455.0,
VPB,Q42019,,,2459.0,3454.0,20098.0,15483.0,4615.0,,1567.0,1571.0,-5.0,,253100.0,257184.0,-4084.0,,,,68729.0,67787.0,1094.0,-152.0,174.0,,,239.0,-64.0,1923.0,1343.0,1102.0,-522.0,,580.0,,,,25710.0,16925.0,6032.0,,2781.0,,-29.0,377214.0,,19.0,50868.0,12144.0,38724.0,213950.0,,292.0,57600.0,12222.0,7912.0,,4310.0,,334996.0,42218.0,23296.0,25300.0,,693.0,-2696.0,,,7109.0,,,11813.0,,,377214.0,13237.0,5173.0,8064.0,1719.0,692.0,1028.0,-99.0,83.0,327.0,849.0,229.0,620.0,,3192.0,6830.0,3695.0,3135.0,621.0,,621.0,2514.0,,2514.0,
VPB,Q42020,,,3283.0,5780.0,19555.0,13829.0,5726.0,,493.0,493.0,,,286319.0,290816.0,-4497.0,,,,76485.0,75960.0,854.0,-329.0,239.0,,,239.0,0.0,1863.0,1212.0,1352.0,-701.0,,651.0,,,,24752.0,17409.0,5037.0,,2346.0,,-40.0,419027.0,,14.0,56511.0,9371.0,47140.0,233428.0,64.0,187.0,62845.0,13107.0,6453.0,,6654.0,,366233.0,52794.0,23466.0,25300.0,,366.0,-2199.0,,,11912.0,,,17415.0,,,419027.0,13349.0,4609.0,8740.0,1719.0,686.0,1033.0,-87.0,-4.0,299.0,1204.0,480.0,724.0,2.0,2767.0,7940.0,4318.0,3622.0,725.0,,725.0,2897.0,,2897.0,
VPB,Q42021,,,2346.0,10861.0,57105.0,40330.0,16858.0,,6971.0,7005.0,-10.0,34.0,345607.0,355281.0,-9674.0,959.0,966.0,-7.0,75798.0,75314.0,723.0,-238.0,250.0,,,250.0,0.0,1873.0,1217.0,1552.0,-896.0,,656.0,,,,45754.0,39015.0,4897.0,,1894.0,73.0,-52.0,547626.0,,8454.0,114619.0,47107.0,67512.0,241837.0,,104.0,81296.0,14865.0,5558.0,,9307.0,,461175.0,86451.0,43374.0,45057.0,,77.0,-1761.0,,,12585.0,,,22500.0,7975.0,,547626.0,12498.0,3975.0,8523.0,2065.0,869.0,1196.0,-30.0,14.0,784.0,1117.0,533.0,584.0,,2855.0,8216.0,5371.0,2845.0,573.0,,573.0,2272.0,-157.0,2429.0,
VPB,Q42022,,,2658.0,9935.0,47965.0,40772.0,7194.0,,7793.0,7851.0,-57.0,75.0,424662.0,438338.0,-13676.0,893.0,900.0,-7.0,83076.0,82718.0,610.0,-253.0,189.0,,,189.0,,1858.0,1219.0,1710.0,-1071.0,,639.0,,,,52042.0,39409.0,7879.0,556.0,4205.0,195.0,-80.0,631074.0,,1929.0,140249.0,51326.0,88923.0,303151.0,825.0,47.0,63700.0,18465.0,8597.0,9.0,9859.0,,527557.0,103517.0,66551.0,67434.0,,,-883.0,,,13535.0,,,16759.0,6672.0,,631074.0,16656.0,6373.0,10283.0,3112.0,1231.0,1881.0,-340.0,68.0,-22.0,1759.0,861.0,898.0,,4065.0,8703.0,7320.0,1383.0,852.0,-610.0,242.0,1140.0,-1125.0,2266.0,
VPB,Q42023,,,2285.0,8423.0,94094.0,81299.0,12795.0,,12326.0,12406.0,-80.0,583.0,551622.0,566271.0,-14649.0,822.0,828.0,-6.0,94587.0,88050.0,6755.0,-218.0,189.0,,,189.0,,1924.0,1298.0,1909.0,-1283.0,,626.0,,,,51428.0,33238.0,8976.0,1264.0,8097.0,119.0,-148.0,817700.0,,4118.0,156357.0,83235.0,73122.0,442368.0,0.0,22.0,47787.0,27100.0,13812.0,68.0,13220.0,,677753.0,139947.0,103332.0,79339.0,,23993.0,,,,12233.0,,,19149.0,5232.0,,817700.0,20431.0,9389.0,11042.0,3567.0,1686.0,1881.0,-185.0,48.0,-45.0,1495.0,895.0,601.0,,3615.0,9726.0,7018.0,2708.0,560.0,37.0,597.0,2111.0,81.0,2030.0,
VPB,Q42024,,,2148.0,14327.0,134644.0,126527.0,8116.0,,13111.0,13181.0,-70.0,,676546.0,692876.0,-16330.0,800.0,806.0,-6.0,52783.0,51857.0,,-67.0,189.0,,,189.0,,2024.0,1437.0,2086.0,-1499.0,,587.0,,,,27276.0,11411.0,8384.0,1196.0,6548.0,41.0,-263.0,923848.0,,6.0,201756.0,111863.0,89893.0,485667.0,,11.0,66976.0,22129.0,10415.0,27.0,11688.0,,776572.0,147275.0,103332.0,79339.0,,23993.0,,,,14566.0,,,24008.0,5370.0,,923848.0,21401.0,8208.0,13193.0,3521.0,1979.0,1542.0,233.0,236.0,4.0,3745.0,1318.0,2427.0,10.0,3791.0,13853.0,7702.0,6151.0,1113.0,-1.0,1112.0,5040.0,422.0,4617.0,
