Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/08/2024,49.15(2.61 %),"757,800",37.13,"868,600",42.55,"110,800",5.42,"728,337,647",17.22%
19/08/2024,47.9(0.84 %),"-199,800",-9.59,"138,200",6.64,"338,000",16.23,"728,337,647",17.22%
16/08/2024,47.5(1.82 %),"-231,100",-10.99,"240,200",11.41,"471,300",22.4,"728,343,798",17.22%
15/08/2024,46.65(-0.85 %),"-75,800",-3.53,"56,200",2.66,"132,000",6.18,"728,392,363",17.22%
14/08/2024,47.05(0.86 %),"-13,300",-0.57,"178,300",8.45,"191,600",9.03,"728,209,563",17.23%
13/08/2024,46.65(-0.32 %),"-178,100",-8.31,"58,900",2.75,"237,000",11.06,"728,109,324",17.23%
12/08/2024,46.8(0.21 %),"14,000",0.68,"292,500",13.74,"278,500",13.06,"727,984,636",17.23%
09/08/2024,46.7(1.52 %),"-144,788",-6.76,"38,800",1.81,"183,588",8.57,"727,854,136",17.23%
08/08/2024,46(-0.86 %),"-196,800",-9.13,"238,200",11.05,"435,000",20.17,"726,414,341",17.26%
07/08/2024,46.4(-0.75 %),"-1,035,100",-48,"463,400",21.54,"1,498,500",69.53,"725,913,041",17.27%
06/08/2024,46.75(1.41 %),"-20,400",-0.73,"719,100",33.76,"739,500",34.5,"726,111,587",17.26%
05/08/2024,46.1(-3.46 %),"416,800",19.15,"681,600",31.52,"264,800",12.36,"726,678,758",17.25%
02/08/2024,47.75(2.03 %),"760,900",35.58,"912,800",42.67,"151,900",7.09,"726,929,746",17.25%
01/08/2024,46.8(-1.68 %),"796,300",38.88,"1,226,900",59.18,"430,600",20.3,"727,409,046",17.24%
31/07/2024,47.6(1.71 %),"206,500",9.85,"640,000",30.48,"433,500",20.64,"728,018,459",17.23%
30/07/2024,46.8(-0.64 %),"237,600",11.15,"325,200",15.27,"87,600",4.12,"728,567,859",17.22%
29/07/2024,47.1(1.84 %),"237,600",11.15,"325,200",15.27,"87,600",4.12,"728,990,831",17.21%
24/07/2024,46.1(0.22 %),"967,600",44.47,"1,203,400",55.36,"235,800",10.89,"729,065,346",17.21%
23/07/2024,0(0.00 %),"568,163",26.58,"1,314,200",61.96,"746,037",35.38,"729,347,194",17.21%
22/07/2024,0(0.00 %),"-301,500",-14.55,"620,000",29.59,"921,500",44.13,"730,332,429",17.19%
