Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
15/11/2024,44.7(-1.76 %),"-173,899",-7.83,"90,301",4.07,"264,200",11.91,0,0%
14/11/2024,45.5(-1.41 %),"-346,850",-15.92,"18,300",0.84,"365,150",16.76,0,0%
13/11/2024,46.15(-0.32 %),"-390,765",-18.02,"44,000",2.03,"434,765",20.05,"740,620,804",0%
12/11/2024,46.3(-0.43 %),"-791,400",-36.78,"9,900",0.46,"801,300",37.25,"740,230,039",17.01%
11/11/2024,46.5(-1.90 %),"-513,100",-23.92,"24,900",1.17,"538,000",25.09,"740,042,739",17.02%
08/11/2024,47.4(-0.42 %),"-173,500",-8.22,"23,700",1.13,"197,200",9.35,"739,964,376",17.02%
07/11/2024,47.6(-0.94 %),"20,000",0.99,"123,300",5.91,"103,300",4.92,"739,927,014",17.02%
06/11/2024,48.05(1.37 %),0,0,0,0,0,0,"740,015,391",17.02%
05/11/2024,47.4(-0.63 %),"7,900",0.37,"42,800",2.03,"34,900",1.66,"739,905,809",17.02%
04/11/2024,47.7(-0.10 %),"-143,100",-6.82,"141,800",6.77,"284,900",13.59,"739,536,311",17.03%
01/11/2024,47.75(0.00 %),"-374,100",-17.87,"38,200",1.83,"412,300",19.7,"739,008,998",17.04%
31/10/2024,47.75(0.10 %),"-649,800",-31.13,"19,300",0.92,"669,100",32.05,"738,874,898",17.04%
30/10/2024,47.7(0.32 %),"265,300",12.75,"437,600",20.98,"172,300",8.22,"737,479,151",17.06%
29/10/2024,47.55(0.11 %),"-1,388,100",-66.12,"26,900",1.28,"1,415,000",67.4,"736,996,748",17.07%
28/10/2024,47.5(0.00 %),"-712,100",-33.79,"207,900",9.86,"920,000",43.65,"736,646,648",17.08%
25/10/2024,47.5(-1.04 %),"-333,100",-15.96,"43,900",2.11,"377,000",18.07,"736,815,648",17.07%
24/10/2024,48(-0.83 %),"29,500",1.43,"68,400",3.32,"38,900",1.89,"736,271,748",17.08%
23/10/2024,48.4(-0.72 %),"-540,500",-26.11,"47,300",2.28,"587,800",28.38,"735,844,693",17.09%
22/10/2024,48.75(-1.81 %),"-470,800",-23.09,"24,700",1.22,"495,500",24.31,"735,594,829",17.1%
21/10/2024,49.65(-1.29 %),"-189,800",-9.47,"107,300",5.37,"297,100",14.84,"735,497,586",17.1%
