Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
04/01/2023,40.8(-0.97 %),"80,900",3.3,"343,700",14.02,"262,800",10.72,"649,109,965",17.17%
03/01/2023,41.2(6.74 %),"423,600",17.45,"474,400",19.55,"50,800",2.09,"647,621,865",0%
30/12/2022,38.6(-3.50 %),"-1,104,100",-42.62,"325,400",12.56,"1,429,500",55.18,"648,096,265",17.19%
29/12/2022,40(-4.53 %),"-357,500",-14.3,"36,800",1.47,"394,300",15.77,"648,059,414",17.19%
28/12/2022,41.9(4.75 %),"208,418",8.73,"570,669",23.91,"362,251",15.18,"647,679,335",17.2%
27/12/2022,40(3.09 %),"107,300",4.29,"490,900",19.64,"383,600",15.34,"647,887,753",17.19%
26/12/2022,38.8(-0.51 %),"650,291",25.23,"674,000",26.15,"23,709",0.92,"647,995,053",17.19%
23/12/2022,39(0.00 %),"220,274",8.59,"258,600",10.09,"38,326",1.49,"648,645,344",17.18%
22/12/2022,39(1.04 %),"1,686",0.07,"502,700",19.61,"501,014",19.54,"648,865,618",17.17%
21/12/2022,38.6(0.26 %),"483,700",18.67,"614,300",23.71,"130,600",5.04,"648,867,304",17.17%
20/12/2022,38.5(-0.77 %),"-140,710",-5.42,"468,190",18.03,"608,900",23.44,"649,351,004",17.16%
19/12/2022,38.8(-0.26 %),"406,400",15.77,"615,900",23.9,"209,500",8.13,"649,210,294",17.17%
16/12/2022,38.9(-0.26 %),"-428,000",-16.65,"57,900",2.25,"485,900",18.9,"649,616,694",0%
15/12/2022,39(0.52 %),"-241,000",-9.4,"412,300",16.08,"653,300",25.48,"649,188,694",0%
14/12/2022,38.8(0.26 %),"6,800",0.26,"156,500",6.07,"149,700",5.81,"648,947,694",17.17%
13/12/2022,38.7(1.57 %),"533,111",20.63,"855,211",33.1,"322,100",12.47,"648,954,494",17.17%
12/12/2022,38.1(-2.81 %),"176,600",6.73,"991,100",37.76,"814,500",31.03,"649,487,605",17.16%
09/12/2022,39.2(0.51 %),"-545,500",-21.38,"98,400",3.86,"643,900",25.24,"648,284,234",17.18%
08/12/2022,39(0.00 %),"-1,130,401",-44.09,"363,600",14.18,"1,494,001",58.27,"647,703,134",17.2%
07/12/2022,39(-0.26 %),"62,025",2.42,"730,525",28.49,"668,500",26.07,"647,988,304",0%
