Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
05/04/2021,45.55(1.22 %),"-83,430",-38.01,"2,520",1.15,"85,950",39.16,"521,057,441",17.04%
02/04/2021,45(2.39 %),"-42,500",-1.89,"15,500",0.69,"58,000",2.58,"520,200,141",17.07%
01/04/2021,43.95(2.33 %),"-22,210",-9.7,"7,970",3.49,"30,180",13.18,"520,077,941",17.07%
31/03/2021,42.95(0.23 %),"-24,610",-10.59,"1,110",0.48,"25,720",11.07,"520,157,041",17.07%
30/03/2021,42.85(0.71 %),"-749,600",-31.99,"13,400",0.57,"763,000",32.56,"520,906,921",17.05%
29/03/2021,42.55(1.07 %),"2,310",0.98,"2,460",1.04,150,0.06,"519,277,771",17.09%
26/03/2021,42.1(-0.36 %),"-29,020",-12.11,"1,240",0.52,"30,260",12.63,"518,922,371",17.1%
25/03/2021,42.25(0.24 %),"-56,020",-23.64,"3,420",1.45,"59,440",25.09,"518,845,231",17.1%
24/03/2021,42.15(-3.55 %),"-342,200",-14.62,"33,800",1.44,"376,000",16.06,"519,330,021",17.09%
23/03/2021,43.7(-2.13 %),"-6,200",-0.3,"83,400",3.62,"89,600",3.92,"518,987,821",17.1%
22/03/2021,44.65(-0.78 %),"-20,190",-9.03,"1,190",0.53,"21,380",9.57,"518,154,131",17.12%
19/03/2021,45(0.00 %),"-29,910",-13.45,"3,030",1.36,"32,940",14.82,"517,208,631",17.14%
18/03/2021,45(3.93 %),"-27,520",-12.27,"6,220",2.73,"33,740",15,"516,873,811",17.15%
17/03/2021,43.3(1.88 %),"-94,960",-40.2,"1,230",0.52,"96,190",40.72,"515,948,571",17.17%
16/03/2021,42.4(-1.40 %),"-36,010",-15.35,790,0.34,"36,800",15.68,"515,493,521",17.18%
15/03/2021,43(-0.81 %),"-978,700",-42.37,"17,800",0.77,"996,500",43.14,"516,895,721",17.15%
12/03/2021,43.35(0.12 %),"-44,420",-19.27,"2,860",1.24,"47,280",20.52,"514,016,721",17.22%
11/03/2021,43.3(3.10 %),"-361,000",-15.48,400,0.02,"361,400",15.5,"515,472,821",17.18%
10/03/2021,42(0.36 %),"-113,220",-47.25,890,0.37,"114,110",47.62,"512,147,021",17.27%
09/03/2021,41.85(-1.41 %),"-105,610",-44.2,"1,110",0.47,"106,720",44.66,"511,332,221",17.29%
