Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
05/04/2021,57.4(0.00 %),250,0.14,280,0.16,30,0.02,"486,626,840",1.98%
02/04/2021,57.4(0.00 %),-200,-0.01,0,0,200,0.01,"486,681,940",1.98%
01/04/2021,57.4(-0.17 %),"5,260",3.03,"5,270",3.03,10,0.01,"486,629,040",1.98%
31/03/2021,57.5(-0.52 %),-100,-0.01,0,0,100,0.01,"486,682,240",1.98%
30/03/2021,57.8(0.52 %),"1,750",1,"1,800",1.03,50,0.03,"486,681,740",1.98%
29/03/2021,57.5(0.88 %),800,0.46,800,0.46,0,0,"486,699,740",1.98%
26/03/2021,57(2.15 %),"32,200",1.8,"32,200",1.8,0,0,"486,707,640",1.98%
25/03/2021,55.8(1.45 %),"8,500",0.47,"8,500",0.47,0,0,"486,739,840",1.97%
24/03/2021,55(-4.18 %),0,0,0,0,0,0,"486,748,440",1.97%
23/03/2021,57.4(-0.69 %),"18,500",1.05,"18,500",1.05,0,0,"486,748,340",1.97%
22/03/2021,57.8(-0.17 %),100,0.01,100,0.01,0,0,"486,766,840",1.97%
19/03/2021,57.9(0.00 %),0,0,0,0,0,0,"486,763,640",1.97%
18/03/2021,57.9(0.70 %),-340,-0.19,0,0,340,0.19,"486,763,640",1.97%
17/03/2021,57.5(0.88 %),160,0.09,160,0.09,0,0,"486,763,640",1.97%
16/03/2021,57.3(-1.72 %),100,0.06,100,0.06,0,0,"486,765,240",1.97%
15/03/2021,58.3(1.04 %),0,0,0,0,0,0,"486,766,240",1.97%
12/03/2021,57.7(-2.20 %),60,0.03,60,0.03,0,0,"486,766,240",1.97%
11/03/2021,59(0.17 %),"31,600",1.86,"31,600",1.86,0,0,"486,766,740",1.97%
10/03/2021,58.9(1.73 %),0,0,0,0,0,0,"486,798,340",1.97%
09/03/2021,57.9(-0.17 %),"47,300",2.74,"49,100",2.85,"1,800",0.1,"486,798,340",1.97%
