Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
13/09/2022,91(1.00 %),"15,850",-0.81,"50,100",0.1,"34,250",0.91,"478,100,310",2.81%
12/09/2022,90.1(0.33 %),"-21,200",2.77,"2,600",2.82,"23,800",0.05,"478,149,810",2.8%
09/09/2022,89.8(2.05 %),"30,800",2.77,"31,400",2.82,600,0.05,"478,151,710",2.8%
08/09/2022,88(0.11 %),"26,800",2.36,"27,500",2.42,700,0.06,"478,183,110",2.8%
07/09/2022,87.9(-1.12 %),"52,800",4.64,"52,800",4.64,0,0,"478,208,710",2.8%
06/09/2022,88.9(-1.77 %),"43,900",3.9,"45,800",4.07,"1,900",0.17,"478,261,510",2.79%
05/09/2022,90.5(-1.63 %),"25,600",2.32,"25,600",2.32,0,0,"478,297,310",2.79%
31/08/2022,92(1.21 %),"41,800",3.85,"51,800",4.77,"10,000",0.92,"478,315,710",2.79%
30/08/2022,90.9(2.13 %),"20,200",1.84,"27,400",2.49,"7,200",0.65,"478,362,810",2.78%
29/08/2022,89(-1.66 %),"15,000",1.34,"19,700",1.75,"4,700",0.42,"478,384,310",2.78%
26/08/2022,90.5(-0.11 %),300,0.03,"6,200",0.56,"5,900",0.53,"478,400,210",2.78%
25/08/2022,90.6(1.80 %),"11,900",1.08,"15,700",1.42,"3,800",0.34,"478,395,000",2.78%
24/08/2022,89(0.00 %),"19,300",1.72,"30,700",2.73,"11,400",1.01,"478,410,700",2.78%
23/08/2022,89(3.97 %),"26,800",2.39,"26,800",2.39,0,0,"478,439,200",2.77%
22/08/2022,85.6(7.00 %),-700,-0.06,"1,500",0.13,"2,200",0.19,"478,463,800",2.77%
19/08/2022,80(-0.25 %),"34,700",2.78,"36,900",2.95,"2,200",0.18,"478,439,400",2.77%
18/08/2022,80.2(-1.60 %),"1,500",0.12,"27,400",2.2,"25,900",2.08,"478,421,900",2.78%
17/08/2022,81.5(1.88 %),"-28,100",-2.29,"26,300",2.14,"54,400",4.43,"478,449,300",2.77%
16/08/2022,80(-0.50 %),"16,000",1.28,"16,000",1.28,0,0,"478,449,900",2.77%
15/08/2022,80.4(-0.74 %),"32,800",2.64,"58,500",4.7,"25,700",2.07,"478,464,800",2.77%
