Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
17/06/2022,67.7(-1.88 %),"49,900",3.38,"50,000",3.39,100,0.01,"479,683,000",2.65%
16/06/2022,69(2.83 %),"60,900",4.2,"61,000",4.21,100,0.01,"479,690,000",2.65%
15/06/2022,67.1(-1.32 %),"31,000",2.08,"74,000",4.97,"43,000",2.89,"479,651,000",2.66%
14/06/2022,68(0.00 %),"-30,100",-2.05,"69,900",4.75,"100,000",6.8,"479,725,000",2.65%
13/06/2022,68(-4.23 %),"92,500",6.29,"92,500",6.29,0,0,"479,793,800",2.64%
10/06/2022,71(-1.39 %),"88,900",6.31,"90,000",6.39,"1,100",0.08,"479,858,000",2.64%
09/06/2022,72(0.00 %),"-27,700",-1.99,600,0.04,"28,300",2.04,"479,897,800",2.63%
08/06/2022,72(0.84 %),"39,700",2.86,"89,900",6.47,"50,200",3.61,"479,898,400",2.63%
07/06/2022,71.4(3.03 %),"116,200",8.3,"116,200",8.3,0,0,"479,888,300",2.63%
06/06/2022,69.3(-3.08 %),"-29,000",-1.99,"71,000",5.04,"100,000",7.03,"479,968,500",2.63%
03/06/2022,71.5(-0.83 %),"116,500",8.33,"152,500",10.9,"36,000",2.57,"479,889,500",2.63%
02/06/2022,72.1(-1.64 %),"-150,000",-10.81,0,0,"150,000",10.82,"479,889,300",2.63%
01/06/2022,73.3(0.27 %),"-2,700",-0.2,"150,000",11,"152,700",11.19,"479,774,200",2.65%
31/05/2022,73.1(0.14 %),"-65,100",-4.76,"50,000",3.66,"115,100",8.41,"479,887,200",2.63%
30/05/2022,73(-0.68 %),"-17,000",-1.24,"20,000",1.46,"37,000",2.7,"479,736,500",2.65%
27/05/2022,73.5(-1.21 %),"-139,100",-10.22,"61,600",4.53,"200,700",14.75,"479,536,000",2.67%
26/05/2022,74.4(-0.27 %),"-195,500",-14.55,"25,000",1.86,"220,500",16.41,"479,447,000",2.68%
25/05/2022,74.6(0.81 %),"-135,600",-10.12,"15,000",1.12,"150,600",11.23,"479,401,500",2.68%
24/05/2022,74(4.08 %),"43,500",3.22,"114,000",8.44,"70,500",5.22,"479,290,900",2.69%
23/05/2022,71.1(-6.45 %),"-105,400",-7.49,"20,200",1.44,"125,600",8.93,"479,094,000",2.71%
