Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
22/03/2022,75.8(-1.43 %),"41,400",3.15,"50,000",3.8,"8,600",0.65,"480,552,400",2.57%
21/03/2022,76.9(1.18 %),"44,600",3.41,"50,000",3.83,"5,400",0.41,"480,600,100",2.57%
18/03/2022,76(2.70 %),"97,900",7.4,"100,200",7.57,"2,300",0.17,"480,647,900",2.56%
17/03/2022,74(0.00 %),"-1,500",-0.11,700,0.05,"2,200",0.16,"480,686,400",2.56%
16/03/2022,74(2.07 %),"-7,000",-0.5,"54,700",4.02,"61,700",4.52,"480,686,800",2.56%
15/03/2022,72.5(2.55 %),"68,400",4.92,"68,700",4.94,300,0.02,"480,694,400",2.56%
14/03/2022,70.7(-2.35 %),"80,700",5.73,"127,800",9,"47,100",3.27,"480,763,100",2.55%
11/03/2022,72.4(-1.36 %),"3,500",0.25,"3,500",0.25,0,0,"480,890,200",2.54%
10/03/2022,73.4(2.66 %),"56,800",4.16,"257,500",18.76,"200,700",14.59,"480,587,000",2.57%
09/03/2022,71.5(-4.41 %),"-203,300",-14.66,"103,400",7.5,"306,700",22.15,"480,515,400",2.57%
08/03/2022,74.8(-2.35 %),"18,200",1.45,"147,300",11.1,"129,100",9.65,"480,618,500",2.56%
07/03/2022,76.6(-2.92 %),"55,100",4.3,"55,400",4.33,300,0.02,"480,762,300",2.55%
04/03/2022,78.9(-1.38 %),"110,300",8.81,"113,800",9.09,"3,500",0.28,"480,816,300",2.54%
03/03/2022,80(1.91 %),"99,200",7.97,"100,600",8.07,"1,400",0.11,"480,929,100",2.53%
02/03/2022,78.5(2.08 %),"76,400",5.79,"77,400",5.87,"1,000",0.08,"480,929,600",2.53%
01/03/2022,76.9(-2.66 %),"-99,400",-7.75,700,0.06,"100,100",7.8,"480,905,100",2.54%
28/02/2022,79(-3.78 %),"-101,500",-8.19,400,0.03,"101,900",8.22,"480,723,800",2.55%
25/02/2022,82.1(-0.97 %),"20,000",1.77,"202,000",16.94,"182,000",15.17,"480,721,100",2.55%
24/02/2022,82.9(-0.36 %),"198,200",16.32,"201,300",16.58,"3,100",0.26,"480,916,700",2.53%
23/02/2022,83.2(1.84 %),"93,800",7.8,"100,200",8.33,"6,400",0.53,"481,113,100",2.52%
