Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
25/10/2023,16.75(-0.30 %),"-139,200",-2.35,"216,800",3.64,"356,000",5.99,"4,459,441",29.8%
24/10/2023,16.8(2.13 %),"148,900",2.47,"228,300",3.79,"79,400",1.32,"4,411,241",29.8%
23/10/2023,16.45(-0.30 %),"-776,400",-12.79,"114,500",1.89,"890,900",14.68,"4,560,141",29.79%
20/10/2023,16.5(2.17 %),"191,700",3.09,"319,300",5.17,"127,600",2.08,"4,405,141",29.8%
19/10/2023,16.15(-0.62 %),"84,500",1.37,"354,000",5.73,"269,500",4.36,"4,625,950",29.79%
18/10/2023,16.25(-1.52 %),"342,400",5.6,"392,800",6.43,"50,400",0.83,"4,958,117",29.77%
17/10/2023,16.5(-1.79 %),"89,300",1.51,"111,200",1.88,"21,900",0.37,"4,671,417",29.79%
16/10/2023,16.8(-2.61 %),"-666,200",-11.27,"13,300",0.23,"679,500",11.5,"4,573,739",29.79%
13/10/2023,17.25(0.29 %),"-206,500",-3.53,"2,400",0.04,"208,900",3.57,"4,216,079",29.81%
12/10/2023,17.2(2.69 %),"-276,000",-4.64,"95,000",1.6,"371,000",6.24,"4,126,379",29.81%
11/10/2023,16.75(0.00 %),"77,500",1.3,"169,600",2.84,"92,100",1.54,"3,886,184",29.82%
10/10/2023,16.75(-0.59 %),"-81,500",-1.37,"253,700",4.28,"335,200",5.65,"3,599,384",29.84%
09/10/2023,16.85(0.30 %),"-425,300",-7.15,"31,100",0.52,"456,400",7.67,"3,389,397",29.85%
06/10/2023,16.8(1.51 %),"332,300",5.54,"349,900",5.83,"17,600",0.29,"2,964,097",29.87%
05/10/2023,16.55(-0.30 %),"-386,400",-6.42,"78,000",1.3,"464,400",7.71,"3,296,397",29.85%
04/10/2023,16.6(-0.60 %),"-177,500",-2.98,"278,300",4.65,"455,800",7.63,"3,390,497",29.85%
03/10/2023,16.7(-4.57 %),"-122,200",-2.12,"168,900",2.89,"291,100",5.01,"3,212,997",29.85%
02/10/2023,17.5(-1.96 %),"34,300",0.61,"182,900",3.26,"148,600",2.65,"3,130,597",29.86%
29/09/2023,17.85(-1.11 %),"355,700",6.36,"607,000",10.87,"251,300",4.51,"2,142,807",29.9%
28/09/2023,18.05(1.40 %),"132,200",2.54,"1,302,900",22.91,"1,170,700",20.37,"3,161,207",29.86%
