Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
04/01/2021,27.8(3.73 %),"5,300",0.15,"5,300",0.15,0,0,22,30%
31/12/2020,26.8(0.94 %),1,0,1,0,0,0,2,30%
30/12/2020,26.55(0.19 %),"61,790",1.64,"94,790",2.52,"33,000",0.88,"33,532",30%
29/12/2020,26.5(-1.49 %),-262,-0.07,270,0.07,532,0.14,2,30%
28/12/2020,26.9(-0.92 %),999,0.27,"1,000",0.28,1,0,2,30%
25/12/2020,27.15(4.42 %),"206,280",5.18,"301,070",7.69,"94,790",2.52,2,30%
24/12/2020,26(-1.89 %),"-2,700",-0.07,0,0,"2,700",0.07,2,30%
23/12/2020,26.5(-3.99 %),"216,030",5.99,"226,030",6.26,"10,000",0.27,"306,272",29.97%
22/12/2020,27.6(3.76 %),"886,760",23.28,"1,187,830",31.65,"301,070",8.38,"522,302",29.95%
21/12/2020,26.6(6.83 %),"944,320",24.71,"944,320",24.71,0,0,"1,409,062",29.87%
18/12/2020,24.9(5.96 %),"5,127,560",118.57,"5,127,560",118.57,0,0,"2,353,382",29.78%
17/12/2020,23.5(3.52 %),-50,-0.01,430,0.1,480,0.11,0,30%
16/12/2020,22.7(2.25 %),0,0,0,0,0,0,"6,670",30%
15/12/2020,22.2(-1.11 %),0,0,0,0,0,0,0,30%
14/12/2020,22.45(0.67 %),"-4,300",-0.1,0,0,"4,300",0.1,0,30%
11/12/2020,22.3(0.45 %),0,0,0,0,0,0,0,30%
10/12/2020,22.2(-1.11 %),0,0,0,0,0,0,"2,370",30%
09/12/2020,22.45(1.81 %),0,0,0,0,0,0,"2,370",30%
08/12/2020,22.05(0.23 %),0,0,0,0,0,0,0,30%
07/12/2020,22(0.46 %),0,0,0,0,0,0,0,30%
