Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/12/2023,16.9(-0.59 %),"-504,400",-8.53,"24,100",0.41,"528,500",8.94,"3,951,796",29.82%
19/12/2023,17(0.59 %),"-185,400",-3.12,"215,200",3.64,"400,600",6.75,"3,447,396",29.84%
18/12/2023,16.9(-0.29 %),"-228,400",-3.86,"140,400",2.37,"368,800",6.23,"3,261,996",29.85%
15/12/2023,16.95(0.30 %),"-189,100",-3.2,"147,200",2.49,"336,300",5.69,"3,033,596",29.86%
14/12/2023,16.9(-0.59 %),"47,400",0.82,"416,800",7.11,"369,400",6.29,"2,844,496",29.87%
13/12/2023,17(-2.02 %),"-204,100",-3.5,"111,300",1.92,"315,400",5.41,"2,891,896",29.87%
12/12/2023,17.35(0.00 %),"-287,600",-4.98,"117,200",2.03,"404,800",7.01,"2,687,796",29.88%
11/12/2023,17.35(-0.57 %),"530,100",9.26,"1,073,100",18.73,"543,000",9.47,"2,400,196",29.89%
08/12/2023,17.45(-0.57 %),"163,000",2.87,"776,000",13.61,"613,000",10.74,"2,930,296",29.87%
07/12/2023,17.55(0.57 %),"-440,000",-7.64,"1,086,500",18.93,"1,526,500",26.57,"3,093,296",29.86%
06/12/2023,17.45(2.35 %),"-626,500",-10.84,"463,300",8.05,"1,089,800",18.9,"2,653,296",29.88%
05/12/2023,17.05(-0.87 %),"-254,200",-4.34,"563,200",9.66,"817,400",14,"2,026,796",29.91%
04/12/2023,17.2(0.58 %),"-571,300",-9.9,"548,100",9.45,"1,119,400",19.35,"1,772,596",29.92%
01/12/2023,17.1(0.59 %),"187,100",3.18,"290,500",4.95,"103,400",1.77,"1,201,296",29.95%
30/11/2023,17(0.89 %),"-431,500",-7.34,"27,800",0.47,"459,300",7.81,"1,437,906",29.93%
29/11/2023,16.85(0.60 %),"694,800",11.71,"796,000",13.41,"101,200",1.7,"1,006,406",29.95%
28/11/2023,16.75(0.60 %),"410,500",6.81,"480,900",7.98,"70,400",1.17,"1,701,206",29.92%
27/11/2023,16.65(-2.06 %),"49,600",0.83,"112,400",1.88,"62,800",1.06,"2,111,706",29.9%
24/11/2023,17(0.00 %),"134,800",2.28,"160,800",2.72,"26,000",0.44,"2,161,306",29.9%
23/11/2023,17(-0.58 %),"-620,600",-10.67,"150,200",2.59,"770,800",13.26,"2,296,106",29.9%
