Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
03/06/2021,38.25(2.82 %),0,0,0,0,0,0,0,30%
02/06/2021,37.2(-1.59 %),0,0,0,0,0,0,0,30%
01/06/2021,37.8(0.93 %),"201,000",77.24,"201,000",77.24,0,0,0,30%
31/05/2021,37.45(3.74 %),0,0,0,0,0,0,"2,069,500",29.81%
28/05/2021,36.1(2.85 %),"1,200",0.04,"1,200",0.04,0,0,"2,069,500",29.81%
27/05/2021,35.1(-2.36 %),"-201,000",-71.78,"100,000",38.45,"301,000",110.23,0,30%
26/05/2021,35.95(2.42 %),30,0.01,30,0.01,0,0,0,30%
25/05/2021,35.1(5.25 %),"78,800",2.65,"80,000",2.69,"1,200",0.04,"61,000",29.99%
24/05/2021,33.35(1.06 %),0,0,0,0,0,0,"139,800",29.99%
21/05/2021,33(0.00 %),-30,-0.01,0,0,30,0.01,0,30%
20/05/2021,33(0.30 %),"-80,000",-2.64,0,0,"80,000",2.64,"139,500",29.99%
19/05/2021,32.9(2.49 %),0,0,0,0,0,0,0,30%
18/05/2021,32.1(-1.53 %),90,0.03,"20,090",7,"20,000",6.97,0,30%
17/05/2021,32.6(2.03 %),"-1,000",-0.03,0,0,"1,000",0.03,"60,400",29.99%
14/05/2021,31.95(1.43 %),"10,000",0.32,"10,000",0.32,0,0,"59,400",29.99%
13/05/2021,31.5(-1.41 %),-900,-0.03,0,0,900,0.03,"69,400",29.99%
12/05/2021,31.95(3.06 %),"13,900",0.43,"13,900",0.43,0,0,"68,500",29.99%
11/05/2021,31(-0.32 %),"-10,000",-0.32,0,0,"10,000",0.32,"82,400",29.99%
10/05/2021,31.1(6.87 %),-20,-0.01,0,0,20,0.01,0,30%
07/05/2021,29.1(3.37 %),"-14,000",-0.4,"100,000",3.01,"114,000",3.41,"72,200",29.99%
