Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
17/06/2022,92(0.00 %),0,0,"1,704,900",156.85,"1,704,900",156.85,"9,501",49%
16/06/2022,92(1.66 %),"-8,900",-0.82,"870,000",80.04,"878,900",80.86,1,49%
15/06/2022,90.5(1.57 %),"-9,200",-0.83,"1,054,400",95.42,"1,063,600",96.26,0,49%
14/06/2022,89.1(3.36 %),0,0,"587,100",52.31,"587,100",52.31,300,49%
13/06/2022,86.2(-5.07 %),0,0,"442,300",38.13,"442,300",38.13,0,49%
10/06/2022,110(-4.60 %),-300,-0.03,"1,159,100",127.5,"1,159,400",127.53,72,49%
09/06/2022,115.3(0.26 %),"9,500",1.1,"718,900",82.89,"709,400",81.79,72,49%
08/06/2022,115(-0.52 %),0,0,"337,000",38.76,"337,000",38.76,"9,872",49%
07/06/2022,115.6(2.30 %),700,0.08,"2,119,200",244.98,"2,118,500",244.9,26,49%
06/06/2022,113(-0.88 %),"-9,700",-1.11,"759,200",91.8,"768,900",92.91,726,49%
03/06/2022,114(2.24 %),"4,100",0.47,"868,300",98.99,"864,200",98.52,26,49%
02/06/2022,111.5(-0.27 %),-700,-0.08,"442,300",49.32,"443,000",49.39,"4,126",49%
01/06/2022,111.8(1.73 %),"4,700",0.53,"1,319,000",147.46,"1,314,300",146.94,26,49%
31/05/2022,109.9(-1.26 %),"-4,100",-0.45,"658,300",72.35,"662,400",72.8,"4,726",49%
30/05/2022,111.3(-0.45 %),"3,266,700",363.58,"8,471,700",942.9,"5,205,000",579.32,26,49%
27/05/2022,111.8(5.87 %),"-4,700",-0.53,"616,700",68.95,"621,400",69.47,"3,266,726",48.64%
26/05/2022,105.6(0.57 %),0,0,"300,000",31.68,"300,000",31.68,37,49%
25/05/2022,105(6.92 %),"-1,000",-0.1,"10,000",1.05,"11,000",1.16,24,49%
24/05/2022,98.2(1.76 %),0,0,"20,000",1.96,"20,000",1.96,"10,024",49%
23/05/2022,96.5(-1.03 %),0,-0.87,0,3.03,0,3.9,24,49%
