Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
18/01/2024,95.6(-0.10 %),"-37,400",-3.58,0,0,"37,400",3.58,"84,701",56.34%
17/01/2024,95.7(0.00 %),0,0,0,0,0,0,0,49%
16/01/2024,95.7(0.31 %),0,0,0,0,0,0,0,49%
15/01/2024,95.4(0.74 %),"-3,500",-0.33,0,0,"3,500",0.33,0,49%
12/01/2024,94.7(-0.32 %),0,0,0,0,0,0,"43,801",56.35%
11/01/2024,95(0.32 %),"-43,100",-4.09,0,0,"43,100",4.09,0,49%
10/01/2024,94.7(-1.97 %),-500,-0.05,0,0,500,0.05,0,49%
09/01/2024,96.6(-0.72 %),-200,-0.02,0,0,200,0.02,0,49%
08/01/2024,97.3(-0.10 %),"-11,500",-1.12,0,0,"11,500",1.12,"26,924",56.35%
05/01/2024,97.4(0.21 %),"2,100",0.2,"2,100",0.2,0,0,"15,424",56.35%
04/01/2024,97.2(0.93 %),400,0.04,400,0.04,0,0,"17,524",56.35%
03/01/2024,96.3(0.42 %),0,0,0,0,0,0,"17,924",56.35%
02/01/2024,95.9(-0.21 %),"15,800",1.53,"17,900",1.73,"2,100",0.2,0,49%
29/12/2023,96.1(-0.52 %),-400,-0.04,0,0,400,0.04,"67,506",56.34%
28/12/2023,96.6(-0.31 %),0,0,0,0,0,0,"67,106",56.34%
27/12/2023,96.9(-0.31 %),"-17,800",-1.73,0,0,"17,800",1.73,"67,106",56.34%
26/12/2023,97.2(1.25 %),"-4,100",-0.41,"11,100",1.07,"15,200",1.48,"49,306",56.34%
25/12/2023,96(1.48 %),"-27,400",-2.62,0,0,"27,400",2.62,"45,206",56.35%
22/12/2023,94.6(-0.53 %),200,0.02,400,0.04,200,0.02,"17,806",56.35%
21/12/2023,95.1(0.42 %),"8,400",0.8,"19,500",1.84,"11,100",1.04,"18,006",56.35%
