Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
22/02/2024,104.6(-1.23 %),-63,-0.01,"492,500",44.43,"492,563",44.43,0,49%
21/02/2024,105.9(1.53 %),-24,-0,"683,300",64.35,"683,324",64.36,0,49%
20/02/2024,104.3(-0.67 %),"6,100",0.64,"2,046,100",213.69,"2,040,000",213.05,0,49%
19/02/2024,105(-0.10 %),"3,000",0.32,"914,500",85.41,"911,500",85.09,"6,100",49%
16/02/2024,105.1(1.06 %),"-12,100",-1.26,"272,100",28.33,"284,200",29.59,"18,200",49%
15/02/2024,104(-0.86 %),700,0.07,"1,254,020",130.79,"1,253,320",130.72,0,49%
07/02/2024,104.9(0.77 %),"-18,200",-1.91,"300,500",28.87,"318,700",30.77,"6,800",49%
06/02/2024,104.1(0.58 %),"12,030",-1.99,"1,688,602",169.57,"1,676,572",171.56,0,49%
05/02/2024,103.5(1.47 %),"-6,300",-0.65,"295,800",28.03,"302,100",28.68,"165,533",56.33%
02/02/2024,102(2.10 %),81,0.01,"972,481",72.79,"972,400",72.79,81,49%
01/02/2024,99.9(4.39 %),"-23,900",-2.36,"7,400",0.71,"31,300",3.07,"7,400",56.35%
31/01/2024,95.7(0.10 %),-400,-0.04,100,0.01,500,0.05,"7,400",49%
30/01/2024,95.6(-0.31 %),0,0,0,0,0,0,170,49%
29/01/2024,95.9(0.00 %),"-7,400",-0.71,0,0,"7,400",0.71,0,49%
26/01/2024,95.9(0.84 %),-100,-0.01,0,0,100,0.01,"127,601",56.34%
25/01/2024,95.1(0.11 %),0,0,0,0,0,0,"127,501",56.34%
24/01/2024,95(-0.63 %),"-17,000",-1.61,"1,000",0.1,"18,000",1.71,"127,501",56.34%
23/01/2024,95.6(-0.83 %),"-23,900",-2.3,0,0,"23,900",2.3,"110,501",56.34%
22/01/2024,96.4(0.10 %),-900,-0.09,0,0,900,0.09,"86,601",56.34%
19/01/2024,96.3(0.73 %),"-1,000",-0.1,0,0,"1,000",0.1,"85,701",56.34%
