Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
22/11/2023,93(1.20 %),"-14,800",-1.38,"1,600",0.15,"16,400",1.52,23,49%
21/11/2023,91.9(1.32 %),700,0.06,700,0.06,0,0,165,49%
20/11/2023,90.7(-0.33 %),0,0,0,0,0,0,700,49%
17/11/2023,91(-2.15 %),"-1,600",-0.15,0,0,"1,600",0.15,0,49%
16/11/2023,93(0.65 %),0,0,0,0,0,0,"16,660",56.35%
15/11/2023,92.4(-0.22 %),0,0,0,0,0,0,0,39.2%
14/11/2023,92.6(1.31 %),-11,-0,"188,500",17.27,"188,511",17.27,0,39.2%
13/11/2023,91.4(-0.11 %),"-25,000",-2.29,0,0,"25,000",2.29,-984,49%
10/11/2023,91.5(-1.08 %),"-1,500",-0.14,0,0,"1,500",0.14,"-24,900",49%
09/11/2023,92.5(-0.11 %),"-9,500",-0.88,"5,400",0.5,"14,900",1.38,"33,842",49%
08/11/2023,92.6(4.87 %),-100,-0.01,0,0,100,0.01,"5,430",49%
07/11/2023,88.3(-0.23 %),"-28,400",-2.51,"5,400",0.48,"33,800",2.99,"95,800",39.19%
06/11/2023,88.5(1.72 %),"-1,300",-0.12,"4,100",0.36,"5,400",0.48,"67,400",39.2%
03/11/2023,87(-2.25 %),"-25,400",-2.24,"3,800",0.34,"29,200",2.58,"66,100",39.2%
02/11/2023,89(4.22 %),"-5,400",-0.47,0,0,"5,400",0.47,"40,700",39.2%
01/11/2023,85.4(2.89 %),400,0.03,"4,500",0.38,"4,100",0.35,"35,300",49%
31/10/2023,83(-2.35 %),"-2,000",-0.17,"1,800",0.15,"3,800",0.32,"4,500",49%
30/10/2023,85(-2.30 %),"-35,300",-3.04,0,0,"35,300",3.04,"1,864",49%
27/10/2023,87(0.23 %),"-4,500",-0.39,0,0,"4,500",0.39,0,49%
26/10/2023,86.8(-4.51 %),"48,200",4.26,"50,000",4.42,"1,800",0.16,0,49%
