Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
19/06/2024,131.5(2.73 %),"-1,715,500",-221.9,"513,300",66.71,"2,228,800",288.61,"20,070,002",47.42%
18/06/2024,128(-0.62 %),"-2,338,400",-301.83,"522,200",67.08,"2,860,600",368.91,"19,504,678",47.46%
17/06/2024,128.8(-1.68 %),"-856,600",-111,"293,100",37.96,"1,149,700",148.96,"17,816,821",47.6%
14/06/2024,131(0.77 %),"-1,141,300",-148.51,"1,068,900",138.97,"2,210,200",287.48,"12,259,278",48.03%
13/06/2024,130(-1.52 %),"-5,004,800",-656.1,"346,000",45.43,"5,350,800",701.53,"9,000,226",48.29%
12/06/2024,132(4.33 %),"-3,780,700",-495.29,"547,200",71.41,"4,327,900",566.71,"7,300,722",48.43%
11/06/2024,146.5(1.74 %),"-1,800,964",-260,"244,830",35.41,"2,045,794",295.41,"2,888,237",48.77%
10/06/2024,144(1.41 %),"-1,154,019",-165.61,"126,397",18.16,"1,280,416",183.77,"5,096,992",55.89%
07/06/2024,142(1.72 %),"-176,636",-24.95,"1,101,764",155.75,"1,278,400",180.69,"3,942,973",48.69%
06/06/2024,139.6(-0.36 %),"-1,594,106",-224.12,"334,694",46.97,"1,928,800",271.09,"2,888,237",48.77%
05/06/2024,140.1(0.72 %),"-438,200",-61.02,"1,534,600",217.75,"1,972,800",278.77,"1,397,551",56.22%
04/06/2024,139.1(1.61 %),"708,900",98.52,"1,943,500",270.08,"1,234,600",171.57,"959,351",56.26%
03/06/2024,136.9(1.71 %),"-744,200",-101.79,"1,244,000",169.89,"1,988,200",271.68,"1,668,251",56.2%
31/05/2024,134.6(-0.30 %),"355,200",47.67,"533,900",71.76,"178,700",24.09,"1,668,251",48.87%
30/05/2024,135(-0.52 %),"-1,527,200",-202.74,"1,348,900",179.66,"2,876,100",382.4,"534,061",48.96%
29/05/2024,135.7(-0.95 %),"748,900",101.48,"2,417,100",328.27,"1,668,200",226.79,"1,349,609",48.89%
28/05/2024,137(3.16 %),"588,000",78.89,"1,121,900",150.6,"533,900",71.71,"3,271,747",48.74%
27/05/2024,132.8(0.68 %),"220,100",29.81,"1,006,600",133.88,"786,500",104.07,"1,372,915",48.89%
24/05/2024,131.9(-4.07 %),"-2,664,600",-355.39,"607,000",83.18,"3,271,600",438.58,"5,876,854",55.82%
23/05/2024,137.5(-0.36 %),"-1,372,900",-187.15,0,0,"1,372,900",187.15,"607,768",48.95%
