Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
08/11/2022,82.4(0.24 %),"610,909",50.34,"1,581,961",130.35,"971,052",80.01,"927,338,681",55.63%
07/11/2022,82.2(2.75 %),"1,179,402",96.95,"1,265,600",104.03,"86,198",7.09,"928,021,929",55.6%
04/11/2022,80(0.00 %),"1,036,097",82.89,"1,929,810",154.38,"893,713",71.5,"929,137,119",55.54%
03/11/2022,80(2.17 %),"764,740",61.18,"873,150",69.85,"108,410",8.67,"929,877,429",55.51%
02/11/2022,78.3(-2.37 %),"-297,484",-23.29,"608,016",47.61,"905,500",70.9,"930,065,159",55.5%
01/11/2022,80.2(2.17 %),"80,688",6.47,"752,108",60.32,"671,420",53.85,"930,388,366",55.48%
31/10/2022,78.5(0.64 %),"581,241",45.63,"1,243,050",97.58,"661,809",51.95,"930,922,970",55.46%
28/10/2022,78(-0.64 %),"608,313",47.45,"1,086,417",84.74,"478,104",37.29,"931,730,420",55.42%
27/10/2022,78.5(3.29 %),"922,600",71.79,"981,200",76.35,"58,600",4.56,"932,464,698",55.38%
26/10/2022,76(0.00 %),"101,900",7.74,"264,400",20.09,"162,500",12.34,"933,104,210",55.35%
25/10/2022,76(2.70 %),"226,800",17.01,"801,600",60.48,"574,800",43.47,"933,182,747",55.35%
24/10/2022,74(-3.90 %),"312,400",23.94,"662,500",50.21,"350,100",26.27,"933,409,547",55.34%
21/10/2022,77(-0.65 %),"1,232,700",95.51,"1,382,800",107.15,"150,100",11.64,"933,729,886",55.32%
20/10/2022,77.5(1.17 %),"827,800",63.94,"1,173,200",90.35,"345,400",26.42,"934,933,417",55.27%
19/10/2022,76.6(0.13 %),"604,300",46.23,"732,400",56.03,"128,100",9.8,"935,588,678",55.23%
18/10/2022,76.5(3.24 %),"1,634,628",125.05,"2,016,200",154.24,"381,572",29.19,"936,192,978",55.21%
17/10/2022,74.1(0.14 %),"1,015,261",75.23,"1,316,000",97.52,"300,739",22.28,"937,796,433",55.13%
14/10/2022,74(0.27 %),"515,355",38.14,"1,202,600",88.99,"687,245",50.86,"938,537,333",55.09%
13/10/2022,73.8(3.07 %),"1,421,004",104.87,"1,984,104",146.43,"563,100",41.56,"939,075,147",55.07%
12/10/2022,71.6(1.99 %),"461,424",33.04,"816,710",58.48,"355,286",25.44,"940,703,691",54.99%
