Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
15/07/2022,71.6(-1.10 %),"341,200",24.43,"479,800",34.35,"138,600",9.92,"949,330,156",54.58%
14/07/2022,72.4(-0.14 %),"215,080",15.57,"513,200",37.16,"298,120",21.58,"949,464,656",54.57%
13/07/2022,72.5(-1.09 %),"382,900",27.76,"602,300",43.67,"219,400",15.91,"949,669,256",54.56%
12/07/2022,73.3(0.41 %),"303,400",22.24,"712,000",52.19,"408,600",29.95,"949,770,256",54.56%
11/07/2022,73(0.00 %),"733,200",53.52,"1,234,500",90.12,"501,300",36.59,"950,036,456",54.54%
08/07/2022,73(0.00 %),"-1,001,500",53.52,"554,200",90.12,"1,555,700",36.59,"952,392,456",0%
07/07/2022,73(3.25 %),"1,682,600",122.83,"1,739,300",126.97,"56,700",4.14,"951,390,956",54.48%
06/07/2022,70.7(0.00 %),"206,500",14.6,"785,400",55.53,"578,900",40.93,"952,930,852",54.4%
05/07/2022,73.1(-2.66 %),"431,200",31.52,"630,600",46.1,"199,400",14.58,"953,220,352",54.39%
04/07/2022,75.1(1.90 %),"427,300",32.14,"923,200",69.42,"495,900",37.28,"953,594,452",54.37%
01/07/2022,73.7(2.08 %),"417,000",30.73,"820,500",60.47,"403,500",29.74,"953,722,352",54.37%
30/06/2022,72.2(-0.14 %),"-437,000",-31.55,"408,300",29.48,"845,300",61.03,"953,811,052",54.36%
29/06/2022,72.3(2.12 %),"-306,600",-21.86,"879,600",63.04,"1,186,200",84.91,"952,072,652",54.45%
28/06/2022,70.8(-0.42 %),"-1,309,900",-92.74,"611,800",43.32,"1,921,700",136.06,"951,752,652",54.46%
27/06/2022,71.1(-0.56 %),"-517,600",-36.72,"227,600",16.16,"745,200",52.88,"952,088,052",54.44%
24/06/2022,71.5(1.13 %),"130,000",9.3,"499,600",35.72,"369,600",26.43,"952,147,552",54.44%
23/06/2022,70.7(0.14 %),"-134,000",-9.47,"34,100",2.41,"168,100",11.88,"951,449,952",54.48%
22/06/2022,70.6(-4.21 %),"-776,800",-54.84,"303,200",21.41,"1,080,000",76.25,"951,210,252",54.49%
21/06/2022,73.7(6.81 %),"2,070,900",152.63,"3,176,200",234.09,"1,105,300",81.46,"951,440,652",54.48%
20/06/2022,69(3.45 %),"870,100",60,"939,400",64.77,"69,300",4.77,"952,886,452",54.41%
