Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/09/2024,27.05(0.74 %),"-383,300",-10.38,"373,200",10.09,"756,500",20.47,"34,078,512",18.84%
19/09/2024,26.85(0.56 %),"-362,700",-9.69,"667,900",17.91,"1,030,600",27.6,"33,537,694",18.85%
18/09/2024,26.7(0.38 %),"-427,400",-11.35,"402,700",10.71,"830,100",22.06,"34,079,549",18.84%
17/09/2024,26.6(1.53 %),"28,000",0.75,"154,100",4.05,"126,100",3.3,"34,034,349",18.84%
16/09/2024,26.2(-0.76 %),"-180,900",-4.78,"267,000",7,"447,900",11.77,"33,389,832",18.86%
13/09/2024,26.4(0.76 %),"-300,700",-7.95,"497,900",13.13,"798,600",21.08,"31,729,692",18.92%
11/09/2024,26.35(0.19 %),"-1,007,100",-26.33,"233,500",6.12,"1,240,600",32.45,"28,864,794",19.01%
10/09/2024,26.3(-0.75 %),"-2,137,100",-56.36,"141,300",3.73,"2,278,400",60.09,"28,312,514",19.03%
09/09/2024,26.5(-0.93 %),0,0,0,0,0,0,"26,615,728",19.09%
06/09/2024,26.75(-0.74 %),"-1,795,700",-48.16,"140,300",3.76,"1,936,000",51.92,"25,825,528",19.12%
05/09/2024,26.95(-0.55 %),"-736,600",-19.79,"148,300",3.99,"884,900",23.78,"24,556,528",19.16%
04/09/2024,27.1(-2.17 %),"-1,366,800",-37.02,"42,500",1.15,"1,409,300",38.16,"23,601,803",19.19%
30/08/2024,27.7(1.28 %),"-959,400",-26.31,"143,600",3.94,"1,103,000",30.25,"22,233,151",19.24%
29/08/2024,27.35(1.11 %),"-1,092,500",-29.99,"318,500",8.7,"1,411,000",38.69,"20,833,351",19.29%
28/08/2024,27.05(-0.18 %),"-1,402,600",-37.96,"140,800",3.81,"1,543,400",41.77,"20,237,351",19.31%
27/08/2024,27.1(0.00 %),"-848,800",-22.97,"61,700",1.67,"910,500",24.64,"19,575,101",19.33%
26/08/2024,27.1(0.00 %),"-135,900",-3.64,"667,100",18.06,"803,000",21.7,"18,318,983",19.37%
23/08/2024,27.1(0.00 %),"-768,200",-20.71,"549,700",14.84,"1,317,900",35.56,"17,183,083",19.41%
22/08/2024,27.1(0.00 %),"-1,545,700",-41.58,"257,300",6.92,"1,803,000",48.5,"16,604,016",19.43%
21/08/2024,0(0.00 %),"-81,400",-2.24,"1,047,300",28.21,"1,128,700",30.46,"15,452,081",19.47%
