Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
19/04/2024,22.25(-3.26 %),"-2,625,100",-58.58,"843,200",18.85,"3,468,300",77.43,"16,851,973",22.61%
17/04/2024,23(-2.13 %),"-1,536,400",-35.12,"619,600",14.2,"2,156,000",49.33,"14,226,873",22.55%
16/04/2024,23.5(0.00 %),"-299,800",-6.99,"585,800",13.72,"885,600",20.71,"12,990,273",22.6%
15/04/2024,23.5(-3.29 %),"-1,552,400",-37.25,"1,141,300",27.4,"2,693,700",64.65,"12,690,473",22.62%
12/04/2024,24.3(1.25 %),"-799,800",-18.99,"1,019,700",24.55,"1,819,500",43.54,"10,328,898",19.64%
11/04/2024,24(0.21 %),"132,800",3.26,"724,700",17.31,"591,900",14.05,"10,314,473",19.65%
10/04/2024,23.95(0.00 %),"-401,100",-9.53,"602,100",14.32,"1,003,200",23.84,"10,471,073",22.7%
09/04/2024,23.95(0.21 %),"-94,200",-2.25,"395,600",9.43,"489,800",11.68,"10,069,973",22.72%
08/04/2024,23.9(2.36 %),"1,237,500",29.5,"1,746,500",41.63,"509,000",12.12,"9,975,773",22.72%
05/04/2024,23.35(0.00 %),"364,600",8.57,"953,900",22.34,"589,300",13.77,"11,421,052",19.61%
04/04/2024,23.35(-0.21 %),"355,000",8.39,"1,126,500",26.56,"771,500",18.17,"11,577,873",22.66%
03/04/2024,23.4(-2.09 %),"-1,037,000",-24.42,"266,000",6.29,"1,303,000",30.71,"11,446,573",19.61%
02/04/2024,23.9(-0.42 %),"-468,100",-11.06,"343,800",8.12,"811,900",19.19,"10,895,873",22.69%
01/04/2024,24(-0.41 %),"-306,900",-7.33,"312,500",7.46,"619,400",14.8,"10,670,173",19.63%
29/03/2024,24.1(-0.62 %),"149,600",3.59,"988,400",23.72,"838,800",20.13,"10,427,773",19.64%
28/03/2024,24.25(0.41 %),"-86,700",-2.09,"468,200",11.3,"554,900",13.38,"9,708,773",19.67%
27/03/2024,24.15(-0.21 %),"-606,100",-14.59,"1,101,300",26.68,"1,707,400",41.27,"9,047,568",19.69%
26/03/2024,24.2(2.76 %),"957,700",22.57,"2,123,100",50.42,"1,165,400",27.85,"8,919,563",22.77%
25/03/2024,23.55(-1.05 %),"638,800",15.06,"1,625,800",38.34,"987,000",23.28,"10,208,657",19.65%
22/03/2024,23.8(-0.42 %),"12,900",0.31,"1,186,300",28.18,"1,173,400",27.87,"10,477,863",22.7%
