Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
20/08/2024,105.4,,0.4(0.38 %),"558,300",58.57,"1,330,000",135.74,105.2,105.6,103.9
19/08/2024,105,,0(0.00 %),"496,400",52.29,"40,000",4.48,105.3,105.9,104.2
16/08/2024,105,,2.2(2.14 %),"1,082,800",112.14,"2,415,350",259.54,103.2,106,102
15/08/2024,102.8,,0.3(0.29 %),"574,400",58.81,0,0,102.9,102.9,101.6
14/08/2024,102.5,,-0.3(-0.29 %),"476,100",48.52,"1,800,000",180,103.2,103.2,101.2
13/08/2024,102.8,,1.7(1.68 %),"439,300",45.02,0,0,100.1,103.3,100
12/08/2024,101.1,,0.2(0.20 %),"569,700",56.88,"3,652,000",365.2,100.9,101.9,98.9
09/08/2024,100.9,,1.6(1.61 %),"490,900",49.03,"5,958,000",595.8,99.3,101,99
08/08/2024,99.3,,0(0.00 %),"627,500",61.78,"5,410,000",538.73,98.8,100,97
07/08/2024,99.3,,-1.2(-1.19 %),"733,400",72.72,"260,000",26.12,100.2,100.5,98.2
06/08/2024,100.5,,0.6(0.60 %),"415,700",41.98,"3,480,000",348,99.9,103,99.9
05/08/2024,99.9,,-4.9(-4.68 %),"880,900",89.12,"1,095,000",116.66,104,104,98.2
02/08/2024,104.8,,0.6(0.58 %),"625,400",64.39,0,0,103.8,104.8,101.8
01/08/2024,104.2,,-1.7(-1.61 %),"779,800",82.64,0,0,106.4,107,104.1
31/07/2024,105.9,,0.5(0.47 %),"429,200",45.32,0,0,105.5,106.3,105.1
30/07/2024,105.4,,-0.8(-0.75 %),"689,100",72.54,0,0,106.1,106.5,104.5
29/07/2024,106.2,,-1.6(-1.48 %),"627,100",67.09,0,0,107.8,107.9,106.1
26/07/2024,107.8,,-0.1(-0.09 %),"631,700",67.69,0,0,107.6,107.9,106.5
25/07/2024,107.9,,0(0.00 %),"816,300",87.56,0,0,107.4,107.9,106.5
24/07/2024,107.9,,1.9(1.79 %),"806,200",86.2,0,0,105.9,107.9,105.5
