Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/11/2023,106.5,,0.5(0.47 %),"728,600",77.39,0,0,106.4,107.4,105.4
27/11/2023,106,,-0.3(-0.28 %),"747,700",78.25,"250,000",25.3,106.3,106.9,101
24/11/2023,106.3,,1.3(1.24 %),"874,800",92.66,0,0,105.9,107.3,104.1
23/11/2023,105,,-3.2(-2.96 %),"835,400",89.41,0,0,108.5,108.9,105
22/11/2023,108.2,,1.6(1.50 %),"781,100",83.77,0,0,106.9,108.3,105
21/11/2023,106.6,,0.9(0.85 %),"885,500",93.5,0,0,106,106.6,104.6
20/11/2023,105.7,,0.2(0.19 %),"1,043,300",111.01,0,0,105.7,109,103.5
17/11/2023,105.5,,-3(-2.76 %),"903,200",97.5,"800,400",86.84,108.7,109.5,104
16/11/2023,108.5,,-0.2(-0.18 %),"902,000",97.42,"1,660,000",192.56,107.6,109,107
15/11/2023,108.7,,0.9(0.83 %),"921,200",100.52,"110,000",11.11,108,110.6,107.6
14/11/2023,107.8,,-0.2(-0.19 %),"850,500",91.51,"778,277",84.05,108.5,109.1,106.5
13/11/2023,108,,-1(-0.92 %),"1,040,600",111.87,"490,867",53.5,109,109,106.1
10/11/2023,109,,0.6(0.55 %),"934,500",100.27,"1,807,562",182.56,107.5,110,105.5
09/11/2023,108.4,,-4.6(-4.07 %),"921,800",101.84,"2,242,400",237.69,113,113,108.4
08/11/2023,113,,7(6.60 %),"999,200",107.72,"400,000",39.6,106.1,113.4,104.1
07/11/2023,106,,-1.3(-1.21 %),"886,300",93.8,"160,000",16.94,107,107.3,105.1
06/11/2023,107.3,,0.8(0.75 %),"1,241,900",132.82,"1,275,800",127.42,106.5,107.9,105.6
03/11/2023,106.5,,1.6(1.53 %),"1,021,600",107.51,0,0,104.9,106.5,104.8
02/11/2023,104.9,,0.5(0.48 %),"754,300",77.93,"345,000",36.23,104.9,104.9,101.4
01/11/2023,104.4,,5.4(5.45 %),"905,400",92.15,0,0,99.2,105,99
