Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
13/09/2022,28.35(-1.56 %),"-250,813",6.87,"459,692",7.3,"710,505",0.43,"413,728,670",31.23%
12/09/2022,28.75(4.55 %),"1,064,056",0.12,"1,296,899",14.55,"232,843",14.44,"413,663,362",31.24%
09/09/2022,27.5(0.36 %),"4,200",0.12,"529,200",14.55,"525,000",14.44,"414,388,661",31.21%
08/09/2022,27.4(-1.08 %),"-223,600",-6.13,"348,000",9.54,"571,600",15.66,"414,720,761",31.19%
07/09/2022,27.65(-1.60 %),"102,200",2.83,"294,800",8.15,"192,600",5.33,"414,894,161",31.18%
06/09/2022,28.05(1.63 %),"303,800",8.52,"478,400",13.42,"174,600",4.9,"414,380,861",31.21%
05/09/2022,27.55(-0.54 %),"-614,400",-16.93,"193,700",5.34,"808,100",22.26,"413,316,161",31.25%
31/08/2022,27.7(-2.46 %),"-1,056,000",-29.25,"503,100",13.94,"1,559,100",43.19,"413,235,161",31.26%
30/08/2022,28.4(0.00 %),"-238,400",-6.77,"36,300",1.03,"274,700",7.8,"412,773,361",31.28%
29/08/2022,28.4(-1.73 %),"-590,300",-16.76,"374,600",10.64,"964,900",27.4,"412,566,061",31.28%
26/08/2022,28.85(-1.20 %),"367,100",10.59,"678,800",19.58,"311,700",8.99,"412,755,961",31.28%
25/08/2022,29.2(2.10 %),"251,600",7.35,"436,300",12.74,"184,700",5.39,"412,260,661",31.3%
24/08/2022,28.6(-1.04 %),"-873,100",-24.97,"224,900",6.43,"1,098,000",31.4,"411,531,461",31.33%
23/08/2022,28.85(-0.86 %),"-524,600",-15.13,"640,900",18.49,"1,165,500",33.62,"411,000,861",31.35%
22/08/2022,29.05(-0.85 %),"-406,800",-11.82,"348,700",10.13,"755,500",21.95,"410,276,861",31.38%
19/08/2022,29.3(-1.01 %),"-378,900",-11.1,"1,150,000",33.7,"1,528,900",44.8,"409,867,761",31.4%
18/08/2022,29.6(0.34 %),"-466,300",-13.8,"291,500",8.63,"757,800",22.43,"410,305,161",31.38%
17/08/2022,29.5(0.68 %),"-114,800",-3.39,"497,800",14.69,"612,600",18.07,"410,290,161",31.38%
16/08/2022,29.3(-1.01 %),"232,100",6.8,"498,100",14.59,"266,000",7.79,"410,398,361",31.38%
15/08/2022,29.55(0.51 %),"-143,400",-4.24,"270,200",7.98,"413,600",12.22,"410,873,861",31.36%
