Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
01/07/2021,31.8(0.16 %),"-20,900",-0.64,"811,400",25.81,"832,300",26.45,"430,427,801",30.52%
30/06/2021,31.75(0.16 %),"-905,000",-29.07,"1,038,000",33.4,"1,943,000",62.47,"427,423,441",30.65%
29/06/2021,31.7(-0.31 %),"-4,640",-1.47,"77,580",24.6,"82,220",26.07,"428,781,394",30.59%
28/06/2021,31.8(0.63 %),"35,373",11.24,"113,780",36.12,"78,407",24.87,"428,304,145",30.61%
25/06/2021,31.6(-1.25 %),"-25,050",-7.91,"160,580",51,"185,630",58.9,"428,012,045",30.62%
24/06/2021,32(1.59 %),"493,151",15.71,"1,370,700",43.38,"877,549",27.67,"426,575,271",30.68%
23/06/2021,31.5(0.00 %),"-118,240",-37.44,"23,980",7.6,"142,220",45.04,"427,724,940",30.63%
22/06/2021,31.5(-0.94 %),"-143,420",-45.56,"10,750",3.42,"154,170",48.98,"426,532,940",30.68%
21/06/2021,31.8(-2.15 %),"-857,900",-27.48,"864,000",27.56,"1,721,900",55.04,"424,451,822",30.77%
18/06/2021,32.5(-1.07 %),"-56,900",-1.67,"3,607,100",117.51,"3,664,000",119.18,"423,593,922",30.81%
17/06/2021,32.85(0.15 %),"2,701,600",88.54,"3,489,000",114.46,"787,400",25.92,"423,537,022",30.81%
16/06/2021,32.8(-0.15 %),"1,799,800",59.33,"2,160,500",71.19,"360,700",11.85,"426,238,622",30.7%
15/06/2021,32.85(2.82 %),"2,625,700",84.91,"3,136,800",101.38,"511,100",16.47,"428,038,422",30.62%
14/06/2021,31.95(1.43 %),"1,091,470",34.96,"2,149,900",68.98,"1,058,430",34.02,"430,664,122",30.51%
11/06/2021,31.5(2.27 %),"86,000",27.17,"225,690",71.09,"139,690",43.92,"430,718,853",30.5%
10/06/2021,30.8(-2.84 %),"408,100",13.11,"2,267,500",71.36,"1,859,400",58.24,"432,615,592",30.42%
09/06/2021,31.7(0.16 %),"1,559,800",49.27,"3,610,800",113.73,"2,051,000",64.46,"433,023,692",30.41%
08/06/2021,31.65(-5.10 %),"324,210",106.66,"425,300",139.83,"101,090",33.17,"436,261,153",30.27%
07/06/2021,33.35(3.57 %),"4,711,400",156.83,"5,098,600",169.71,"387,200",12.87,"437,825,592",30.2%
04/06/2021,32.2(5.57 %),"402,080",127.69,"515,400",163.69,"113,320",36,"442,023,001",30.02%
