Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/09/2024,19.5(0.26 %),"2,824,700",55.14,"4,905,900",95.72,"2,081,200",40.59,"626,721,397",22.09%
19/09/2024,19.45(1.57 %),"803,200",15.54,"1,048,200",20.28,"245,000",4.74,"630,863,920",21.91%
18/09/2024,19.15(-1.29 %),"-404,100",-7.79,"323,300",6.32,"727,400",14.11,"631,083,970",21.9%
17/09/2024,19.4(2.65 %),"1,442,500",27.65,"2,270,600",43.57,"828,100",15.92,"630,189,356",21.94%
16/09/2024,18.9(-2.07 %),"-392,000",-7.35,"826,000",15.88,"1,218,000",23.24,"632,378,706",21.85%
13/09/2024,19.3(1.58 %),"768,900",14.67,"850,200",16.23,"81,300",1.55,"632,458,254",21.84%
11/09/2024,19.1(-0.52 %),"363,800",6.72,"1,327,300",25.13,"963,500",18.41,"630,732,893",21.92%
10/09/2024,19.2(-4.48 %),"-1,288,500",-25.33,"642,900",12.57,"1,931,400",37.9,"631,165,493",21.9%
09/09/2024,20.1(0.00 %),0,0,0,0,0,0,"631,189,314",21.9%
06/09/2024,20.1(2.03 %),"1,647,000",32.7,"2,326,100",46.02,"679,100",13.31,"631,674,214",21.88%
05/09/2024,19.7(0.00 %),"-79,600",-1.54,"581,700",11.65,"661,300",13.19,"633,022,914",21.82%
04/09/2024,19.7(2.60 %),"863,000",16.87,"1,840,400",35.59,"977,400",18.73,"630,100,302",21.94%
30/08/2024,19.2(-0.26 %),"-2,523,500",-48.54,"980,800",18.93,"3,504,300",67.47,"627,195,102",22.07%
29/08/2024,19.25(-1.28 %),"-4,367,100",-84.47,"378,500",7.32,"4,745,600",91.79,"626,950,920",22.08%
28/08/2024,19.5(-2.74 %),"-1,043,800",-20.62,"181,200",3.55,"1,225,000",24.17,"625,915,419",22.12%
27/08/2024,20.05(1.01 %),"-680,500",-13.82,"732,000",14.81,"1,412,500",28.63,"625,446,699",22.14%
26/08/2024,19.85(1.79 %),"-29,500",-0.6,"620,400",12.37,"649,900",12.96,"625,467,599",22.14%
23/08/2024,19.5(-1.02 %),"-572,900",-11.29,"138,200",2.7,"711,100",13.99,"624,584,264",22.18%
22/08/2024,19.7(4.23 %),"-731,500",-14.61,"772,300",15.04,"1,503,800",29.66,"624,490,019",22.18%
21/08/2024,0(0.00 %),"144,300",2.73,"376,700",7.09,"232,400",4.36,"624,817,956",22.17%
