Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
08/02/2023,28.5(-0.35 %),"316,410",9.02,"521,900",14.87,"205,490",5.86,"381,375,933",32.62%
07/02/2023,28.55(-3.22 %),"427,575",12.21,"789,000",22.53,"361,425",10.32,"381,710,788",32.61%
06/02/2023,29.5(1.03 %),"203,367",6,"390,412",11.52,"187,045",5.52,"382,372,161",32.58%
03/02/2023,29.2(1.04 %),"482,666",14.09,"610,293",17.82,"127,627",3.73,"382,225,773",32.59%
02/02/2023,28.85(3.04 %),"468,620",13.52,"1,005,420",29.01,"536,800",15.49,"382,332,566",32.58%
01/02/2023,28(-5.72 %),"-56,000",-1.57,"447,500",12.53,"503,500",14.1,"382,964,481",32.56%
31/01/2023,29.7(-0.34 %),"186,286",5.53,"559,791",16.63,"373,505",11.09,"383,172,081",32.55%
30/01/2023,29.8(-1.65 %),"402,900",12.01,"642,800",19.16,"239,900",7.15,"383,339,535",32.54%
27/01/2023,30.3(2.02 %),"682,663",20.68,"1,038,500",31.47,"355,837",10.78,"383,158,425",32.55%
19/01/2023,29.65(1.19 %),"1,383,190",41.01,"2,207,100",65.44,"823,910",24.43,"383,514,325",32.53%
18/01/2023,29.3(-2.01 %),"11,400",0.33,"694,000",20.33,"682,600",20,"385,348,425",32.45%
17/01/2023,29.85(4.74 %),"640,730",19.13,"981,730",29.3,"341,000",10.18,"385,687,120",32.44%
16/01/2023,28.5(-0.35 %),"379,295",10.81,"638,600",18.2,"259,305",7.39,"386,408,650",32.41%
13/01/2023,28.6(-0.35 %),"303,620",8.68,"515,820",14.75,"212,200",6.07,"386,852,088",32.39%
12/01/2023,28.7(0.70 %),"464,538",13.33,"595,700",17.1,"131,162",3.76,"387,108,508",32.38%
11/01/2023,28.5(-3.06 %),"220,800",6.29,"448,200",12.77,"227,400",6.48,"387,446,808",32.36%
10/01/2023,29.4(0.00 %),"361,200",10.62,"618,600",18.19,"257,400",7.57,"387,636,758",32.35%
09/01/2023,29.4(0.34 %),"792,203",23.29,"1,018,453",29.94,"226,250",6.65,"387,907,248",32.34%
06/01/2023,29.25(0.17 %),"1,120,190",32.77,"1,436,300",42.01,"316,110",9.25,"388,191,101",32.33%
05/01/2023,29.2(2.10 %),"2,622,500",76.58,"3,357,100",98.03,"734,600",21.45,"388,800,796",32.3%
