Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
08/03/2023,23.95 ( 1.91 %),"2,539","11,052,500","4,353.09","1,782","7,775,700","4,363","3,276,800"
07/03/2023,23.5 ( 0 %),"1,628","3,633,800","2,232.06","1,261","4,294,800","3,406","-661,000"
06/03/2023,23.45 ( 0.21 %),"1,171","4,000,800","3,416.57","1,345","5,750,800","4,276","-1,750,000"
03/03/2023,23.4 ( -1.68 %),"2,016","4,882,300","2,421.78","1,493","6,281,600","4,207","-1,399,300"
02/03/2023,23.8 ( -0.83 %),"1,504","4,330,900","2,879.59","1,615","6,521,300","4,038","-2,190,400"
01/03/2023,24 ( 3 %),"2,043","8,473,800","4,147.72","1,735","7,057,500","4,068","1,416,300"
28/02/2023,23.3 ( 0 %),"1,395","4,580,200","3,283.3","1,388","4,726,400","3,405","-146,200"
27/02/2023,23.25 ( -1.06 %),"2,553","7,094,100","2,778.73","1,542","6,462,100","4,191","632,000"
24/02/2023,23.5 ( -2.08 %),"2,634","5,453,100","2,070.27","1,539","5,425,300","3,525","27,800"
23/02/2023,24 ( 1.69 %),"3,413","10,566,200","3,095.87","2,181","8,065,800","3,698","2,500,400"
22/02/2023,23.55 ( -5.04 %),"3,105","6,579,700","2,119.07","2,255","8,904,400","3,949","-2,324,700"
21/02/2023,24.8 ( 0.81 %),"3,488","21,730,500","6,230.07","3,751","23,452,800","6,252","-1,722,300"
20/02/2023,24.6 ( 2.93 %),"2,854","15,114,200","5,295.8","2,741","12,677,100","4,625","2,437,100"
17/02/2023,23.85 ( -0.62 %),"2,774","8,034,500","2,896.36","1,717","10,401,500","6,058","-2,367,000"
16/02/2023,24 ( 0.84 %),"2,896","7,103,200","2,452.76","1,681","7,570,800","4,504","-467,600"
15/02/2023,23.8 ( 1.28 %),"3,699","11,776,900","3,183.81","2,076","11,454,500","5,518","322,400"
14/02/2023,23.5 ( 2.17 %),"2,055","8,175,500","3,978.35","1,387","4,401,900","3,174","3,773,600"
13/02/2023,23 ( -2.54 %),"3,767","8,703,000","2,310.33","2,013","7,761,800","3,856","941,200"
10/02/2023,23.55 ( -3.09 %),"3,255","7,778,700","2,389.77","1,786","7,606,500","4,259","172,200"
09/02/2023,24.25 ( -1.42 %),"3,554","19,753,100","5,557.99","3,127","16,664,300","5,329","3,088,800"
