Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
28/06/2021,37.65 ( 4.87 %),0,0,0,0,0,0,0
25/06/2021,35.9 ( 0.7 %),"2,438","4,270,100","1,751.48","1,887","4,911,400","2,603","-641,300"
24/06/2021,35.65 ( -0.28 %),"2,813","4,166,200","1,481.05","2,064","6,347,400","3,075","-2,181,200"
23/06/2021,35.75 ( 0.85 %),"2,290","4,136,700","1,806.42","2,246","5,405,500","2,407","-1,268,800"
22/06/2021,35.45 ( 0.57 %),"3,209","5,471,600","1,705.08","2,250","6,472,600","2,877","-1,001,000"
21/06/2021,35.25 ( -0.7 %),"3,705","5,446,000","1,469.91","2,212","6,459,000","2,920","-1,013,000"
18/06/2021,35.5 ( 0.28 %),"2,440","3,816,300","1,564.06","1,681","5,357,200","3,187","-1,540,900"
17/06/2021,35.4 ( -0.56 %),"3,190","6,710,400","2,103.57","1,753","7,572,200","4,320","-861,800"
16/06/2021,35.6 ( -1.11 %),"3,724","8,901,700","2,390.36","2,221","9,695,000","4,365","-793,300"
15/06/2021,36 ( -0.83 %),"4,157","5,231,500","1,258.48","1,769","5,793,100","3,275","-561,600"
14/06/2021,36.3 ( -0.82 %),"3,036","4,572,700","1,506.16","2,116","7,079,600","3,346","-2,506,900"
11/06/2021,36.6 ( 3.83 %),"3,075","8,018,100","2,607.51","2,513","7,559,500","3,008","458,600"
10/06/2021,35.25 ( -1.81 %),"2,371","4,906,900","2,069.55","1,883","6,616,700","3,514","-1,709,800"
09/06/2021,35.9 ( 2.57 %),"3,656","10,640,200","2,910.34","3,043","7,764,900","2,552","2,875,300"
08/06/2021,35 ( -5.91 %),"3,689","6,452,800","1,749.2","3,459","8,978,500","2,596","-2,525,700"
07/06/2021,37.2 ( -4.62 %),"4,012","6,650,500","1,657.65","3,165","8,399,900","2,654","-1,749,400"
04/06/2021,39 ( 1.96 %),"3,492","7,875,900","2,255.41","3,825","10,243,700","2,678","-2,367,800"
03/06/2021,38.25 ( 2.82 %),0,0,0,0,0,0,0
02/06/2021,37.2 ( -1.59 %),"3,690","8,067,600","2,186.34","3,108","8,377,300","2,695","-309,700"
01/06/2021,37.8 ( 0.93 %),"2,559","9,499,500","3,712.19","3,950","13,302,800","3,368","-3,803,300"
