Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
07/07/2021,162.5,70.39,-1.5(-0.91 %),"249,800",40.55,"155,300",24.96,164,164.2,160.4
06/07/2021,164,71.04,-2.5(-1.50 %),"65,200",10.74,"94,000",15.64,166.5,166.6,164
05/07/2021,166.5,72.12,-2.7(-1.60 %),"64,900",10.8,"140,000",23.29,170,170,165.5
02/07/2021,169.2,73.29,1.5(0.89 %),"104,000",17.39,"70,000",11.71,169.3,169.3,166.3
01/07/2021,167.7,72.64,-1.4(-0.83 %),"157,000",26.35,"28,000",4.7,169.5,169.5,166.3
30/06/2021,169.1,73.24,-0.5(-0.29 %),"86,800",14.66,"62,000",10.43,169,169.6,168
29/06/2021,169.6,73.46,-1.5(-0.88 %),"90,800",15.45,"100,000",17,171.1,171.1,169.5
28/06/2021,171.1,74.11,-0.8(-0.47 %),"184,300",31.63,"78,000",13.08,171.9,172,170
25/06/2021,171.9,74.46,0(0.00 %),"110,700",19.01,"62,000",10.5,171.9,172,168.5
24/06/2021,171.9,74.46,1.7(1.00 %),"148,100",25.44,0,0,170.7,172.3,170
23/06/2021,170.2,73.72,3.1(1.86 %),"186,000",31.61,"98,000",16.56,167.1,171,167.1
22/06/2021,167.1,72.38,-2.9(-1.71 %),"207,400",35.41,"104,600",17.78,172,172,167.1
21/06/2021,170,73.63,-1.2(-0.70 %),"119,200",20.31,0,0,172,172,169
18/06/2021,171.2,74.15,5.2(3.13 %),"163,800",27.84,"62,000",10.46,167,172,166.5
17/06/2021,166,71.9,-3(-1.78 %),"82,700",13.78,"296,060",49.72,165.5,167.9,165.5
16/06/2021,169,73.2,0.5(0.30 %),"235,800",39.64,"225,400",37.48,168,169,166
15/06/2021,168.5,72.98,3(1.81 %),"268,600",45,"228,000",37.98,164.5,170.5,163.4
14/06/2021,165.5,71.69,1.4(0.85 %),"138,600",22.94,"126,000",20.53,164.1,166,164.1
11/06/2021,164.1,71.08,4.1(2.56 %),"359,400",58.94,"203,800",33.26,161,164.9,161
10/06/2021,160,69.3,3.1(1.98 %),"690,600",110.84,"291,100",46.56,157.3,162.5,157.3
