Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
17/03/2025,51.6,,0(0.00 %),"738,900",38.2,"23,000",1.19,52,52.1,51.4
14/03/2025,51.6,,0.5(0.98 %),"1,387,600",71.91,"157,000",8.13,51.3,52.4,51.2
13/03/2025,51.1,,0(0.00 %),"1,125,100",57.61,"23,000",1.09,51.1,51.5,51
12/03/2025,51.1,,-0.1(-0.20 %),"1,576,300",80.74,"157,000",7.81,51,51.5,51
11/03/2025,51.2,,-0.2(-0.39 %),"1,571,800",80.29,"23,000",1.1,51.3,51.4,50.9
10/03/2025,51.4,,0.2(0.39 %),"1,214,300",62.2,"157,000",8.05,51.5,51.7,51
07/03/2025,51.2,,-0.2(-0.39 %),"1,424,200",73.21,"23,000",1.16,51.9,52,51.1
06/03/2025,51.4,,-0.4(-0.77 %),"1,209,600",62.29,"257,000",13.13,51.8,51.9,51.3
05/03/2025,51.8,,-0.2(-0.38 %),"480,300",24.89,"127,000",6.58,52,52.1,51.6
04/03/2025,52,,0.3(0.58 %),"736,100",38.12,"245,000",12.72,51.7,52.1,51.5
03/03/2025,51.7,,0.2(0.39 %),"580,400",29.96,"23,000",1.2,52,52,51.5
28/02/2025,51.5,,-0.7(-1.34 %),"928,900",48.13,"157,000",8.12,52,52.3,51.5
27/02/2025,52.2,,0(0.00 %),"457,200",23.78,"23,000",1.19,52.2,52.3,51.8
26/02/2025,52.2,,-0.2(-0.38 %),"647,800",33.77,"196,900",10.37,52.5,52.5,52
25/02/2025,52.4,,0(0.00 %),"484,400",25.42,"23,000",1.15,53.5,53.5,52.1
24/02/2025,52.4,,0.6(1.16 %),"713,800",37.16,"157,000",8.17,51.8,52.4,51.8
21/02/2025,51.8,,0.4(0.78 %),"751,900",39.04,"23,000",1.18,51.6,52.2,51.4
20/02/2025,51.4,,0.1(0.19 %),"580,300",29.83,"157,000",8.11,51.5,51.6,51.3
19/02/2025,51.3,,0.1(0.20 %),"871,100",44.61,"23,000",1.18,51.2,51.4,51.1
18/02/2025,51.2,,0.1(0.20 %),"489,700",25.06,"157,000",7.95,51.1,51.5,51
