Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/09/2024,35.6(-0.28 %),"-18,800",-0.68,"8,200",0.29,"27,000",0.97,"499,470,942",0.51%
19/09/2024,35.7(0.42 %),"-125,600",-4.48,"56,900",2.02,"182,500",6.5,"499,452,031",0.51%
18/09/2024,35.55(-0.14 %),"-9,900",-0.36,"8,500",0.3,"18,400",0.66,"499,409,731",0.51%
17/09/2024,35.6(2.01 %),"-63,600",-2.21,"37,900",1.34,"101,500",3.55,"499,395,431",0.52%
16/09/2024,34.9(0.87 %),"431,300",15.04,"454,100",15.83,"22,800",0.79,"499,187,831",0.52%
13/09/2024,34.6(0.14 %),"-239,000",-8.26,"6,500",0.22,"245,500",8.48,"499,535,631",0.51%
11/09/2024,34.1(0.00 %),"-202,100",-6.83,"42,600",1.45,"244,700",8.28,"499,223,631",0.52%
10/09/2024,34.1(-1.16 %),"-195,400",-6.68,"21,400",0.73,"216,800",7.41,"499,239,429",0.52%
09/09/2024,34.5(0.00 %),0,0,0,0,0,0,"499,255,729",0.52%
06/09/2024,34.5(1.77 %),"72,700",2.47,"80,800",2.75,"8,100",0.28,"499,216,029",0.52%
05/09/2024,33.9(-2.31 %),"-21,700",-0.77,"37,700",1.29,"59,400",2.06,"499,217,829",0.52%
04/09/2024,34.7(-1.84 %),"31,800",1.04,"110,800",3.78,"79,000",2.74,"499,251,729",0.52%
30/08/2024,35.35(0.14 %),"2,100",0.07,"5,900",0.21,"3,800",0.14,"499,359,435",0.52%
29/08/2024,35.3(-0.98 %),"4,900",0.17,"8,000",0.28,"3,100",0.11,"499,340,345",0.52%
28/08/2024,35.65(2.00 %),"49,000",1.74,"74,000",2.63,"25,000",0.89,"499,332,345",0.52%
27/08/2024,34.95(-0.29 %),"-8,600",-0.3,"7,900",0.28,"16,500",0.58,"499,313,545",0.52%
26/08/2024,35.05(-1.13 %),"-74,300",-2.64,"18,500",0.66,"92,800",3.29,"499,273,645",0.52%
23/08/2024,35.45(1.87 %),"10,100",0.35,"57,900",2.02,"47,800",1.67,"499,233,845",0.52%
22/08/2024,34.8(-1.28 %),"-43,100",-1.51,"15,200",0.53,"58,300",2.04,"499,251,222",0.52%
21/08/2024,0(0.00 %),"-9,600",-0.34,"30,900",1.08,"40,500",1.42,"499,259,275",0.52%
