Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
27/09/2023,19.85(4.75 %),"227,100",4.28,"252,800",4.78,"25,700",0.5,"503,591,259",0.41%
26/09/2023,18.95(-6.88 %),"-2,475,200",-48.99,"518,800",10.48,"2,994,000",59.47,"503,818,359",0.4%
25/09/2023,20.35(-6.86 %),"-629,600",-13.03,"63,500",1.37,"693,100",14.4,"503,837,059",0.4%
22/09/2023,21.85(-5.82 %),"-477,600",-10.7,"23,500",0.52,"501,100",11.22,"503,803,932",0.4%
21/09/2023,23.2(0.43 %),"-66,300",-1.54,"36,300",0.85,"102,600",2.39,"502,493,732",0.44%
20/09/2023,23.1(3.59 %),"-2,057,800",-46.6,"28,400",0.65,"2,086,200",47.26,"502,427,432",0.44%
19/09/2023,22.3(0.68 %),"-19,100",-0.42,"58,800",1.3,"77,900",1.72,"500,369,632",0.49%
18/09/2023,22.15(-1.99 %),0,0,0,0,0,0,"500,315,732",0.49%
15/09/2023,22.6(2.73 %),"55,900",1.25,"62,200",1.39,"6,300",0.14,"500,315,732",0.49%
14/09/2023,22(-1.35 %),"29,600",0.66,"70,100",1.56,"40,500",0.9,"500,261,232",0.49%
13/09/2023,22.3(-1.76 %),"-87,900",-2.01,"34,800",0.8,"122,700",2.81,"500,321,226",0.49%
12/09/2023,22.7(4.37 %),"209,800",4.63,"219,900",4.86,"10,100",0.22,"500,252,926",0.49%
11/09/2023,21.75(-4.19 %),"-64,000",-1.43,"45,100",1.03,"109,100",2.45,"500,458,613",0.49%
08/09/2023,22.7(1.34 %),"65,600",1.5,"76,700",1.75,"11,100",0.25,"500,456,313",0.49%
07/09/2023,22.4(1.82 %),"-2,400",-0.06,"51,000",1.15,"53,400",1.21,"500,473,113",0.49%
06/09/2023,22(0.00 %),"-27,500",-0.6,"35,400",0.77,"62,900",1.37,"500,240,113",0.49%
05/09/2023,22(0.69 %),"-258,400",-5.72,"9,700",0.21,"268,100",5.93,"500,212,613",0.49%
31/08/2023,21.85(5.56 %),"30,900",0.69,"109,700",2.37,"78,800",1.67,"500,116,413",0.5%
30/08/2023,20.7(0.24 %),"86,300",1.78,"192,200",3.96,"105,900",2.19,"500,203,913",0.49%
29/08/2023,20.65(2.23 %),"-14,400",-0.29,"87,300",1.8,"101,700",2.09,"500,290,213",0.49%
