Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
08/03/2023,14.5(0.69 %),"4,600",0.07,"10,300",0.15,"5,700",0.08,"498,169,384",0.55%
07/03/2023,14.4(1.41 %),"6,500",0.09,"16,400",0.24,"9,900",0.14,"498,164,284",0.55%
06/03/2023,14.2(0.71 %),"6,900",0.1,"22,300",0.32,"15,400",0.22,"498,142,484",0.55%
03/03/2023,14.1(-1.40 %),"-29,500",-0.42,"8,700",0.12,"38,200",0.54,"498,098,684",0.55%
02/03/2023,14.25(-1.04 %),"-64,900",-0.92,"1,200",0.02,"66,100",0.94,"498,056,584",0.55%
01/03/2023,14.4(2.86 %),"11,000",0.16,"66,800",0.96,"55,800",0.8,"498,016,484",0.55%
28/02/2023,13.95(-0.36 %),"-31,400",-0.44,"9,900",0.14,"41,300",0.58,"497,998,534",0.55%
27/02/2023,13.95(-2.45 %),"-74,240",-1.04,"10,510",0.15,"84,750",1.18,"497,927,834",0.55%
24/02/2023,14.3(-3.38 %),"-88,900",-1.27,"2,700",0.04,"91,600",1.31,"497,775,444",0.56%
23/02/2023,14.8(1.37 %),"-38,298",-0.57,"32,302",0.48,"70,600",1.04,"497,686,544",0.56%
22/02/2023,14.55(-5.52 %),"-84,200",-1.23,"120,700",1.76,"204,900",2.98,"497,656,846",0.56%
21/02/2023,15.35(-0.97 %),"-49,900",-0.77,"12,100",0.19,"62,000",0.95,"497,617,746",0.56%
20/02/2023,15.45(5.10 %),"-71,400",-1.1,"95,900",1.48,"167,300",2.58,"497,527,546",0.56%
17/02/2023,14.7(-0.68 %),"11,200",0.16,"113,500",1.67,"102,300",1.5,"497,622,846",0.56%
16/02/2023,14.75(1.72 %),"26,800",0.4,"27,400",0.4,600,0.01,"497,730,046",0.56%
15/02/2023,14.5(2.11 %),"65,600",0.95,"71,900",1.04,"6,300",0.09,"497,721,356",0.56%
14/02/2023,14.15(1.07 %),"-26,190",-0.37,"9,900",0.14,"36,090",0.51,"497,514,256",0.56%
13/02/2023,14(-4.76 %),"-236,190",-3.31,"25,810",0.36,"262,000",3.67,"497,335,856",0.57%
10/02/2023,14.65(-2.33 %),"-144,900",-2.12,"43,400",0.64,"188,300",2.76,"497,318,942",0.57%
09/02/2023,14.95(1.01 %),"-27,224",-0.41,"15,500",0.23,"42,724",0.64,"497,333,842",0.57%
