stock_code,time,,TÀI SẢN,A. TÀI SẢN NGẮN HẠN (100=110+120+130+140+150+190),I.   Tiền và các khoản tương đương tiền,1. Tiền,2. Các khoản tương đương tiền,II.  Đầu tư tài chính ngắn hạn,1. Chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh (*),3. Đầu tư nắm giữ đến ngày đáo hạn,III. Các khoản phải thu ngắn hạn,1. Phải thu ngắn hạn của khách hàng,1.1. Phải thu về hợp đồng bảo hiểm,1.2. Phải thu khác của khách hàng,2. Trả trước cho người bán ngắn hạn,3. Phải thu nội bộ ngắn hạn,4. Phải thu về cho vay ngắn hạn,5. Phải thu ngắn hạn khác,6. Dự phòng phải thu ngắn hạn khó đòi (*),7. Tài sản thiếu chờ xử lý,8. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,IV. Hàng tồn kho,1. Hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,V. Tài sản ngắn hạn khác,1. Chi phí trả trước ngắn hạn,1.1. Chi phí hoa hồng chưa phân bổ,1.2. Chi phí trả trước ngắn hạn khác,2. Thuế GTGT còn được khấu trừ,3. Thuế và các khoản khác phải thu của nhà nước,4. Giao dịch mua bán lại trái phiếu Chính phủ,5. Tài sản ngắn hạn khác,VIII. Tài sản tái bảo hiểm,1. Dự phòng phí nhượng tái bảo hiểm,2. Dự phòng bồi thường nhượng tái bảo hiểm,B. TÀI SẢN DÀI HẠN (200=210+220+240+250+260+270),I. Các khoản phải thu dài hạn,1. Phải thu dài hạn của khách hàng,2. Trả trước cho người bán dài hạn,3. Vốn kinh doanh ở các đơn vị trực thuộc,4.  Phải thu dài hạn nội bộ,5. Phải thu về cho vay dài hạn,6. Phải thu dài hạn khác,6.1 Ký quỹ bảo hiểm,6.2. Phải thu dài hạn khác,7. Dự phòng phải thu dài hạn khó đòi,II. Tài sản cố định,1. Tài sản cố định hữu hình,- Nguyên giá,- Giá trị hao mòn lũy kế,2. Tài sản cố định thuê tài chính,3. Tài sản cố định vô hình,III. Bất động sản đầu tư,IV. Tài sản dở dang dài hạn,1. Chi phí xây dựng cơ bản dở dang,V. Đầu tư tài chính dài hạn,1. Đầu tư vào công ty con,"2. Đầu tư vào công ty liên kết, liên doanh",3. Đầu tư góp vốn vào đơn vị khác,4. Dự phòng đầu tư tài chính dài hạn,5. Đầu tư nắm giữ đến ngày đáo hạn,6. Đầu tư dài hạn khác,VI. Tài sản dài hạn khác,1. Chi phí trả trước dài hạn,2. Tài sản thuế thu nhập hoãn lại,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",4. Tài sản dài hạn khác,5. Lợi thế thương mại,VII. Lợi thế thương mại (áp dụng trước năm 2015),VIII. Tài sản tài khoản riêng,TỔNG CỘNG TÀI SẢN (270=100+200),NGUỒN VỐN,A. NỢ PHẢI TRẢ (300=210+330),I. Nợ ngắn hạn,1. Vay và nợ ngắn hạn,2. Phải trả người bán ngắn hạn,2.1. Phải trả về hợp đồng bảo hiểm,2.2. Phải trả khác cho người bán,3. Người mua trả tiền trước ngắn hạn,4. Thuế và các khoản phải nộp Nhà nước,5. Phải trả công nhân viên,6. Chi phí phải trả ngắn hạn,7. Phải trả nội bộ ngắn hạn,8. Phải trả ngắn hạn khác,9. Doanh thu hoa hồng chưa được hưởng,10. Dự phòng phải trả ngắn hạn,11. Quỹ khen thưởng phúc lợi,12. Giao dịch mua bán lại trái phiếu Chính phủ,13. Dự phòng nghiệp vụ,13.1. Dự phòng phí bảo hiểm gốc và nhận tái bảo hiểm,13.2. Dự phòng bồi thường bảo hiểm gốc và nhận tái bảo hiểm,13.3. Dự phòng dao động lớn,13.4 Dự phòng toán học,13.5. Dự phòng chia lãi,13.6. Dự phòng bảo đảm cân đối,14. Doanh thu chưa thực hiện ngắn hạn,15. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,II. Nợ dài hạn,1. Phải trả người bán dài hạn,2. Phải trả nội bộ dài hạn,3. Phải trả dài hạn khác,4. Vay và nợ thuê tài chính dài hạn,5. Thuế thu nhập hoãn lại phải trả,6. Dự phòng trợ cấp mất việc làm,7. Dự phòng phải trả dài hạn,8. Doanh thu chưa thực hiện dài hạn,9. Quỹ phát triển khoa học và công nghệ,III. Công nợ tài khoản riêng,B. VỐN CHỦ SỞ HỮU (400=410+430),I. Vốn chủ sở hữu,1. Vốn góp của chủ sở hữu,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu ưu đãi,2. Thặng dư vốn cổ phần,3. Vốn khác của chủ sở hữu,4. Cổ phiếu quỹ,5. Chênh lệch đánh giá lại tài sản,6. Chênh lệch tỷ giá hối đoái,7. Quỹ đầu tư phát triển,8. Quỹ dự phòng tài chính,9. Quỹ dự trữ bắt buộc,10. Quỹ khác thuộc vốn chủ sở hữu,11. Lợi nhuận sau thuế chưa phân phối,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối kỳ này,12. Lợi ích cổ đông không kiểm soát,13. Nguồn vốn đầu tư XDCB,14. Quỹ hỗ trợ sắp xếp doanh nghiệp,II. Nguồn kinh phí và quỹ khác,1. Nguồn kinh phí,2. Nguồn kinh phí đã hình thành TSCĐ,C. LỢI ÍCH CỦA CỔ ĐÔNG KHÔNG KIỂM SOÁT,TỔNG CỘNG NGUỒN VỐN (440=300+400+500)
BVH,Q22017,,,37007.0,4523.0,1078.0,3445.0,25609.0,2151.0,-337.0,23795.0,4651.0,3400.0,1483.0,1918.0,33.0,0.0,1102.0,502.0,-386.0,0.0,0.0,132.0,132.0,0.0,483.0,456.0,412.0,45.0,11.0,0.0,0.0,15.0,1609.0,849.0,759.0,45880.0,66.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,1639.0,834.0,45.0,0.0,0.0,805.0,45.0,440.0,440.0,43276.0,0.0,2742.0,369.0,-40.0,40206.0,0.0,414.0,349.0,60.0,0.0,6.0,0.0,,,82887.0,,68234.0,68110.0,2.0,1730.0,1538.0,192.0,15.0,182.0,619.0,150.0,0.0,501.0,133.0,0.0,109.0,17073.0,47547.0,3781.0,1672.0,233.0,40336.0,1451.0,73.0,50.0,0.0,124.0,0.0,0.0,115.0,4.0,5.0,0.0,0.0,0.0,0.0,,14653.0,14653.0,6805.0,6805.0,0.0,3184.0,0.0,0.0,0.0,15.0,456.0,0.0,376.0,104.0,3035.0,2288.0,747.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,82887.0
BVH,Q22018,,,54984.0,5911.0,4650.0,1261.0,38529.0,2924.0,-418.0,36023.0,6567.0,4759.0,2135.0,2625.0,26.0,0.0,1621.0,529.0,-369.0,0.0,0.0,154.0,154.0,0.0,615.0,570.0,488.0,82.0,32.0,0.0,0.0,13.0,3208.0,1286.0,1922.0,45585.0,73.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,73.0,0.0,1635.0,852.0,45.0,0.0,0.0,782.0,45.0,426.0,426.0,43058.0,0.0,2957.0,368.0,-36.0,39769.0,0.0,347.0,291.0,43.0,0.0,14.0,0.0,,,100568.0,,84636.0,84179.0,2.0,2439.0,2367.0,72.0,34.0,84.0,631.0,135.0,0.0,2061.0,168.0,0.0,142.0,15051.0,63368.0,4577.0,3182.0,39.0,54011.0,1478.0,81.0,63.0,0.0,457.0,0.0,0.0,154.0,303.0,0.0,0.0,0.0,0.0,0.0,,15933.0,15933.0,7009.0,7009.0,0.0,3713.0,0.0,0.0,0.0,15.0,621.0,0.0,391.0,104.0,3355.0,2560.0,795.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,100568.0
BVH,Q22019,,,74527.0,1871.0,1416.0,454.0,60603.0,3211.0,-362.0,57754.0,7993.0,6186.0,2224.0,3962.0,56.0,0.0,1751.0,376.0,-376.0,0.0,0.0,148.0,148.0,0.0,709.0,613.0,548.0,65.0,28.0,0.0,0.0,68.0,3203.0,1451.0,1752.0,46411.0,70.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,1635.0,891.0,45.0,0.0,0.0,744.0,45.0,668.0,668.0,43603.0,0.0,2582.0,368.0,-39.0,40692.0,0.0,389.0,320.0,41.0,0.0,28.0,0.0,,,120937.0,,104876.0,25863.0,311.0,2796.0,2680.0,115.0,14.0,57.0,634.0,109.0,0.0,651.0,197.0,0.0,98.0,20893.0,0.0,5088.0,3406.0,0.0,67050.0,1740.0,1055.0,103.0,0.0,674.0,0.0,0.0,205.0,470.0,0.0,0.0,0.0,0.0,0.0,,16061.0,16061.0,7009.0,7009.0,0.0,3713.0,0.0,0.0,0.0,15.0,792.0,0.0,455.0,104.0,3255.0,2643.0,613.0,718.0,0.0,0.0,0.0,0.0,0.0,0.0,120937.0
BVH,Q22020,,,95549.0,1895.0,1215.0,680.0,81829.0,2678.0,-322.0,79473.0,8628.0,6894.0,2385.0,4508.0,77.0,0.0,1636.0,434.0,-413.0,0.0,0.0,134.0,134.0,0.0,614.0,572.0,529.0,43.0,26.0,0.0,0.0,16.0,2449.0,1329.0,1120.0,42290.0,68.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0,0.0,1864.0,902.0,45.0,0.0,0.0,962.0,45.0,483.0,483.0,39542.0,0.0,2823.0,929.0,-229.0,36020.0,0.0,288.0,246.0,25.0,0.0,17.0,0.0,,,137839.0,,117350.0,116772.0,238.0,3245.0,3237.0,9.0,10.0,52.0,603.0,130.0,221.0,791.0,117.0,18.0,125.0,16429.0,94792.0,4896.0,2589.0,25.0,84118.0,1901.0,1263.0,0.0,0.0,577.0,0.0,0.0,237.0,337.0,4.0,0.0,0.0,0.0,0.0,,20489.0,20489.0,7423.0,7423.0,0.0,7310.0,0.0,0.0,0.0,15.0,0.0,960.0,499.0,104.0,3421.0,2767.0,654.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,137839.0
BVH,Q22021,,,89484.0,2860.0,1687.0,1174.0,75004.0,2134.0,-63.0,72933.0,8873.0,5535.0,1766.0,3769.0,62.0,,3456.0,350.0,-530.0,0.0,,143.0,143.0,,556.0,518.0,465.0,53.0,24.0,0.0,,14.0,2048.0,1026.0,1022.0,59564.0,68.0,,,,,,68.0,,68.0,,1767.0,810.0,45.0,,,956.0,45.0,566.0,566.0,56942.0,,2802.0,1047.0,-107.0,53200.0,,177.0,147.0,13.0,,17.0,,,,149048.0,,127385.0,12113.0,,2936.0,2868.0,68.0,17.0,137.0,977.0,92.0,,2929.0,84.0,,165.0,4615.0,,4695.0,2317.0,38.0,102710.0,1979.0,2942.0,162.0,,591.0,,,281.0,306.0,4.0,,,,,,21663.0,21663.0,7423.0,7423.0,,7310.0,,,,15.0,1271.0,,548.0,104.0,4186.0,3321.0,864.0,806.0,,,,,,,149048.0
BVH,Q22022,,,125118.0,3138.0,870.0,2268.0,110219.0,2954.0,-245.0,107509.0,8457.0,5735.0,1142.0,4592.0,48.0,,2682.0,424.0,-433.0,0.0,,135.0,135.0,,569.0,531.0,477.0,54.0,24.0,0.0,,13.0,2602.0,1376.0,1225.0,68173.0,72.0,,,,,,72.0,,72.0,,1899.0,955.0,45.0,,,943.0,45.0,457.0,457.0,65545.0,,2927.0,930.0,-50.0,61737.0,,155.0,102.0,19.0,,34.0,,,,193291.0,,170511.0,33895.0,1470.0,2612.0,2563.0,49.0,17.0,145.0,1153.0,146.0,,1376.0,,198.0,227.0,26429.0,,4870.0,2565.0,83.0,120363.0,7972.0,250.0,121.0,,512.0,,,278.0,229.0,5.0,,,,,,22780.0,22780.0,7423.0,7423.0,,7310.0,,,,15.0,1594.0,,608.0,104.0,4856.0,4097.0,759.0,870.0,,,,,,,193291.0
BVH,Q22023,,,131045.0,7054.0,880.0,6175.0,109191.0,3186.0,-202.0,106207.0,11150.0,8136.0,1472.0,6664.0,36.0,,2953.0,455.0,-431.0,0.0,,138.0,138.0,,584.0,540.0,484.0,56.0,25.0,0.0,,19.0,2928.0,1574.0,1353.0,89726.0,83.0,,,,,,83.0,83.0,,,1820.0,934.0,45.0,,,887.0,45.0,447.0,447.0,87130.0,,2791.0,1140.0,-68.0,83267.0,,200.0,148.0,18.0,,34.0,,,,220771.0,,198619.0,41341.0,2304.0,2935.0,2911.0,24.0,19.0,145.0,864.0,192.0,,805.0,313.0,,240.0,33409.0,,5026.0,2598.0,53.0,135463.0,13432.0,346.0,115.0,,360.0,,,303.0,53.0,4.0,,,,,,22152.0,22152.0,7423.0,7423.0,,7310.0,,,,15.0,2234.0,,672.0,104.0,3479.0,2928.0,550.0,914.0,,,,,,,220771.0
BVH,Q22024,,,116496.0,6317.0,1382.0,4935.0,94196.0,3580.0,-158.0,90773.0,12289.0,8047.0,1298.0,6749.0,55.0,,4036.0,418.0,-268.0,0.0,,94.0,94.0,,567.0,545.0,480.0,65.0,0.0,5.0,,16.0,3034.0,1683.0,1351.0,118348.0,85.0,,,,,,85.0,,85.0,,1936.0,868.0,191.0,-78.0,,1067.0,113.0,145.0,145.0,115897.0,,2824.0,1296.0,-68.0,111845.0,,173.0,140.0,11.0,,22.0,,,,234844.0,,211611.0,34250.0,3613.0,2252.0,2196.0,55.0,21.0,156.0,1181.0,209.0,,546.0,336.0,,257.0,25560.0,,5209.0,2558.0,162.0,148980.0,19801.0,350.0,120.0,,301.0,,,297.0,0.0,3.0,,,,,,23232.0,23232.0,7423.0,7423.0,,7310.0,,,,15.0,2934.0,,749.0,104.0,3736.0,2764.0,972.0,961.0,,,,,,,234844.0
BVH,Q32009,,,12609.0,2771.0,2771.0,0.0,7331.0,7331.0,0.0,0.0,2466.0,2466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,18089.0,1733.0,1733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,1547.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,14732.0,0.0,0.0,0.0,0.0,0.0,14732.0,53.0,0.0,0.0,0.0,53.0,0.0,,,30697.0,,21035.0,1998.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,16974.0,16974.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2063.0,0.0,0.0,2014.0,50.0,0.0,0.0,0.0,0.0,0.0,,8315.0,8315.0,5730.0,0.0,0.0,1838.0,0.0,0.0,0.0,16.0,9.0,9.0,40.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347.0,30697.0
BVH,Q32010,,,18816.0,3932.0,976.0,2957.0,11505.0,12287.0,-782.0,,3212.0,1255.0,,,22.0,34.0,,108.0,-61.0,,1853.0,128.0,128.0,0.0,39.0,22.0,,,4.0,5.0,0.0,8.0,,,,23789.0,4235.0,0.0,,0.0,0.0,,4269.0,27.0,,-34.0,1807.0,558.0,23.0,0.0,0.0,656.0,23.0,,594.0,17658.0,0.0,314.0,,-160.0,,17503.0,65.0,16.0,15.0,,7.0,0.0,,,42605.0,,30750.0,7308.0,2095.0,4046.0,,,68.0,98.0,139.0,71.0,0.0,741.0,,0.0,50.0,0.0,18381.0,2322.0,1066.0,311.0,13776.0,884.0,1.0,,0.0,5061.0,2545.0,2427.0,0.0,0.0,19.0,44.0,27.0,0.0,0.0,,10524.0,10524.0,6267.0,,,3180.0,0.0,0.0,0.0,33.0,10.0,12.0,70.0,0.0,952.0,,,,0.0,0.0,0.0,0.0,0.0,1330.0,42605.0
BVH,Q32011,,,19334.0,6082.0,572.0,5510.0,9409.0,10391.0,-982.0,,3566.0,1775.0,,,46.0,0.0,,1862.0,-117.0,,0.0,143.0,143.0,0.0,134.0,76.0,,,3.0,10.0,0.0,45.0,,,,25930.0,6744.0,6806.0,,0.0,0.0,,0.0,27.0,,-63.0,2011.0,836.0,23.0,0.0,0.0,719.0,23.0,,455.0,17082.0,0.0,368.0,,-405.0,,17119.0,71.0,16.0,20.0,,8.0,0.0,,,45264.0,,32713.0,4709.0,383.0,3497.0,,,8.0,120.0,221.0,59.0,48.0,329.0,,0.0,44.0,0.0,19763.0,2678.0,1454.0,369.0,14272.0,962.0,27.0,,0.0,8241.0,0.0,0.0,31.0,8162.0,4.0,45.0,0.0,0.0,0.0,,11230.0,11230.0,6805.0,,,3184.0,0.0,0.0,0.0,16.0,14.0,18.0,104.0,104.0,985.0,,,,0.0,0.0,0.0,0.0,0.0,1321.0,45264.0
BVH,Q32012,,,18860.0,5330.0,2220.0,3109.0,9410.0,10486.0,-1076.0,,3834.0,1787.0,,,45.0,0.0,,2124.0,-122.0,,0.0,160.0,160.0,0.0,126.0,44.0,,,5.0,2.0,0.0,75.0,,,,26676.0,5695.0,5828.0,,0.0,0.0,,0.0,25.0,,-132.0,1982.0,880.0,23.0,0.0,0.0,784.0,23.0,,317.0,18838.0,0.0,358.0,,-614.0,,19094.0,137.0,56.0,41.0,,15.0,0.0,,,45535.0,,32430.0,4392.0,0.0,3000.0,,,10.0,34.0,276.0,48.0,0.0,938.0,,46.0,42.0,0.0,20499.0,2917.0,1298.0,199.0,14759.0,1292.0,34.0,,0.0,7538.0,0.0,0.0,37.0,7447.0,9.0,45.0,0.0,0.0,0.0,,11770.0,11770.0,6805.0,,,3184.0,0.0,0.0,0.0,16.0,18.0,25.0,149.0,104.0,1469.0,,,,0.0,0.0,0.0,0.0,0.0,1335.0,45535.0
BVH,Q32013,,,19750.0,5276.0,925.0,4351.0,9834.0,11090.0,-1256.0,,4318.0,1882.0,,,36.0,0.0,,2572.0,-173.0,,0.0,179.0,179.0,0.0,143.0,69.0,,,2.0,0.0,0.0,72.0,,,,31883.0,7832.0,7922.0,,0.0,0.0,,0.0,28.0,,-90.0,1913.0,855.0,23.0,0.0,0.0,765.0,23.0,,294.0,21999.0,0.0,361.0,,-354.0,,21992.0,115.0,43.0,36.0,,8.0,0.0,,,51633.0,,37692.0,7829.0,550.0,6364.0,,,7.0,76.0,268.0,38.0,0.0,412.0,,46.0,69.0,0.0,22716.0,2189.0,1246.0,153.0,17661.0,1426.0,41.0,,0.0,7147.0,0.0,0.0,47.0,7091.0,10.0,0.0,0.0,0.0,0.0,,11835.0,11835.0,6805.0,,,3184.0,0.0,0.0,0.0,16.0,20.0,30.0,194.0,104.0,1482.0,,,,0.0,0.0,0.0,0.0,0.0,2105.0,51633.0
BVH,Q32014,,,21140.0,2540.0,1411.0,1129.0,13134.0,14602.0,-1468.0,,3700.0,1034.0,,,105.0,0.0,,2780.0,-219.0,,0.0,190.0,190.0,0.0,1576.0,64.0,,,0.0,0.0,0.0,1512.0,,,,27280.0,0.0,0.0,,0.0,0.0,,0.0,47.0,,0.0,1893.0,800.0,23.0,0.0,0.0,792.0,23.0,,300.0,25214.0,0.0,2039.0,,-40.0,,23215.0,149.0,57.0,29.0,,14.0,0.0,,,48420.0,,35887.0,8105.0,15.0,6525.0,,,7.0,55.0,387.0,68.0,0.0,972.0,,0.0,77.0,0.0,27718.0,3030.0,1599.0,78.0,21389.0,1574.0,48.0,,0.0,64.0,0.0,0.0,58.0,0.0,6.0,0.0,0.0,0.0,0.0,,11974.0,11974.0,6805.0,,,3184.0,0.0,0.0,0.0,16.0,10.0,11.0,235.0,104.0,1609.0,,,,0.0,0.0,0.0,0.0,0.0,559.0,48420.0
BVH,Q32015,,,25070.0,3469.0,2086.0,1383.0,15898.0,1786.0,-413.0,14525.0,3860.0,3070.0,1011.0,2059.0,70.0,0.0,829.0,233.0,-342.0,0.0,0.0,225.0,225.0,0.0,428.0,336.0,295.0,41.0,1.0,0.0,0.0,90.0,1191.0,562.0,629.0,28463.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,19.0,20.0,0.0,1663.0,816.0,23.0,0.0,0.0,847.0,23.0,215.0,215.0,26408.0,0.0,2033.0,366.0,-46.0,24055.0,0.0,114.0,59.0,32.0,0.0,23.0,0.0,,,53534.0,,40547.0,40462.0,32.0,1123.0,1123.0,0.0,23.0,97.0,429.0,83.0,0.0,369.0,90.0,0.0,130.0,5013.0,33007.0,3121.0,1504.0,179.0,26588.0,1557.0,57.0,65.0,0.0,86.0,0.0,0.0,70.0,0.0,15.0,0.0,0.0,0.0,0.0,,12987.0,12987.0,6805.0,6805.0,0.0,3184.0,0.0,0.0,0.0,16.0,135.0,0.0,283.0,104.0,1851.0,931.0,920.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,53534.0
BVH,Q32016,,,25672.0,2591.0,1448.0,1143.0,17129.0,2263.0,-359.0,15225.0,4112.0,3287.0,1107.0,2180.0,83.0,0.0,883.0,229.0,-370.0,0.0,0.0,81.0,81.0,0.0,435.0,358.0,318.0,39.0,2.0,0.0,0.0,76.0,1324.0,702.0,623.0,41752.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,26.0,21.0,0.0,1642.0,830.0,23.0,0.0,0.0,813.0,23.0,235.0,235.0,39656.0,0.0,2488.0,603.0,-52.0,36618.0,0.0,148.0,80.0,46.0,0.0,22.0,0.0,,,67424.0,,53784.0,53685.0,1.0,1289.0,1136.0,153.0,19.0,119.0,619.0,86.0,0.0,436.0,148.0,0.0,120.0,10327.0,40467.0,3398.0,1554.0,183.0,33870.0,1397.0,65.0,53.0,0.0,99.0,0.0,0.0,92.0,2.0,5.0,0.0,0.0,0.0,0.0,,13641.0,13641.0,6805.0,6805.0,0.0,3184.0,0.0,0.0,0.0,15.0,295.0,0.0,316.0,104.0,2275.0,1219.0,1056.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,67424.0
BVH,Q32017,,,40745.0,3393.0,1823.0,1570.0,29312.0,2270.0,-341.0,27383.0,5628.0,4444.0,1763.0,2681.0,34.0,0.0,1101.0,441.0,-393.0,0.0,0.0,143.0,143.0,0.0,569.0,524.0,468.0,56.0,29.0,0.0,0.0,17.0,1699.0,999.0,700.0,45041.0,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,62.0,0.0,1618.0,823.0,45.0,0.0,0.0,796.0,45.0,436.0,436.0,42463.0,0.0,2857.0,367.0,-31.0,39271.0,0.0,415.0,354.0,54.0,0.0,7.0,0.0,,,85786.0,,71623.0,71490.0,42.0,1835.0,1727.0,108.0,13.0,77.0,763.0,110.0,0.0,452.0,148.0,0.0,84.0,17160.0,50763.0,4240.0,1719.0,177.0,43083.0,1471.0,73.0,44.0,0.0,132.0,0.0,0.0,123.0,4.0,5.0,0.0,0.0,0.0,0.0,,14163.0,14163.0,6805.0,6805.0,0.0,3184.0,0.0,0.0,0.0,15.0,457.0,0.0,379.0,104.0,2527.0,1320.0,1207.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,85786.0
BVH,Q32018,,,54557.0,3066.0,2532.0,534.0,40355.0,3126.0,-372.0,37601.0,7119.0,5320.0,2357.0,2963.0,28.0,0.0,1500.0,637.0,-366.0,0.0,0.0,154.0,154.0,0.0,640.0,594.0,544.0,49.0,30.0,0.0,0.0,15.0,3224.0,1454.0,1771.0,46426.0,70.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,70.0,0.0,1596.0,825.0,45.0,0.0,0.0,771.0,45.0,646.0,646.0,43635.0,0.0,2933.0,368.0,-39.0,40373.0,0.0,434.0,381.0,39.0,0.0,14.0,0.0,,,100984.0,,85691.0,85084.0,39.0,2957.0,2790.0,167.0,26.0,28.0,713.0,151.0,0.0,1665.0,207.0,0.0,149.0,11804.0,67278.0,5025.0,3100.0,24.0,57534.0,1512.0,83.0,67.0,0.0,607.0,0.0,0.0,177.0,429.0,1.0,0.0,0.0,0.0,0.0,,15293.0,15293.0,7009.0,7009.0,0.0,3713.0,0.0,0.0,0.0,15.0,622.0,0.0,418.0,104.0,2696.0,1829.0,867.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,100984.0
BVH,Q32019,,,77438.0,1994.0,1650.0,344.0,62349.0,3697.0,-394.0,59046.0,9101.0,7166.0,2877.0,4289.0,69.0,0.0,1769.0,489.0,-392.0,0.0,0.0,143.0,143.0,0.0,694.0,652.0,591.0,61.0,29.0,0.0,0.0,13.0,3155.0,1576.0,1580.0,44386.0,71.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,71.0,0.0,1615.0,882.0,45.0,0.0,0.0,733.0,45.0,717.0,717.0,41572.0,0.0,2790.0,292.0,-6.0,38496.0,0.0,365.0,296.0,38.0,0.0,31.0,0.0,,,121824.0,,105437.0,22189.0,206.0,3179.0,3068.0,111.0,15.0,59.0,678.0,99.0,0.0,1183.0,208.0,0.0,139.0,16338.0,0.0,5379.0,3337.0,0.0,70816.0,1922.0,1058.0,85.0,0.0,735.0,0.0,0.0,215.0,520.0,0.0,0.0,0.0,0.0,0.0,,16387.0,16387.0,7009.0,7009.0,0.0,3713.0,0.0,0.0,0.0,15.0,793.0,0.0,468.0,104.0,3558.0,2604.0,954.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,121824.0
BVH,Q32020,,,99896.0,3177.0,1779.0,1398.0,85415.0,2565.0,-230.0,83080.0,8241.0,6530.0,1551.0,4979.0,73.0,0.0,1630.0,417.0,-409.0,0.0,0.0,128.0,128.0,0.0,654.0,612.0,578.0,34.0,25.0,1.0,0.0,16.0,2282.0,1209.0,1073.0,45065.0,68.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0,0.0,1827.0,882.0,45.0,0.0,0.0,945.0,45.0,534.0,534.0,42334.0,0.0,2837.0,953.0,-211.0,38755.0,0.0,257.0,228.0,15.0,0.0,15.0,0.0,,,144961.0,,124042.0,23565.0,397.0,2352.0,2320.0,32.0,13.0,63.0,841.0,89.0,0.0,735.0,106.0,0.0,156.0,18610.0,0.0,5034.0,2468.0,36.0,89142.0,1955.0,1287.0,204.0,0.0,555.0,0.0,0.0,242.0,308.0,5.0,0.0,0.0,0.0,0.0,,20919.0,20919.0,7423.0,7423.0,0.0,7310.0,0.0,0.0,0.0,15.0,961.0,0.0,512.0,104.0,3828.0,2781.0,1047.0,766.0,0.0,0.0,0.0,0.0,0.0,0.0,144961.0
BVH,Q32021,,,98980.0,15872.0,1015.0,14857.0,70966.0,2546.0,-65.0,68485.0,9348.0,5840.0,1605.0,4236.0,74.0,,3436.0,413.0,-416.0,0.0,,145.0,145.0,,520.0,480.0,438.0,41.0,24.0,0.0,,16.0,2129.0,1019.0,1110.0,66142.0,69.0,,,,,,69.0,,69.0,,1898.0,959.0,45.0,,,939.0,45.0,427.0,427.0,63551.0,,3041.0,1042.0,-44.0,59512.0,,153.0,123.0,13.0,,17.0,,,,165122.0,,142997.0,23050.0,2222.0,2871.0,2845.0,26.0,16.0,147.0,1625.0,181.0,,1319.0,81.0,,202.0,14302.0,,4354.0,2395.0,42.0,107418.0,4989.0,196.0,83.0,,553.0,,,280.0,269.0,3.0,,,,,,22125.0,22125.0,7423.0,7423.0,,7310.0,,,,15.0,1271.0,,563.0,104.0,4614.0,3321.0,1293.0,825.0,,,,,,,165122.0
