stock_code,time,,TÀI SẢN,A. TÀI SẢN NGẮN HẠN,I. Tài sản tài chính ngắn hạn,1. Tiền và các khoản tương đương tiền,1.1. Tiền,1.2. Các khoản tương đương tiền,Các khoản đầu tư tài chính ngắn hạn,+Đầu tư ngắn hạn,+Đầu tư ngắn hạn của người ủy thác Đầu tư,Dự phòng giảm giá đầu tư ngắn hạn,2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),4. Các khoản cho vay,5. Các tài sản tài chính sẵn sàn để bán (AFS),6. Dự phòng suy giảm giá trị tài sản tài chính và tài sản thế chấp,7. Các khoản phải thu ngắn hạn,7.1. Phải thu bán các tài sản tài chính,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","Trong đó: Phải thu khó đòi về cổ tức, tiền lãi đến ngày nhận  nhưng chưa nhận được","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",Trả trước cho người bán,9. Phải thu các dịch vụ CTCK cung cấp,Phải thu hoạt động giao dịch chứng khoán,10. Phải thu nội bộ ngắn hạn,11. Phải thu về lỗi giao dịch chứng khoán,12. Các khoản phải thu khác,13. Dự phòng suy giảm giá trị các khoản phải thu,Dự phòng các khoản phải thu ngắn hạn khó đòi,Phải thu khách hàng,Hàng tồn kho,Hàng tồn kho (chi tiết),Dự phòng giảm giá hàng tồn kho,II. Tài sản ngắn hạn khác,1. Tạm ứng,"2. Vật tư văn phòng, công cụ, dụng cụ",3. Chi phí trả trước ngắn hạn,"4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn",8. Thuế GTGT còn được khấu trừ,Thuế và các khoản khác phải thu của nhà nước,Giao dịch mua bán lại trái phiếu Chính phủ (TS),5. Tài sản ngắn hạn khác,6. Dự phòng suy giảm giá trị tài sản ngắn hạn khác,B. TÀI SẢN DÀI HẠN,I. Tài sản tài chính dài hạn,1. Các khoản phải thu dài hạn,1.1. Phải thu dài hạn của khách hàng,1.2. Vốn kinh doanh ở các đơn vị trực thuộc,1.3.  Phải thu dài hạn nội bộ,1.4. Phải thu dài hạn khác,1.5. Dự phòng phải thu dài hạn khó đòi,2. Các khoản đầu tư,2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,2.2. Đầu tư vào công ty con,"2.3 Đầu tư vào công ty liên kết, liên doanh",2.4 Đầu tư chứng khoán dài hạn,- Chứng khoán sẵn sàng để bán,- Chứng khoán nắm giữ đến ngày đáo hạn,2.5 Đầu tư dài hạn khác,2.6 Dự phòng giảm giá đầu tư dài hạn,II. Tài sản cố định,1. Tài sản cố định hữu hình,- Nguyên giá,- Giá trị hao mòn lũy kế,- Đánh giá TSCĐHH theo giá trị hợp lý,2. Tài sản cố định thuê tài chính,- Đánh giá TSCĐTTC theo giá trị hợp lý,3. Tài sản cố định vô hình,- Đánh giá TSCĐVH theo giá trị hợp lý,III. Bất động sản đầu tư,- Đánh giá BĐSĐT theo giá trị hợp lý,IV. Chi phí xây dựng cơ bản dở dang,V. Tài sản dài hạn khác,"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",2. Chi phí trả trước dài hạn,3. Tài sản thuế thu nhập hoãn lại,4. Tiền nộp Quỹ hỗ trợ thanh toán,5. Tài sản dài hạn khác,6. Lợi thế thương mại,VI. Dự phòng suy giảm giá trị tài sản dài hạn,TỔNG CỘNG TÀI SẢN (270=100+200),NGUỒN VỐN,A. NỢ PHẢI TRẢ (300=310+340),I. Nợ ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,1.1. Vay ngắn hạn,1.2 Nợ thuê tài sản tài chính ngắn hạn,2. Vay tài sản tài chính ngắn hạn,3. Trái phiếu chuyển đổi ngắn hạn,4. Trái phiếu phát hành ngắn hạn,5. Vay quỹ hỗ trợ thanh toán,6. Phải trả hoạt động giao dịch chứng khoán,7. Phải trả về lỗi giao dịch các tài sản tài chính,8. Phải trả người bán ngắn hạn,9. Người mua trả tiền trước ngắn hạn,10. Thuế và các khoản phải nộp Nhà nước,11. Phải trả người lao động,12. Các khoản trích nộp phúc lợi nhân viên,13. Chi phí phải trả ngắn hạn,14. Phải trả nội bộ ngắn hạn,15. Doanh thu chưa thực hiện ngắn hạn,"16. Nhận ký quỹ, ký cược ngắn hạn","17. Các khoản phải trả, phải nộp khác ngắn hạn","Phải trả hộ cổ tức, gốc và lãi trái phiếu",Phải trả tổ chức phát hành chứng khoán,18. Dự phòng phải trả ngắn hạn,Giao dịch mua bán lại trái phiếu chính phủ,19. Quỹ khen thưởng phúc lợi,II. Nợ dài hạn,1. Vay và nợ thuê tài chính dài hạn,1.1. Vay dài hạn,1.2 Nợ thuê tài sản tài chính dài hạn,2. Vay tài sản tài chính dài hạn,3. Trái phiếu chuyển đổi dài hạn,4. Trái phiếu phát hành dài hạn,5. Phải trả người bán dài hạn,6. Người mua trả tiền trước dài hạn,7. Chi phí phải trả dài hạn,8. Phải trả nội bộ dài hạn,9. Doanh thu chưa thực hiện dài hạn,"10. Nhận ký quỹ, ký cược dài hạn","11. Phải trả, phải nộp khác dài hạn",Vốn nhận ủy thác đầu tư dài hạn,Dự phòng trợ cấp mất việc làm,12. Dự phòng phải trả dài hạn,13. Dự phòng bồi thường thiệt hại cho nhà đầu tư,14. Thuế thu nhập hoãn lại phải trả,15. Quỹ phát triển khoa học và công nghệ,B. VỐN CHỦ SỞ HỮU (400=410+420),I. Vốn chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,1.1. Vốn góp của chủ sở hữu,a. Cổ phiếu phổ thông,b. Cổ phiếu ưu đãi,1.2. Thặng dư vốn cổ phần,1.3. Quyền chọn chuyển đổi trái phiếu,1.4. Vốn khác của chủ sở hữu,1.5. Cổ phiếu quỹ,2. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,3. Chênh lệch tỷ giá hối đoái,4. Quỹ dự trữ điều lệ,Quỹ đầu tư phát triển,5. Quỹ dự phòng tài chính và rủi ro nghề nghiệp,6. Quỹ khác thuộc vốn chủ sở hữu,7. Lợi nhuận sau thuế chưa phân phối,7.1. Lợi nhuận đã thực hiện,7.2. Lợi nhuận chưa thực hiện,Nguồn vốn đầu tư XDCB,Quỹ hỗ trợ sắp xếp doanh nghiệp,8. Lợi ích cổ đông không nắm quyền kiểm soát,II. Nguồn kinh phí và quỹ khác,1. Nguồn kinh phí,2. Nguồn kinh phí đã hình thành TSCĐ,TỔNG CỘNG NGUỒN VỐN  (440=300+400),LỢI NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,1. Lợi nhuận đã phân phối cho Nhà đầu tư trong năm
SSI,Q32007,,,6204.0,,1894.0,1894.0,0.0,2190.0,2210.0,0.0,-20.0,,,,,,2106.0,,,,,,286.0,,56.0,0.0,,1688.0,,0.0,75.0,0.0,0.0,0.0,15.0,,,4.0,,0.0,0.0,0.0,11.0,,291.0,,0.0,0.0,0.0,0.0,0.0,0.0,235.0,,0.0,0.0,235.0,235.0,0.0,0.0,0.0,43.0,24.0,0.0,0.0,,0.0,,19.0,,0.0,,0.0,13.0,,13.0,0.0,0.0,0.0,0.0,,6495.0,,2466.0,1821.0,0.0,,,,,,,1219.0,,8.0,0.0,-8.0,0.0,,56.0,0.0,0.0,,12.0,2.0,518.0,0.0,0.0,13.0,646.0,556.0,,,,,,0.0,,,0.0,0.0,,1.0,89.0,0.0,0.0,0.0,0.0,0.0,4028.0,4028.0,,800.0,,,2396.0,,0.0,0.0,0.0,0.0,,0.0,27.0,0.0,805.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6495.0,,
SSI,Q32008,,,3031.0,,1622.0,1622.0,0.0,1116.0,728.0,420.0,-32.0,,,,,,235.0,,,,,,22.0,,68.0,0.0,,13.0,,0.0,132.0,0.0,0.0,0.0,58.0,,,8.0,,0.0,0.0,0.0,50.0,,3034.0,,0.0,0.0,0.0,0.0,0.0,0.0,2867.0,,0.0,475.0,2567.0,2567.0,0.0,82.0,-257.0,147.0,39.0,0.0,0.0,,0.0,,108.0,,0.0,,0.0,21.0,,6.0,0.0,6.0,8.0,0.0,,6066.0,,2025.0,1128.0,100.0,,,,,,,770.0,,108.0,3.0,21.0,0.0,,62.0,0.0,0.0,,44.0,19.0,2.0,0.0,0.0,0.0,897.0,389.0,,,,,,0.0,,,0.0,0.0,,0.0,508.0,0.0,0.0,0.0,0.0,0.0,4040.0,4040.0,,1367.0,,,1996.0,,0.0,0.0,-82.0,0.0,,104.0,115.0,541.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6066.0,,
SSI,Q32009,,,4518.0,,3245.0,2134.0,1111.0,904.0,924.0,0.0,-20.0,,,,,,361.0,,,,,,4.0,,1.0,0.0,,122.0,,0.0,234.0,0.0,0.0,0.0,9.0,,,4.0,,0.0,0.0,0.0,5.0,,2587.0,,0.0,0.0,0.0,0.0,0.0,0.0,2402.0,,0.0,504.0,1813.0,1813.0,0.0,126.0,-42.0,163.0,35.0,0.0,0.0,,0.0,,127.0,,0.0,,1.0,22.0,,8.0,0.0,8.0,6.0,0.0,,7105.0,,2401.0,1975.0,0.0,,,,,,,1809.0,,3.0,2.0,69.0,0.0,,26.0,0.0,0.0,,7.0,2.0,1.0,0.0,0.0,56.0,426.0,222.0,,,,,,0.0,,,0.0,0.0,,200.0,0.0,4.0,0.0,0.0,0.0,0.0,4704.0,4704.0,,1533.0,,,2096.0,,0.0,0.0,0.0,0.0,,0.0,140.0,0.0,935.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7105.0,,
SSI,Q32010,,,6934.0,,2355.0,1260.0,1095.0,3035.0,3157.0,0.0,-122.0,,,,,,1537.0,,,,,,15.0,,0.0,0.0,,139.0,,0.0,1383.0,0.0,0.0,0.0,7.0,,,5.0,,0.0,0.0,0.0,2.0,,2108.0,,0.0,0.0,0.0,0.0,0.0,0.0,1887.0,,0.0,423.0,1417.0,1417.0,0.0,126.0,-80.0,177.0,40.0,0.0,0.0,,0.0,,136.0,,0.0,,1.0,44.0,,26.0,0.0,11.0,7.0,0.0,,9041.0,,3617.0,3458.0,2000.0,,,,,,,944.0,,4.0,50.0,71.0,2.0,,56.0,0.0,0.0,,236.0,9.0,9.0,0.0,0.0,77.0,159.0,0.0,,,,,,0.0,,,0.0,0.0,,13.0,140.0,4.0,0.0,0.0,1.0,0.0,5351.0,5351.0,,3511.0,,,341.0,,0.0,0.0,0.0,0.0,,0.0,221.0,0.0,1279.0,,,0.0,0.0,73.0,0.0,0.0,0.0,9041.0,,
SSI,Q32011,,,4351.0,,2540.0,1018.0,1522.0,1362.0,1679.0,72.0,-389.0,,,,,,442.0,,,,,,4.0,,0.0,0.0,,91.0,,-6.0,352.0,0.0,0.0,0.0,7.0,,,4.0,,0.0,0.0,0.0,3.0,,2503.0,,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,,0.0,621.0,1296.0,1296.0,0.0,226.0,-169.0,169.0,38.0,282.0,0.0,,0.0,,130.0,,282.0,,1.0,50.0,,25.0,6.0,13.0,7.0,28.0,,6855.0,,1809.0,1701.0,0.0,,,,,,,836.0,,2.0,79.0,7.0,0.0,,15.0,0.0,,,655.0,14.0,1.0,0.0,0.0,92.0,107.0,0.0,,,,,,0.0,,,0.0,0.0,,0.0,94.0,3.0,0.0,0.0,10.0,0.0,4969.0,4969.0,,3511.0,,,341.0,,0.0,-89.0,0.0,0.0,,0.0,289.0,0.0,916.0,,,0.0,0.0,77.0,0.0,0.0,0.0,6855.0,,
SSI,Q32012,,,4904.0,,2482.0,873.0,1609.0,1784.0,2011.0,0.0,-227.0,,,,,,630.0,,,,,,75.0,,11.0,0.0,,289.0,,-24.0,279.0,0.0,0.0,0.0,8.0,,,5.0,,0.0,0.0,0.0,3.0,,3305.0,,0.0,0.0,0.0,0.0,0.0,0.0,2807.0,,0.0,1406.0,1051.0,1051.0,0.0,549.0,-199.0,147.0,24.0,284.0,-12.0,,0.0,,122.0,,271.0,,1.0,80.0,,11.0,47.0,15.0,6.0,0.0,,8209.0,,3097.0,3066.0,178.0,,,,,,,687.0,,0.0,399.0,7.0,0.0,,46.0,0.0,3.0,,1223.0,446.0,1.0,0.0,0.0,76.0,30.0,0.0,,,,,,0.0,,,0.0,0.0,,1.0,0.0,3.0,0.0,0.0,26.0,0.0,5029.0,5029.0,,3526.0,,,341.0,,-1.0,-89.0,0.0,0.0,,0.0,289.0,0.0,963.0,,,0.0,0.0,84.0,0.0,0.0,0.0,8209.0,,
SSI,Q32013,,,5097.0,,2542.0,1052.0,1490.0,1663.0,1821.0,,-158.0,,,,,,882.0,,,,,,7.0,,27.0,,,484.0,,-57.0,421.0,,,,10.0,,,7.0,,0.0,,,3.0,,3343.0,,,,,,,,2863.0,,,1363.0,1094.0,1094.0,,549.0,-143.0,138.0,21.0,284.0,-21.0,,,,117.0,,263.0,,,79.0,,2.0,53.0,17.0,6.0,,,8439.0,,3181.0,3148.0,75.0,,,,,,,862.0,,0.0,120.0,15.0,0.0,,16.0,,1.0,,1959.0,8.0,1.0,,,90.0,33.0,,,,,,,,,,,,,1.0,,,,,32.0,,5175.0,5175.0,,3538.0,,,345.0,,-5.0,-89.0,,,,,336.0,,1050.0,,,,,83.0,,,,8439.0,,
SSI,Q32014,,,7643.0,,2337.0,1952.0,385.0,2825.0,2902.0,,-78.0,,,,,,2463.0,,,,,,14.0,,0.0,,,50.0,,-1.0,2400.0,,,,19.0,,,4.0,,0.0,,,14.0,,2570.0,,,,,,,,2067.0,,,955.0,876.0,876.0,,539.0,-303.0,140.0,19.0,284.0,-29.0,,,,121.0,,254.0,,,109.0,,0.0,82.0,20.0,6.0,,,10213.0,,4539.0,4510.0,1351.0,,,,,,,1735.0,,2.0,70.0,90.0,3.0,,38.0,,0.0,,752.0,364.0,1.0,,,104.0,29.0,,,,,,,,,,,,,1.0,,,,,29.0,,5590.0,5590.0,,3538.0,,,342.0,,-4.0,,,,,,373.0,,1341.0,,,,,83.0,,,,10213.0,,
SSI,Q32015,,,9200.0,,1960.0,1876.0,84.0,4425.0,4508.0,0.0,-83.0,,,,,,2737.0,,,,,,5.0,,117.0,0.0,,39.0,,-3.0,2579.0,0.0,0.0,0.0,78.0,,,8.0,,0.0,0.0,0.0,70.0,,2492.0,,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,,0.0,753.0,1054.0,1054.0,0.0,109.0,-116.0,134.0,16.0,312.0,-41.0,,0.0,,118.0,,271.0,,0.0,287.0,,2.0,29.0,20.0,236.0,0.0,,11692.0,,5297.0,4570.0,2537.0,,,,,,,1641.0,,1.0,11.0,66.0,3.0,,47.0,0.0,0.0,,133.0,6.0,7.0,0.0,0.0,117.0,727.0,688.0,,,,,,0.0,,,0.0,29.0,,1.0,0.0,0.0,0.0,0.0,10.0,0.0,6313.0,6313.0,,4701.0,,,29.0,,-4.0,0.0,0.0,31.0,,0.0,452.0,0.0,1104.0,,,0.0,0.0,82.0,0.0,0.0,0.0,11692.0,,
SSI,Q32016,,,12433.0,12186.0,447.0,364.0,83.0,,,,,1337.0,5678.0,3983.0,704.0,-31.0,18.0,12.0,6.0,0.0,,5.0,,13.0,,,,43.0,-5.0,,,,,,247.0,11.0,,6.0,1.0,,,,230.0,,1482.0,983.0,,,,,,,983.0,300.0,,683.0,,,,,,132.0,14.0,308.0,-50.0,,,,118.0,,258.0,,0.0,108.0,18.0,14.0,57.0,20.0,,,,13915.0,,6477.0,6243.0,5373.0,5373.0,,,,376.0,,119.0,,2.0,6.0,98.0,4.0,0.0,50.0,,0.0,,64.0,,,,,152.0,234.0,,,,,,200.0,,,,,34.0,0.0,,,,,,1.0,,7439.0,7439.0,4821.0,4801.0,4801.0,,29.0,,-9.0,0.0,-4.0,27.0,312.0,,227.0,,1976.0,-199.0,2175.0,,,80.0,,,,13915.0,,
SSI,Q32017,,,15772.0,15622.0,559.0,261.0,298.0,0.0,0.0,0.0,0.0,1882.0,6709.0,4729.0,1715.0,-21.0,7.0,3.0,4.0,0.0,0.0,4.0,24.0,29.0,0.0,0.0,0.0,6.0,-16.0,0.0,0.0,0.0,0.0,0.0,150.0,14.0,0.0,8.0,1.0,0.0,0.0,0.0,127.0,0.0,1580.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,155.0,0.0,811.0,0.0,0.0,0.0,0.0,0.0,148.0,29.0,314.0,-60.0,0.0,0.0,0.0,119.0,0.0,254.0,0.0,51.0,161.0,19.0,35.0,72.0,20.0,15.0,0.0,0.0,17352.0,,8450.0,7818.0,6818.0,6818.0,0.0,0.0,0.0,200.0,0.0,272.0,0.0,4.0,5.0,56.0,4.0,0.0,66.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,187.0,631.0,0.0,0.0,0.0,0.0,0.0,569.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,8903.0,8903.0,4928.0,4901.0,4901.0,0.0,29.0,0.0,0.0,-2.0,868.0,34.0,355.0,0.0,271.0,0.0,2369.0,2402.0,-33.0,0.0,0.0,77.0,0.0,0.0,0.0,17352.0,0.0,0.0
SSI,Q32018,,,20996.0,20970.0,223.0,223.0,,,,,,1764.0,11836.0,5429.0,1659.0,-27.0,3.0,3.0,,,,,28.0,67.0,,,,4.0,-15.0,,,,,,26.0,5.0,4.0,14.0,1.0,,,,3.0,,2416.0,1908.0,,,,,,,1908.0,1153.0,,755.0,,,,,,122.0,87.0,280.0,-63.0,,,,35.0,,218.0,,4.0,164.0,24.0,33.0,72.0,20.0,,15.0,,23413.0,,13901.0,12678.0,10623.0,10623.0,,,,255.0,,0.0,,10.0,57.0,114.0,14.0,0.0,106.0,,0.0,1.0,1277.0,,,,,223.0,1222.0,,,,,1059.0,,,2.0,,,38.0,,,,,,,122.0,,9512.0,9512.0,5135.0,5001.0,5001.0,,29.0,114.0,,-9.0,430.0,43.0,412.0,,328.0,,3097.0,3194.0,-97.0,,,67.0,,,,23413.0,,
SSI,Q32019,,,23414.0,23375.0,344.0,301.0,43.0,,,,,2885.0,13643.0,5366.0,1082.0,-30.0,313.0,313.0,,,,,49.0,27.0,,,,8.0,-312.0,,,,,,39.0,7.0,2.0,26.0,1.0,,,,3.0,,2269.0,1771.0,,,,,,,1771.0,1001.0,,770.0,,,,,,134.0,85.0,279.0,-71.0,,,,50.0,,208.0,,4.0,152.0,28.0,38.0,51.0,20.0,,15.0,,25683.0,,15959.0,14727.0,13549.0,13549.0,,,,,,53.0,,9.0,26.0,76.0,11.0,0.0,53.0,,0.0,1.0,683.0,,,,,266.0,1232.0,,,,,1096.0,,,,,,51.0,0.0,,,,,,84.0,,9724.0,9724.0,5225.0,5101.0,5101.0,,29.0,114.0,,-19.0,280.0,41.0,477.0,,393.0,,3242.0,3444.0,-202.0,,,66.0,,,,25683.0,,
SSI,Q32020,,,21050.0,21003.0,212.0,212.0,,,,,,10444.0,5354.0,4711.0,197.0,-48.0,362.0,316.0,46.0,,,46.0,48.0,24.0,,,,5.0,-306.0,,,,,,47.0,17.0,1.0,23.0,2.0,,,,5.0,,5883.0,5391.0,,,,,,,5391.0,4596.0,,795.0,,,,,,136.0,90.0,278.0,-79.0,,,,47.0,,199.0,,42.0,115.0,28.0,23.0,29.0,20.0,,15.0,,26933.0,,17436.0,17381.0,15305.0,15305.0,,,1136.0,,,25.0,,23.0,34.0,105.0,7.0,0.0,83.0,,0.0,2.0,430.0,,,,,232.0,56.0,,,,,,,,,,,53.0,,,,,,,3.0,,9496.0,9496.0,6154.0,6029.0,6029.0,,29.0,114.0,,-19.0,-16.0,40.0,522.0,,438.0,,2296.0,2332.0,-36.0,,,63.0,,,,26933.0,,
SSI,Q32021,,,41317.0,41237.0,290.0,268.0,22.0,,,,,13688.0,7838.0,18293.0,266.0,-62.0,297.0,262.0,35.0,,,35.0,859.0,25.0,,,,7.0,-265.0,,,,,,80.0,11.0,1.0,53.0,4.0,,,,9.0,,6287.0,5792.0,,,,,,,5792.0,4983.0,,809.0,,,,,,171.0,127.0,273.0,-85.0,,,,44.0,,187.0,,34.0,103.0,29.0,24.0,14.0,20.0,,15.0,,47604.0,,35526.0,35461.0,34213.0,34213.0,,,,,,418.0,,10.0,4.0,254.0,14.0,0.0,119.0,,4.0,1.0,171.0,,,,,252.0,65.0,,,,,,,,,,,53.0,,,,,,,12.0,,12078.0,12078.0,9532.0,8756.0,8756.0,,797.0,,,-21.0,-4.0,34.0,61.0,,496.0,,1897.0,1904.0,-7.0,,,62.0,,,,47604.0,,
SSI,Q32022,,,42024.0,41874.0,616.0,518.0,98.0,,,,,21297.0,3234.0,15593.0,266.0,-62.0,357.0,243.0,114.0,,,114.0,549.0,38.0,,,,228.0,-241.0,,,,,,150.0,30.0,4.0,77.0,1.0,0.0,,,38.0,,3412.0,2726.0,,,,,,,2726.0,2121.0,,605.0,,,,,,206.0,139.0,371.0,-99.0,,,,67.0,,271.0,,56.0,153.0,33.0,48.0,37.0,20.0,,15.0,,45436.0,,23275.0,23221.0,21405.0,21405.0,,,,,,22.0,,31.0,7.0,146.0,99.0,1.0,57.0,,1.0,1.0,1124.0,,,,,326.0,53.0,,,,,,,,,,,53.0,,,,,,,0.0,,22162.0,22162.0,18191.0,14911.0,14911.0,,3299.0,,,-19.0,-4.0,49.0,61.0,,,,3720.0,3851.0,-131.0,,,144.0,,,,45436.0,,
SSI,Q32023,,,51842.0,51715.0,411.0,182.0,229.0,,,,,29591.0,4275.0,15269.0,831.0,-37.0,472.0,270.0,203.0,,,203.0,932.0,40.0,,,,163.0,-232.0,,,,,,126.0,36.0,2.0,80.0,0.0,,,,7.0,,3441.0,2765.0,,,,,,,2765.0,2134.0,,631.0,,,,,,277.0,187.0,335.0,-96.0,,,,90.0,,238.0,,32.0,129.0,34.0,35.0,17.0,20.0,,23.0,,55282.0,,32575.0,32517.0,30410.0,30410.0,,,,,,209.0,,249.0,217.0,250.0,57.0,1.0,66.0,,7.0,0.0,743.0,,,,,306.0,58.0,,,,,,,,,,,52.0,,,,,,,6.0,,22708.0,22708.0,18291.0,15011.0,15011.0,,3299.0,,,-19.0,-24.0,56.0,61.0,,,,4181.0,4170.0,11.0,,,142.0,,,,55282.0,,
SSI,Q32024,,,64284.0,64079.0,661.0,661.0,,,,,,37316.0,4979.0,19499.0,583.0,-22.0,534.0,232.0,303.0,,,303.0,549.0,19.0,,,,192.0,-232.0,,,,,,205.0,28.0,1.0,44.0,0.0,,0.0,,133.0,,1898.0,1281.0,,,,,,,1281.0,605.0,,676.0,,,,,,235.0,130.0,339.0,-107.0,,,,105.0,,232.0,,26.0,125.0,35.0,27.0,17.0,20.0,,26.0,,66181.0,,42066.0,41981.0,39286.0,39286.0,,,,,,302.0,,122.0,31.0,225.0,49.0,1.0,75.0,,1.0,0.0,1526.0,,,,,364.0,86.0,,,,,,,,,,,52.0,,,,,,,33.0,,24115.0,24115.0,18449.0,18130.0,18130.0,,339.0,,,-19.0,22.0,60.0,3.0,,,,5440.0,5354.0,86.0,,,140.0,,,,66181.0,,
SSI,Q42007,,,2975.0,,1438.0,1438.0,0.0,310.0,371.0,0.0,-61.0,,,,,,1204.0,,,,,,801.0,,192.0,0.0,,53.0,,0.0,159.0,0.0,0.0,0.0,23.0,,,2.0,,0.0,0.0,0.0,21.0,,3160.0,,0.0,0.0,0.0,0.0,0.0,0.0,3051.0,,0.0,0.0,3032.0,3032.0,0.0,8.0,11.0,109.0,36.0,0.0,0.0,,0.0,,72.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6134.0,,2083.0,1526.0,0.0,,,,,,,1237.0,,104.0,0.0,73.0,0.0,,80.0,0.0,0.0,,5.0,7.0,13.0,0.0,0.0,8.0,557.0,556.0,,,,,,0.0,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4052.0,4052.0,,1200.0,,,1996.0,,0.0,0.0,0.0,0.0,,0.0,27.0,0.0,829.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6134.0,,
SSI,Q42008,,,2832.0,,1611.0,1611.0,0.0,860.0,886.0,0.0,-26.0,,,,,,355.0,,,,,,0.0,,0.0,0.0,,0.0,,0.0,355.0,0.0,0.0,0.0,5.0,,,0.0,,0.0,0.0,0.0,5.0,,2788.0,,0.0,0.0,0.0,0.0,0.0,0.0,2606.0,,0.0,453.0,2312.0,2312.0,0.0,131.0,-290.0,163.0,38.0,0.0,0.0,,0.0,,125.0,,0.0,,0.0,20.0,,20.0,0.0,0.0,0.0,0.0,,5620.0,,1712.0,935.0,935.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,777.0,777.0,,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3908.0,3908.0,,1367.0,,,1996.0,,0.0,-88.0,0.0,0.0,,634.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5620.0,,
SSI,Q42009,,,4738.0,,2650.0,1885.0,765.0,1372.0,1453.0,0.0,-81.0,,,,,,710.0,,,,,,6.0,,54.0,0.0,,124.0,,0.0,525.0,0.0,0.0,0.0,7.0,,,4.0,,0.0,0.0,0.0,2.0,,2339.0,,0.0,0.0,0.0,0.0,0.0,0.0,2132.0,,0.0,454.0,1587.0,1587.0,0.0,126.0,-35.0,164.0,34.0,0.0,0.0,,0.0,,129.0,,0.0,,1.0,43.0,,28.0,0.0,8.0,7.0,0.0,,7077.0,,2258.0,1895.0,0.0,,,,,,,1453.0,,1.0,2.0,54.0,0.0,,33.0,0.0,0.0,,161.0,158.0,3.0,0.0,0.0,31.0,363.0,222.0,,,,,,0.0,,,0.0,0.0,,13.0,124.0,4.0,0.0,0.0,0.0,0.0,4819.0,4819.0,,1533.0,,,2096.0,,0.0,0.0,0.0,0.0,,0.0,140.0,0.0,1050.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7077.0,,
SSI,Q42010,,,6366.0,,2969.0,1243.0,1726.0,2547.0,2775.0,0.0,-228.0,,,,,,833.0,,,,,,5.0,,0.0,0.0,,127.0,,0.0,701.0,0.0,0.0,0.0,17.0,,,14.0,,0.0,0.0,0.0,2.0,,2427.0,,0.0,0.0,0.0,0.0,0.0,0.0,2160.0,,0.0,567.0,1440.0,1440.0,0.0,226.0,-74.0,180.0,40.0,34.0,0.0,,0.0,,129.0,,34.0,,11.0,53.0,,36.0,0.0,10.0,7.0,0.0,,8793.0,,3262.0,3120.0,2000.0,,,,,,,836.0,,6.0,56.0,28.0,0.0,,69.0,0.0,0.0,,49.0,4.0,2.0,0.0,0.0,69.0,142.0,0.0,,,,,,0.0,,,0.0,0.0,,13.0,125.0,4.0,0.0,0.0,1.0,0.0,5458.0,5458.0,,3511.0,,,341.0,,0.0,-12.0,0.0,0.0,,0.0,221.0,0.0,1398.0,,,0.0,0.0,73.0,0.0,0.0,0.0,8793.0,,
