stock_code,time,,TÀI SẢN,A. TÀI SẢN NGẮN HẠN,I. Tài sản tài chính ngắn hạn,1. Tiền và các khoản tương đương tiền,1.1. Tiền,1.2. Các khoản tương đương tiền,Các khoản đầu tư tài chính ngắn hạn,+Đầu tư ngắn hạn,+Đầu tư ngắn hạn của người ủy thác Đầu tư,Dự phòng giảm giá đầu tư ngắn hạn,2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),4. Các khoản cho vay,5. Các tài sản tài chính sẵn sàn để bán (AFS),6. Dự phòng suy giảm giá trị tài sản tài chính và tài sản thế chấp,7. Các khoản phải thu ngắn hạn,7.1. Phải thu bán các tài sản tài chính,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","Trong đó: Phải thu khó đòi về cổ tức, tiền lãi đến ngày nhận  nhưng chưa nhận được","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",Trả trước cho người bán,9. Phải thu các dịch vụ CTCK cung cấp,Phải thu hoạt động giao dịch chứng khoán,10. Phải thu nội bộ ngắn hạn,11. Phải thu về lỗi giao dịch chứng khoán,12. Các khoản phải thu khác,13. Dự phòng suy giảm giá trị các khoản phải thu,Dự phòng các khoản phải thu ngắn hạn khó đòi,Phải thu khách hàng,Hàng tồn kho,Hàng tồn kho (chi tiết),Dự phòng giảm giá hàng tồn kho,II. Tài sản ngắn hạn khác,1. Tạm ứng,"2. Vật tư văn phòng, công cụ, dụng cụ",3. Chi phí trả trước ngắn hạn,"4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn",8. Thuế GTGT còn được khấu trừ,Thuế và các khoản khác phải thu của nhà nước,Giao dịch mua bán lại trái phiếu Chính phủ (TS),5. Tài sản ngắn hạn khác,6. Dự phòng suy giảm giá trị tài sản ngắn hạn khác,B. TÀI SẢN DÀI HẠN,I. Tài sản tài chính dài hạn,1. Các khoản phải thu dài hạn,1.1. Phải thu dài hạn của khách hàng,1.2. Vốn kinh doanh ở các đơn vị trực thuộc,1.3.  Phải thu dài hạn nội bộ,1.4. Phải thu dài hạn khác,1.5. Dự phòng phải thu dài hạn khó đòi,2. Các khoản đầu tư,2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,2.2. Đầu tư vào công ty con,"2.3 Đầu tư vào công ty liên kết, liên doanh",2.4 Đầu tư chứng khoán dài hạn,- Chứng khoán sẵn sàng để bán,- Chứng khoán nắm giữ đến ngày đáo hạn,2.5 Đầu tư dài hạn khác,2.6 Dự phòng giảm giá đầu tư dài hạn,II. Tài sản cố định,1. Tài sản cố định hữu hình,- Nguyên giá,- Giá trị hao mòn lũy kế,- Đánh giá TSCĐHH theo giá trị hợp lý,2. Tài sản cố định thuê tài chính,- Đánh giá TSCĐTTC theo giá trị hợp lý,3. Tài sản cố định vô hình,- Đánh giá TSCĐVH theo giá trị hợp lý,III. Bất động sản đầu tư,- Đánh giá BĐSĐT theo giá trị hợp lý,IV. Chi phí xây dựng cơ bản dở dang,V. Tài sản dài hạn khác,"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",2. Chi phí trả trước dài hạn,3. Tài sản thuế thu nhập hoãn lại,4. Tiền nộp Quỹ hỗ trợ thanh toán,5. Tài sản dài hạn khác,6. Lợi thế thương mại,VI. Dự phòng suy giảm giá trị tài sản dài hạn,TỔNG CỘNG TÀI SẢN (270=100+200),NGUỒN VỐN,A. NỢ PHẢI TRẢ (300=310+340),I. Nợ ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,1.1. Vay ngắn hạn,1.2 Nợ thuê tài sản tài chính ngắn hạn,2. Vay tài sản tài chính ngắn hạn,3. Trái phiếu chuyển đổi ngắn hạn,4. Trái phiếu phát hành ngắn hạn,5. Vay quỹ hỗ trợ thanh toán,6. Phải trả hoạt động giao dịch chứng khoán,7. Phải trả về lỗi giao dịch các tài sản tài chính,8. Phải trả người bán ngắn hạn,9. Người mua trả tiền trước ngắn hạn,10. Thuế và các khoản phải nộp Nhà nước,11. Phải trả người lao động,12. Các khoản trích nộp phúc lợi nhân viên,13. Chi phí phải trả ngắn hạn,14. Phải trả nội bộ ngắn hạn,15. Doanh thu chưa thực hiện ngắn hạn,"16. Nhận ký quỹ, ký cược ngắn hạn","17. Các khoản phải trả, phải nộp khác ngắn hạn","Phải trả hộ cổ tức, gốc và lãi trái phiếu",Phải trả tổ chức phát hành chứng khoán,18. Dự phòng phải trả ngắn hạn,Giao dịch mua bán lại trái phiếu chính phủ,19. Quỹ khen thưởng phúc lợi,II. Nợ dài hạn,1. Vay và nợ thuê tài chính dài hạn,1.1. Vay dài hạn,1.2 Nợ thuê tài sản tài chính dài hạn,2. Vay tài sản tài chính dài hạn,3. Trái phiếu chuyển đổi dài hạn,4. Trái phiếu phát hành dài hạn,5. Phải trả người bán dài hạn,6. Người mua trả tiền trước dài hạn,7. Chi phí phải trả dài hạn,8. Phải trả nội bộ dài hạn,9. Doanh thu chưa thực hiện dài hạn,"10. Nhận ký quỹ, ký cược dài hạn","11. Phải trả, phải nộp khác dài hạn",Vốn nhận ủy thác đầu tư dài hạn,Dự phòng trợ cấp mất việc làm,12. Dự phòng phải trả dài hạn,13. Dự phòng bồi thường thiệt hại cho nhà đầu tư,14. Thuế thu nhập hoãn lại phải trả,15. Quỹ phát triển khoa học và công nghệ,B. VỐN CHỦ SỞ HỮU (400=410+420),I. Vốn chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,1.1. Vốn góp của chủ sở hữu,a. Cổ phiếu phổ thông,b. Cổ phiếu ưu đãi,1.2. Thặng dư vốn cổ phần,1.3. Quyền chọn chuyển đổi trái phiếu,1.4. Vốn khác của chủ sở hữu,1.5. Cổ phiếu quỹ,2. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,3. Chênh lệch tỷ giá hối đoái,4. Quỹ dự trữ điều lệ,Quỹ đầu tư phát triển,5. Quỹ dự phòng tài chính và rủi ro nghề nghiệp,6. Quỹ khác thuộc vốn chủ sở hữu,7. Lợi nhuận sau thuế chưa phân phối,7.1. Lợi nhuận đã thực hiện,7.2. Lợi nhuận chưa thực hiện,Nguồn vốn đầu tư XDCB,Quỹ hỗ trợ sắp xếp doanh nghiệp,8. Lợi ích cổ đông không nắm quyền kiểm soát,II. Nguồn kinh phí và quỹ khác,1. Nguồn kinh phí,2. Nguồn kinh phí đã hình thành TSCĐ,TỔNG CỘNG NGUỒN VỐN  (440=300+400),LỢI NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,1. Lợi nhuận đã phân phối cho Nhà đầu tư trong năm
SSI,Q12021,,,32862.0,32808.0,279.0,225.0,54.0,,,,,13069.0,7447.0,11123.0,183.0,-48.0,378.0,307.0,70.0,,,70.0,636.0,27.0,,,,7.0,-291.0,,,,,,54.0,14.0,1.0,29.0,1.0,,,,9.0,,4761.0,4289.0,,,,,,,4289.0,3526.0,,763.0,,,,,,136.0,91.0,277.0,-83.0,,,,45.0,,194.0,,45.0,97.0,29.0,21.0,12.0,20.0,,15.0,,37623.0,,26176.0,26106.0,24227.0,24227.0,,,,,,350.0,,132.0,64.0,171.0,15.0,0.0,62.0,,0.0,2.0,913.0,,,,,171.0,70.0,,,,,,,,,,,53.0,,,,,,,17.0,,11447.0,11447.0,7288.0,6498.0,6498.0,,825.0,,,-35.0,-4.0,39.0,522.0,,438.0,,3102.0,3122.0,-21.0,,,63.0,,,,37623.0,,
SSI,Q12022,,,45511.0,45391.0,805.0,607.0,198.0,,,,,17206.0,5640.0,21203.0,272.0,-62.0,359.0,295.0,63.0,,,63.0,116.0,48.0,,,,48.0,-243.0,,,,,,120.0,19.0,3.0,62.0,4.0,,0.0,,31.0,,4570.0,3993.0,,,,,,,3993.0,3382.0,,611.0,,,,,,172.0,125.0,323.0,-90.0,,,,46.0,,232.0,,54.0,119.0,33.0,22.0,30.0,20.0,,15.0,,50081.0,,35013.0,34946.0,33131.0,33131.0,,,,,,83.0,,9.0,7.0,314.0,100.0,1.0,80.0,,4.0,1.0,1068.0,,,,,147.0,67.0,,,,,,,,,,,53.0,,,,,,,15.0,,15068.0,15068.0,10746.0,9948.0,9948.0,,817.0,,,-19.0,-4.0,35.0,61.0,,496.0,,3635.0,3589.0,46.0,,,99.0,,,,50081.0,,
SSI,Q12023,,,49185.0,49047.0,143.0,139.0,4.0,0.0,0.0,0.0,0.0,31189.0,4617.0,11118.0,409.0,-37.0,538.0,244.0,294.0,0.0,0.0,294.0,1105.0,20.0,0.0,0.0,0.0,179.0,-232.0,0.0,0.0,0.0,0.0,0.0,137.0,32.0,4.0,76.0,0.0,1.0,0.0,0.0,23.0,0.0,3524.0,2809.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,2192.0,0.0,617.0,0.0,0.0,0.0,0.0,0.0,261.0,167.0,364.0,-102.0,0.0,0.0,0.0,94.0,0.0,261.0,0.0,27.0,167.0,34.0,45.0,32.0,20.0,0.0,36.0,0.0,52709.0,,29736.0,29680.0,28207.0,28207.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,183.0,5.0,158.0,57.0,1.0,56.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,0.0,260.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22973.0,22973.0,18291.0,15011.0,15011.0,0.0,3299.0,0.0,0.0,-19.0,-18.0,43.0,61.0,0.0,0.0,0.0,4456.0,4460.0,-4.0,0.0,0.0,138.0,0.0,0.0,0.0,52709.0,0.0,0.0
SSI,Q12024,,,61958.0,61829.0,155.0,142.0,13.0,,,,,39295.0,3592.0,17570.0,573.0,-33.0,613.0,235.0,378.0,,,378.0,66.0,24.0,,,,205.0,-232.0,,,,,,129.0,22.0,1.0,57.0,0.0,,0.0,,49.0,,3531.0,2874.0,,,,,,,2874.0,2210.0,,664.0,,,,,,249.0,158.0,342.0,-103.0,,,,91.0,,239.0,,39.0,130.0,34.0,26.0,25.0,20.0,,26.0,,65488.0,,41467.0,41413.0,40100.0,40100.0,,,,,,213.0,,418.0,34.0,259.0,49.0,1.0,98.0,,1.0,0.0,24.0,,,,,217.0,54.0,,,,,,,,,,,52.0,,,,,,,2.0,,24021.0,24021.0,18291.0,15011.0,15011.0,,3299.0,,,-19.0,5.0,63.0,61.0,,,,5460.0,5534.0,-74.0,,,141.0,,,,65488.0,,
SSI,Q22007,,,4217.0,,1695.0,1695.0,0.0,1879.0,1818.0,61.0,0.0,,,,,,616.0,,,,,,370.0,,171.0,0.0,,18.0,,0.0,57.0,0.0,0.0,0.0,27.0,,,8.0,,0.0,0.0,0.0,19.0,,206.0,,0.0,0.0,0.0,0.0,0.0,0.0,175.0,,0.0,0.0,175.0,175.0,0.0,0.0,0.0,23.0,22.0,0.0,0.0,,0.0,,1.0,,0.0,,0.0,8.0,,6.0,0.0,0.0,2.0,0.0,,4423.0,,2600.0,1756.0,41.0,,,,,,,1183.0,,135.0,0.0,-7.0,0.0,,43.0,0.0,0.0,,40.0,4.0,264.0,0.0,0.0,26.0,843.0,500.0,,,,,,0.0,,,0.0,0.0,,34.0,310.0,0.0,0.0,0.0,0.0,0.0,1823.0,1823.0,,500.0,,,511.0,,0.0,0.0,0.0,0.0,,0.0,27.0,0.0,813.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4423.0,,
SSI,Q22008,,,2770.0,,1125.0,1125.0,0.0,1155.0,856.0,369.0,-70.0,,,,,,481.0,,,,,,0.0,,481.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,9.0,,,0.0,,0.0,0.0,0.0,9.0,,2875.0,,0.0,0.0,0.0,0.0,0.0,0.0,2686.0,,0.0,443.0,2530.0,2530.0,0.0,82.0,-369.0,167.0,40.0,0.0,0.0,,0.0,,127.0,,0.0,,0.0,22.0,,22.0,0.0,0.0,0.0,0.0,,5645.0,,1848.0,941.0,941.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,907.0,907.0,,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3797.0,3797.0,,1367.0,,,1996.0,,0.0,0.0,-83.0,0.0,,517.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5645.0,,
SSI,Q22009,,,3594.0,,2381.0,1932.0,449.0,1007.0,1046.0,0.0,-39.0,,,,,,202.0,,,,,,4.0,,52.0,0.0,,12.0,,0.0,134.0,0.0,0.0,0.0,6.0,,,3.0,,0.0,0.0,0.0,2.0,,2968.0,,0.0,0.0,0.0,0.0,0.0,0.0,2788.0,,0.0,468.0,2315.0,2315.0,0.0,131.0,-126.0,159.0,35.0,0.0,0.0,,0.0,,124.0,,0.0,,0.0,21.0,,6.0,0.0,8.0,6.0,0.0,,6563.0,,2380.0,1778.0,0.0,,,,,,,2.0,,9.0,2.0,44.0,0.0,,16.0,0.0,0.0,,5.0,13.0,1626.0,0.0,0.0,62.0,601.0,222.0,,,,,,0.0,,,0.0,0.0,,375.0,0.0,4.0,0.0,0.0,0.0,0.0,4183.0,4183.0,,1533.0,,,1996.0,,0.0,-120.0,0.0,0.0,,0.0,140.0,0.0,634.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6563.0,,
SSI,Q22010,,,6623.0,,2849.0,1579.0,1270.0,2298.0,2406.0,0.0,-108.0,,,,,,1470.0,,,,,,9.0,,1.0,0.0,,395.0,,0.0,1065.0,0.0,0.0,0.0,6.0,,,4.0,,0.0,0.0,0.0,2.0,,2261.0,,0.0,0.0,0.0,0.0,0.0,0.0,2047.0,,0.0,450.0,1547.0,1547.0,0.0,126.0,-77.0,169.0,37.0,0.0,0.0,,0.0,,133.0,,0.0,,0.0,44.0,,27.0,0.0,9.0,7.0,0.0,,8884.0,,3675.0,3462.0,2000.0,,,,,,,1122.0,,1.0,5.0,72.0,0.0,,35.0,0.0,0.0,,83.0,43.0,3.0,0.0,0.0,100.0,213.0,0.0,,,,,,0.0,,,0.0,0.0,,13.0,196.0,4.0,0.0,0.0,0.0,0.0,5209.0,5209.0,,3511.0,,,341.0,,0.0,0.0,0.0,0.0,,0.0,221.0,0.0,1137.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8884.0,,
SSI,Q22011,,,4130.0,,2150.0,860.0,1290.0,1435.0,1784.0,48.0,-397.0,,,,,,532.0,,,,,,12.0,,15.0,0.0,,103.0,,-6.0,407.0,0.0,0.0,0.0,13.0,,,10.0,,1.0,0.0,0.0,3.0,,2427.0,,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,,0.0,509.0,1482.0,1482.0,0.0,226.0,-204.0,363.0,41.0,0.0,0.0,,0.0,,320.0,,0.0,,1.0,50.0,,25.0,0.0,13.0,12.0,0.0,,6557.0,,1594.0,1486.0,30.0,,,,,,,647.0,,4.0,75.0,7.0,0.0,,13.0,0.0,0.0,,257.0,358.0,1.0,0.0,0.0,93.0,109.0,0.0,,,,,,0.0,,,0.0,0.0,,13.0,87.0,3.0,0.0,0.0,5.0,0.0,4886.0,4886.0,,3511.0,,,341.0,,0.0,-89.0,0.0,0.0,,0.0,289.0,0.0,833.0,,,0.0,0.0,77.0,0.0,0.0,0.0,6557.0,,
SSI,Q22012,,,4909.0,,2565.0,955.0,1610.0,1604.0,1820.0,0.0,-216.0,,,,,,734.0,,,,,,11.0,,0.0,0.0,,247.0,,-18.0,493.0,0.0,0.0,0.0,6.0,,,4.0,,0.0,0.0,0.0,2.0,,3320.0,,0.0,0.0,0.0,0.0,0.0,0.0,2816.0,,0.0,1413.0,1026.0,1026.0,0.0,549.0,-171.0,152.0,27.0,282.0,-12.0,,0.0,,124.0,,270.0,,1.0,81.0,,14.0,46.0,15.0,6.0,0.0,,8229.0,,3160.0,3142.0,160.0,,,,,,,843.0,,2.0,345.0,44.0,0.0,,38.0,0.0,1.0,,1277.0,355.0,1.0,0.0,0.0,77.0,18.0,0.0,,,,,,0.0,,,0.0,0.0,,1.0,0.0,3.0,0.0,0.0,14.0,0.0,4987.0,4987.0,,3526.0,,,341.0,,2.0,-89.0,0.0,0.0,,0.0,289.0,0.0,917.0,,,0.0,0.0,83.0,0.0,0.0,0.0,8229.0,,
SSI,Q22013,,,5731.0,,2911.0,1096.0,1815.0,2194.0,2365.0,,-171.0,,,,,,615.0,,,,,,5.0,,1.0,,,281.0,,-57.0,385.0,,,,10.0,,,7.0,,0.0,,,3.0,,3298.0,,1157.0,,,,1218.0,-61.0,2811.0,,342.0,1360.0,1050.0,1050.0,,549.0,-148.0,141.0,23.0,282.0,-17.0,,,,118.0,,265.0,,,81.0,,4.0,53.0,17.0,6.0,,,9029.0,,3862.0,3842.0,,,,,,,,906.0,,1.0,113.0,20.0,0.0,,21.0,,1.0,,2331.0,358.0,1.0,,,91.0,20.0,,,,,,,,,,,,,1.0,,,,,19.0,,5083.0,5083.0,,3538.0,,,345.0,,-3.0,-89.0,,,,,336.0,,956.0,,,,,83.0,,,,9029.0,,
SSI,Q22014,,,8486.0,,3527.0,1857.0,1670.0,3236.0,3357.0,,-121.0,,,,,,1701.0,,,,,,5.0,,219.0,,,53.0,,-1.0,1425.0,,,,22.0,,,6.0,,0.0,,,15.0,,2606.0,,,,,,,,2127.0,,,960.0,839.0,839.0,,539.0,-210.0,137.0,19.0,284.0,-27.0,,,,118.0,,257.0,,0.0,85.0,,0.0,58.0,20.0,6.0,,,11092.0,,5693.0,5662.0,528.0,,,,,,,1905.0,,1.0,71.0,75.0,3.0,,28.0,,0.0,,2585.0,361.0,1.0,,,105.0,31.0,,,,,,,,,,,,,1.0,,,,,31.0,,5316.0,5316.0,,3538.0,,,345.0,,-4.0,-89.0,,,,,373.0,,1153.0,,,,,83.0,,,,11092.0,,
SSI,Q22015,,,8238.0,,2434.0,2109.0,325.0,3159.0,3243.0,,-84.0,,,,,,2515.0,,,,,,6.0,,97.0,,,33.0,,-3.0,2383.0,,,,130.0,,,6.0,,,,,125.0,,2639.0,,,,,,,,1950.0,,,1010.0,598.0,598.0,,457.0,-114.0,134.0,16.0,301.0,-36.0,,,,118.0,,265.0,,,290.0,,1.0,32.0,20.0,236.0,,,10878.0,,4639.0,3788.0,1456.0,,,,,,,1688.0,,1.0,64.0,38.0,3.0,,39.0,,0.0,,367.0,13.0,1.0,,,118.0,852.0,800.0,,,,,,,,,,27.0,,1.0,,,,,24.0,,6156.0,6156.0,,4273.0,,,29.0,,-6.0,0.0,,19.0,,,452.0,,1389.0,,,,,82.0,,,,10878.0,,
SSI,Q22016,,,11817.0,11570.0,620.0,444.0,176.0,,,,,1067.0,4705.0,4384.0,618.0,-31.0,188.0,168.0,20.0,0.0,0.0,20.0,,9.0,,,,14.0,-5.0,,,,,,247.0,9.0,,8.0,1.0,,,,230.0,,1690.0,1189.0,,,,,,,1189.0,521.0,,667.0,,,,,,134.0,15.0,308.0,-47.0,,,,119.0,,261.0,,0.0,106.0,18.0,11.0,58.0,20.0,,,,13507.0,,6427.0,6392.0,5296.0,5296.0,,,,687.0,,2.0,,1.0,5.0,78.0,4.0,0.0,37.0,,0.0,,130.0,,,,,152.0,35.0,,,,,,,,,,,34.0,0.0,,,,,,1.0,,7080.0,7080.0,4821.0,4801.0,4801.0,,29.0,,-9.0,0.0,-3.0,27.0,312.0,,227.0,,1616.0,1793.0,-177.0,,,80.0,,,,13507.0,,
SSI,Q22017,,,14357.0,14196.0,821.0,490.0,331.0,0.0,0.0,0.0,0.0,1576.0,5644.0,4196.0,1927.0,-17.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,34.0,0.0,0.0,0.0,9.0,-16.0,0.0,0.0,0.0,0.0,0.0,162.0,12.0,0.0,9.0,1.0,0.0,0.0,0.0,139.0,0.0,2033.0,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.0,674.0,0.0,752.0,0.0,0.0,0.0,0.0,0.0,142.0,22.0,314.0,-58.0,0.0,0.0,0.0,119.0,0.0,256.0,0.0,51.0,158.0,19.0,36.0,68.0,20.0,15.0,0.0,0.0,16390.0,,7587.0,6721.0,5954.0,5954.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,4.0,5.0,74.0,4.0,0.0,72.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,188.0,866.0,0.0,0.0,0.0,0.0,0.0,799.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,8804.0,8804.0,4928.0,4901.0,4901.0,0.0,29.0,0.0,0.0,-2.0,994.0,34.0,355.0,0.0,271.0,0.0,2144.0,2104.0,40.0,0.0,0.0,78.0,0.0,0.0,0.0,16390.0,0.0,0.0
SSI,Q22018,,,19220.0,19198.0,845.0,215.0,629.0,,,,,1639.0,9316.0,5885.0,1487.0,-29.0,6.0,3.0,3.0,,,3.0,26.0,33.0,,,,5.0,-15.0,,,,,,22.0,3.0,1.0,14.0,1.0,,,,3.0,,1253.0,748.0,,,,,,,748.0,,,748.0,,,,,,114.0,75.0,276.0,-59.0,,,,38.0,,217.0,,4.0,170.0,23.0,39.0,74.0,20.0,,15.0,,20473.0,,11324.0,10112.0,8344.0,8344.0,,,,460.0,,14.0,,8.0,56.0,114.0,25.0,0.0,135.0,,,,731.0,,,,,225.0,1213.0,,,,,1051.0,,,2.0,,,38.0,,,,,,,122.0,,9149.0,9149.0,5142.0,5001.0,5001.0,,29.0,114.0,,-2.0,446.0,37.0,412.0,,328.0,,2717.0,2917.0,-200.0,,,68.0,,,,20473.0,,
SSI,Q22019,,,25347.0,25294.0,278.0,233.0,45.0,,,,,2421.0,14893.0,6287.0,1333.0,-30.0,343.0,331.0,12.0,,,12.0,43.0,30.0,,,,8.0,-312.0,,,,,,52.0,6.0,2.0,28.0,1.0,,,,14.0,,1894.0,1411.0,,,,,,,1411.0,651.0,,761.0,,,,,,111.0,78.0,280.0,-69.0,,,,34.0,,211.0,,10.0,151.0,24.0,41.0,51.0,20.0,,15.0,,27241.0,,17753.0,16534.0,14733.0,14733.0,,,,,,6.0,,20.0,73.0,65.0,12.0,0.0,98.0,,1.0,1.0,1258.0,,,,,267.0,1219.0,,,,,1087.0,,,3.0,,,51.0,0.0,,,,,,78.0,,9488.0,9488.0,5235.0,5101.0,5101.0,,29.0,114.0,,-9.0,296.0,42.0,477.0,,393.0,,2978.0,3223.0,-245.0,,,66.0,,,,27241.0,,
SSI,Q22020,,,20041.0,20002.0,202.0,191.0,11.0,,,,,7414.0,7813.0,3979.0,314.0,-41.0,380.0,336.0,44.0,,,44.0,222.0,22.0,,,,4.0,-308.0,,,,,,39.0,15.0,1.0,15.0,2.0,,,,6.0,,5885.0,5380.0,,,,,,,5380.0,4594.0,,786.0,,,,,,144.0,95.0,278.0,-77.0,,,,50.0,,202.0,,39.0,119.0,28.0,27.0,29.0,20.0,,15.0,,25926.0,,16123.0,16053.0,13984.0,13984.0,,,1126.0,,,5.0,,11.0,23.0,160.0,7.0,0.0,114.0,,0.0,2.0,389.0,,,,,233.0,69.0,,,,,,,,,,,53.0,,,,,,,16.0,,9804.0,9804.0,6154.0,6029.0,6029.0,,29.0,114.0,,-19.0,35.0,41.0,522.0,,438.0,,2551.0,2663.0,-112.0,,,64.0,,,,25926.0,,
SSI,Q22021,,,37678.0,37615.0,243.0,194.0,49.0,,,,,12725.0,7815.0,16159.0,266.0,-62.0,369.0,267.0,102.0,,,102.0,346.0,25.0,,,,7.0,-278.0,,,,,,63.0,17.0,1.0,34.0,4.0,,,,6.0,,4232.0,3747.0,,,,,,,3747.0,2954.0,,793.0,,,,,,158.0,113.0,276.0,-84.0,,,,45.0,,192.0,,30.0,106.0,29.0,27.0,14.0,20.0,,15.0,,41910.0,,30510.0,30452.0,27578.0,27578.0,,,,,,97.0,,93.0,4.0,258.0,14.0,0.0,69.0,,7.0,2.0,2080.0,,,,,252.0,58.0,,,,,,,,,,,53.0,,,,,,,5.0,,11400.0,11400.0,7378.0,6573.0,6573.0,,826.0,,,-21.0,-4.0,38.0,580.0,,496.0,,2849.0,2842.0,6.0,,,63.0,,,,41910.0,,
SSI,Q22022,,,38842.0,38696.0,238.0,170.0,68.0,,,,,17488.0,5479.0,14724.0,294.0,-62.0,298.0,237.0,61.0,,,61.0,197.0,46.0,,,,236.0,-241.0,,,,,,146.0,24.0,5.0,69.0,4.0,0.0,,,44.0,,4430.0,3778.0,,,,,,,3778.0,3178.0,,600.0,,,,,,215.0,142.0,361.0,-94.0,,,,72.0,,266.0,,34.0,137.0,33.0,39.0,30.0,20.0,,15.0,,43272.0,,28905.0,28845.0,25755.0,25755.0,,,,,,27.0,,25.0,13.0,180.0,99.0,1.0,65.0,,3.0,1.0,2348.0,,,,,329.0,60.0,,,,,,,,,,,53.0,,,,,,,7.0,,14367.0,14367.0,10746.0,9948.0,9948.0,,817.0,,,-19.0,-4.0,41.0,61.0,,,,3379.0,3422.0,-43.0,,,144.0,,,,43272.0,,
SSI,Q22023,,,46622.0,46484.0,155.0,147.0,8.0,,,,,26529.0,4169.0,13439.0,726.0,-37.0,496.0,245.0,252.0,,,252.0,1042.0,28.0,,,,168.0,-232.0,,,,,,139.0,38.0,3.0,76.0,0.0,2.0,0.0,,20.0,,3514.0,2847.0,,,,,,,2847.0,2228.0,,620.0,,,,,,249.0,155.0,325.0,-91.0,,,,94.0,,234.0,,30.0,154.0,34.0,41.0,17.0,20.0,,42.0,,50136.0,,28143.0,28087.0,24771.0,24771.0,,,,,,37.0,,29.0,215.0,187.0,57.0,1.0,69.0,,4.0,0.0,2408.0,,,,,310.0,55.0,,,,,,,,,,,52.0,,,,,,,3.0,,21994.0,21994.0,18291.0,15011.0,15011.0,,3299.0,,,-19.0,-16.0,45.0,61.0,,,,3469.0,3456.0,13.0,,,143.0,,,,50136.0,,
SSI,Q22024,,,67558.0,67451.0,2132.0,131.0,2001.0,,,,,40015.0,3401.0,20385.0,591.0,-33.0,650.0,232.0,419.0,,,419.0,335.0,20.0,,,,186.0,-232.0,,,,,,107.0,23.0,1.0,59.0,0.0,,0.0,,24.0,,3550.0,2903.0,,,,,,,2903.0,2249.0,,654.0,,,,,,228.0,144.0,351.0,-108.0,,,,84.0,,242.0,,48.0,129.0,35.0,29.0,19.0,20.0,,26.0,,71108.0,,46268.0,46201.0,45073.0,45073.0,,,,,,262.0,,62.0,28.0,259.0,49.0,1.0,83.0,,2.0,0.0,17.0,,,,,366.0,66.0,,,,,,,,,,,52.0,,,,,,,14.0,,24840.0,24840.0,18391.0,15111.0,15111.0,,3299.0,,,-19.0,20.0,72.0,61.0,,,,6155.0,6263.0,-108.0,,,141.0,,,,71108.0,,
