Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
14/11/2022,72.5,70.45,-1.1(-1.49 %),"63,000",4.54,0,0,70.1,72.5,70.1
11/11/2022,73.6,71.52,0.3(0.41 %),"50,600",3.71,0,0,73.3,73.6,72
10/11/2022,73.3,71.23,-1.2(-1.61 %),"86,700",6.29,"999,000",90.31,71.5,74.7,71
09/11/2022,74.5,72.39,-0.2(-0.27 %),"98,200",7.23,0,0,74.7,75.3,72.2
08/11/2022,74.7,72.59,-0.3(-0.40 %),"82,600",6.01,0,0,70,74.7,69.9
07/11/2022,75,72.88,1(1.35 %),"233,800",16.99,0,0,73,75,68.9
04/11/2022,74,71.91,-5(-6.33 %),"123,200",9.21,"600,000",47.4,78,78,74
03/11/2022,79,76.76,-1.5(-1.86 %),"102,400",8.06,0,0,80.3,80.3,78
02/11/2022,80.5,78.22,-0.6(-0.74 %),"82,400",6.6,0,0,81.1,81.1,79.6
01/11/2022,81.1,78.81,-0.7(-0.86 %),"80,000",6.45,0,0,80.1,81.5,80
31/10/2022,81.8,79.49,0(0.00 %),"127,200",10.32,0,0,78.4,81.8,78.4
28/10/2022,81.8,79.49,0.1(0.12 %),"73,500",5.98,"750,000",63.15,81.7,82,80.5
27/10/2022,81.7,79.39,-0.2(-0.24 %),"131,800",10.68,0,0,81.8,81.8,80
26/10/2022,81.9,79.58,-0.1(-0.12 %),"49,800",4.04,0,0,81,81.9,79.4
25/10/2022,82,79.68,0(0.00 %),"87,400",7.05,0,0,82,82,78.6
24/10/2022,82,79.68,-1.5(-1.80 %),"76,700",6.26,0,0,83.6,83.6,80.5
21/10/2022,83.5,81.14,-1.5(-1.76 %),"101,300",8.39,0,0,84.1,84.1,81
20/10/2022,85,82.59,0(0.00 %),"44,700",3.77,0,0,84,85,83
19/10/2022,85,82.59,-1(-1.16 %),"55,400",4.71,0,0,86,86,84.8
18/10/2022,86,83.57,2(2.38 %),"67,300",5.74,0,0,84,87,84
