Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/11/2023,58.5,57.62,-0.8(-1.35 %),"262,600",15.13,0,0,58.3,58.5,57.1
27/11/2023,59.3,57.62,0.5(0.85 %),"216,300",12.59,0,0,57.9,59.3,57.6
24/11/2023,58.8,57.14,-0.1(-0.17 %),"349,500",20.19,"48,000",2.77,58.6,58.8,57
23/11/2023,58.9,57.23,-1(-1.67 %),"365,300",21.68,"1,078,100",64.2,60.1,60.3,58.9
22/11/2023,59.9,58.2,-0.3(-0.50 %),"274,200",16.47,0,0,60.7,60.7,59.5
21/11/2023,60.2,58.5,-1.2(-1.95 %),"328,900",19.92,0,0,61.9,61.9,60.2
20/11/2023,61.4,59.66,0(0.00 %),"383,600",23.3,0,0,60.6,61.4,60.2
17/11/2023,61.4,59.66,-1(-1.60 %),"429,400",26.44,0,0,62.9,62.9,60.6
16/11/2023,62.4,60.63,0.4(0.65 %),"298,800",18.45,0,0,62.5,62.5,61.3
15/11/2023,62,60.25,2(3.33 %),"526,200",32.21,0,0,60.3,62.9,60.3
14/11/2023,60,58.3,0.2(0.33 %),"263,500",15.72,0,0,59.8,60.2,59.3
13/11/2023,59.8,58.11,-0.6(-0.99 %),"294,300",17.51,0,0,60.2,60.2,59.2
10/11/2023,60.4,58.69,-0.6(-0.98 %),"335,700",20.2,0,0,60,60.5,59.5
09/11/2023,61,59.27,1.4(2.35 %),"355,500",21.44,"820,000",50.02,59.5,61.2,59
08/11/2023,59.6,57.91,1.4(2.41 %),"284,900",16.61,0,0,57.6,59.6,57.2
07/11/2023,58.2,56.55,-1.2(-2.02 %),"240,600",14.03,0,0,59.4,59.4,58
06/11/2023,59.4,57.72,0.9(1.54 %),"263,600",15.44,0,0,58,59.4,57.7
03/11/2023,58.5,56.84,-0.3(-0.51 %),"216,200",12.55,0,0,59.3,59.3,57.4
02/11/2023,58.8,57.14,0.8(1.38 %),"265,200",15.36,0,0,57.7,58.8,56.7
01/11/2023,58,56.36,-0.6(-1.02 %),"166,400",9.53,0,0,57,58,56.5
