Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
24/01/2024,62,61.07,0(0.00 %),"509,600",31.63,0,0,63,63,61.5
23/01/2024,62,61.07,0.8(1.31 %),"818,700",50.73,0,0,61.8,62.8,61.3
22/01/2024,61.2,60.28,0(0.00 %),"489,100",29.85,0,0,61.3,61.7,60.5
19/01/2024,61.2,60.28,0.9(1.49 %),"666,500",40.54,0,0,60.3,61.2,60.3
18/01/2024,60.3,59.4,0.4(0.67 %),"464,100",27.75,0,0,59.8,60.3,59.4
17/01/2024,59.9,59,0.5(0.84 %),"378,500",22.52,0,0,59.4,60,59.2
16/01/2024,59.4,58.51,-0.1(-0.17 %),"411,300",24.32,0,0,59.6,59.6,58.9
15/01/2024,59.5,58.61,-0.4(-0.67 %),"199,700",11.88,0,0,59.8,60.5,59.2
12/01/2024,59.9,59,-0.5(-0.83 %),"521,400",31.08,"1,725,000",98.36,60.4,60.4,59.1
11/01/2024,60.4,59.49,1.2(2.03 %),"711,300",42.93,0,0,58.8,61.6,58.8
10/01/2024,59.2,58.31,-0.4(-0.67 %),"481,600",28.52,0,0,59.3,59.6,58.9
09/01/2024,59.6,58.71,-0.7(-1.16 %),"608,600",36.33,0,0,60.1,60.2,59.4
08/01/2024,60.3,59.4,-0.2(-0.33 %),"550,200",33.14,0,0,60.5,60.8,60
05/01/2024,60.5,59.59,-0.3(-0.49 %),"515,600",31.12,0,0,60.9,61,60
04/01/2024,60.8,59.89,-0.7(-1.14 %),"547,100",33.41,0,0,61.1,61.6,60.8
03/01/2024,61.5,60.58,-0.4(-0.65 %),"623,300",38.06,0,0,61.7,61.7,60.6
02/01/2024,61.9,60.97,-1(-1.59 %),"349,200",21.71,"400,000",23.65,62.5,63.1,61.9
29/12/2023,62.9,61.96,0.2(0.32 %),"608,700",38.14,0,0,62.7,62.9,62.1
28/12/2023,62.7,61.76,0.1(0.16 %),"529,400",33.03,0,0,62.6,62.7,61.8
27/12/2023,62.6,61.66,0.3(0.48 %),"464,200",28.97,0,0,62.2,63,62
