Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
14/11/2022,26.5,25.06,-0.7(-2.57 %),"793,600",20.83,0,0,26.9,27,25.5
11/11/2022,27.2,25.72,0.2(0.74 %),"528,600",14.46,0,0,27.4,27.7,26.95
10/11/2022,27,25.54,-1.9(-6.57 %),"1,090,300",30.17,0,0,28.5,28.9,27
09/11/2022,28.9,27.33,0.6(2.12 %),"666,500",19.15,0,0,28.8,29.1,28.4
08/11/2022,29.45,26.72,0.55(1.90 %),"757,800",21.99,0,0,28.7,29.5,28.3
07/11/2022,28.85,26.17,0.05(0.17 %),"686,300",19.81,0,0,29,29.5,28.5
04/11/2022,28.8,26.13,-0.5(-1.71 %),"1,051,200",30.26,0,0,29.25,29.25,28.55
03/11/2022,29.25,26.54,-0.05(-0.17 %),"595,500",17.4,0,0,28.95,29.55,28.9
02/11/2022,29.3,26.58,0.2(0.69 %),"579,400",17.08,0,0,29.2,29.7,29.15
01/11/2022,29.1,26.4,0.6(2.11 %),"787,900",23,0,0,29,29.5,28.95
31/10/2022,28.5,25.86,-0.5(-1.72 %),"855,100",24.14,0,0,29,29,27.75
28/10/2022,29,26.31,-0.1(-0.34 %),"593,800",17.29,0,0,29.5,29.6,28.7
27/10/2022,29.1,26.4,1.3(4.68 %),"668,500",19.11,0,0,28,29.2,27.9
26/10/2022,27.75,25.18,-0.25(-0.89 %),"627,300",17.49,0,0,27.75,28.45,27.6
25/10/2022,28,25.4,-1.3(-4.44 %),"1,631,100",46.07,0,0,29.1,29.6,27.3
24/10/2022,29.3,26.58,-2.2(-6.98 %),"1,452,100",44.01,0,0,31.6,32.2,29.3
21/10/2022,31.5,28.58,-2(-5.97 %),"1,845,900",59.65,0,0,33.7,33.7,31.5
20/10/2022,33.5,30.39,0.2(0.60 %),"932,400",31.28,0,0,33.6,33.95,33.1
19/10/2022,33.25,30.17,-0.05(-0.15 %),"651,300",21.78,0,0,33.8,33.8,33.05
18/10/2022,33.25,30.17,0.35(1.06 %),"626,300",20.91,0,0,33.1,33.7,33.1
