Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
05/02/2021,52.2,46.39,0.9(1.75 %),"570,400",29.59,"26,300",1.35,51.3,52.2,51.3
04/02/2021,51.3,45.59,0.8(1.58 %),"364,700",18.55,0,0,51,51.3,50.3
03/02/2021,50.5,44.88,0.8(1.61 %),"707,800",35.89,0,0,49.9,51.2,49.9
02/02/2021,49.7,44.17,1.2(2.47 %),"1,078,600",52.77,"926,300",44.96,48.5,50.1,48.2
01/02/2021,48.5,43.1,-0.5(-1.02 %),"693,200",33.79,0,0,49,50,48.1
29/01/2021,49,43.54,1.8(3.81 %),"734,900",35.83,0,0,45.5,50.5,45.5
28/01/2021,47.2,41.94,-3.5(-6.90 %),"1,593,800",76.9,0,0,48.7,49.8,47.2
27/01/2021,50.7,45.06,-1.9(-3.61 %),"1,168,700",60.48,0,0,52.6,52.9,50.6
26/01/2021,52.6,46.74,-1.3(-2.41 %),"1,198,900",63.43,0,0,53.9,54.5,52.1
25/01/2021,53.9,47.9,-0.4(-0.74 %),"906,400",49.18,"300,000",16.29,54.8,54.8,53.9
22/01/2021,54.3,48.25,-0.6(-1.09 %),"990,800",54.32,"400,000",21.86,55,55.8,54.3
21/01/2021,54.9,48.79,1.6(3.00 %),"961,300",52.24,0,0,54.3,55,53.5
20/01/2021,53.3,47.37,0.3(0.57 %),"1,368,100",72.77,"27,700",1.49,53.2,54,52
19/01/2021,53,47.1,-3.1(-5.53 %),"805,900",43.74,"374,000",20.98,56.5,56.5,52.5
18/01/2021,56.1,49.85,0.1(0.18 %),"1,240,800",69.61,0,0,56,57.2,55.5
15/01/2021,56,49.76,-0.2(-0.36 %),"1,236,000",69.1,0,0,56.2,56.6,55.3
14/01/2021,56.2,49.94,-0.8(-1.40 %),"1,187,700",67.05,"100,000",5.65,56.6,57.2,56
13/01/2021,57,50.65,-0.3(-0.52 %),"792,700",45.58,0,0,57.9,58,56.9
12/01/2021,57.3,50.92,0(0.00 %),"656,300",37.58,"300,000",17.18,57.4,57.9,56.8
11/01/2021,57.3,50.92,1.1(1.96 %),"1,140,700",65.79,0,0,57.9,58.5,56.9
