Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
24/01/2024,34.65,33.35,-0.2(-0.57 %),"348,700",12.12,0,0,34.85,34.95,34.6
23/01/2024,34.85,33.54,0.1(0.29 %),"351,200",12.24,0,0,34.75,35,34.7
22/01/2024,34.75,33.44,-0.1(-0.29 %),"314,000",10.93,0,0,34.9,34.95,34.7
19/01/2024,34.85,33.54,0.35(1.01 %),"588,500",20.48,0,0,34.9,34.95,34.7
18/01/2024,34.5,33.2,-0.05(-0.14 %),"338,800",11.7,0,0,34.8,34.8,34.45
17/01/2024,34.55,33.25,-0.2(-0.58 %),"545,400",18.96,0,0,34.95,35.2,34.55
16/01/2024,34.75,33.44,0.1(0.29 %),"311,400",10.81,0,0,34.6,34.8,34.6
15/01/2024,34.65,33.35,-0.3(-0.86 %),"321,600",11.21,0,0,35,35.2,34.65
12/01/2024,34.95,33.64,-0.5(-1.41 %),"1,008,700",35.3,0,0,35.5,35.55,34.75
11/01/2024,35.45,34.12,0.6(1.72 %),"1,122,800",39.53,"621,300",22.07,34.85,35.45,34.85
10/01/2024,34.85,33.54,0.2(0.58 %),"604,900",21.03,0,0,34.8,34.95,34.6
09/01/2024,34.65,33.35,-0.65(-1.84 %),"498,200",17.37,"1,697,200",59.98,35.4,35.4,34.65
08/01/2024,35.3,33.97,0.1(0.28 %),"1,403,800",49.6,0,0,35.2,35.55,35
05/01/2024,35.2,33.88,0.1(0.28 %),"1,407,800",49.57,"681,500",23.64,35.25,35.4,35.1
04/01/2024,35.1,33.78,0.2(0.57 %),"1,704,200",59.94,0,0,34.9,35.3,34.9
03/01/2024,34.9,33.59,0.35(1.01 %),"807,400",27.93,0,0,34.55,34.9,34.4
02/01/2024,34.55,33.25,0.05(0.14 %),"634,300",21.94,0,0,34.6,34.65,34.5
29/12/2023,34.5,33.2,0(0.00 %),"522,800",18.05,"26,100",0.96,34.5,34.65,34.4
28/12/2023,34.5,33.2,0.05(0.15 %),"962,700",33.08,"825,000",28.55,34.4,34.7,34.1
27/12/2023,34.45,33.15,0(0.00 %),"457,000",15.76,0,0,34.7,34.75,34.35
