Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
18/02/2022,117 ( -1.43 %),"1,349","1,601,100","1,186.88","1,490","1,719,500","1,154","-118,400"
17/02/2022,118.7 ( 3.67 %),"1,520","1,996,600","1,313.55","1,713","1,921,900","1,122","74,700"
16/02/2022,114.5 ( -2.47 %),"1,635","1,504,900",920.43,"1,399","1,422,600","1,017","82,300"
15/02/2022,117.4 ( 1.21 %),"1,740","2,343,500","1,346.84","3,280","3,129,600",954,"-786,100"
14/02/2022,116 ( 4.5 %),"2,024","2,958,900","1,461.91","2,579","2,902,600","1,125","56,300"
11/02/2022,111 ( -0.89 %),977,"833,700",853.33,808,"1,120,600","1,387","-286,900"
10/02/2022,112 ( 1.82 %),"1,358","1,737,200","1,279.23","1,268","1,324,800","1,045","412,400"
09/02/2022,110 ( -3.51 %),"2,624","2,699,300","1,028.7","1,680","2,641,300","1,572","58,000"
08/02/2022,114 ( -0.61 %),"1,265","1,529,800","1,209.33","1,087","1,196,100","1,100","333,700"
07/02/2022,114.7 ( 5.23 %),"1,334","1,769,200","1,326.24","1,908","1,687,300",884,"81,900"
28/01/2022,109 ( -2.5 %),"2,285","2,639,500","1,155.14","1,667","2,778,800","1,667","-139,300"
27/01/2022,111.8 ( -0.36 %),"1,158","1,741,500","1,503.89","1,904","2,112,100","1,109","-370,600"
26/01/2022,112.2 ( 2.47 %),"1,712","2,281,800","1,332.83","2,041","2,443,500","1,197","-161,700"
25/01/2022,109.5 ( 2.24 %),0,0,0,0,0,0,0
24/01/2022,107.1 ( -0.28 %),"1,983","1,575,700",794.6,"1,827","1,863,600","1,020","-287,900"
21/01/2022,107.4 ( -1.1 %),"1,762","1,800,800","1,022.02","1,493","1,874,400","1,255","-73,600"
20/01/2022,107.2 ( 0.19 %),"1,088","1,220,500","1,121.78","1,417","1,467,300","1,035","-246,800"
19/01/2022,107 ( 0 %),975,"1,079,000","1,106.67","1,655","1,861,800","1,125","-782,800"
18/01/2022,107 ( 2.29 %),"1,351","1,879,900","1,391.49","1,820","1,932,800","1,062","-52,900"
17/01/2022,104.6 ( -0.85 %),"1,676","2,368,900","1,413.42","2,406","2,871,600","1,194","-502,700"
