Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
30/03/2021,89.6 ( 0.11 %),954,"1,123,500","1,177.67",816,"1,378,500","1,689","-255,000"
29/03/2021,89.5 ( 0.34 %),491,"451,100",918.74,"1,066","1,780,300","1,670","-1,329,200"
26/03/2021,89.2 ( -1.22 %),878,"745,800",849.43,804,"1,286,000","1,600","-540,200"
25/03/2021,90.3 ( 0.22 %),735,"1,159,900","1,578.1","1,097","2,487,700","2,268","-1,327,800"
24/03/2021,90.1 ( -1.85 %),"1,414","1,330,300",940.81,893,"1,754,400","1,965","-424,100"
23/03/2021,91.8 ( 1.44 %),"1,273","1,048,500",823.64,723,"1,087,500","1,504","-39,000"
22/03/2021,90.5 ( -0.44 %),864,"820,600",949.77,966,"1,315,100","1,361","-494,500"
19/03/2021,90.9 ( -0.98 %),"2,024","1,931,500",954.3,922,"1,856,300","2,013","75,200"
18/03/2021,91.8 ( -1.08 %),743,"608,000",818.3,"1,014","1,589,800","1,568","-981,800"
17/03/2021,92.8 ( 2.65 %),"1,582","1,473,000",931.1,"2,636","1,469,700",558,"3,300"
16/03/2021,90.3 ( -0.88 %),927,"1,391,600","1,501.19",611,"1,579,000","2,584","-187,400"
15/03/2021,91.1 ( 0 %),772,"65,810",85.25,581,"73,290",126,"-7,480"
12/03/2021,91.1 ( -1.73 %),832,"578,000",694.71,730,"832,200","1,140","-254,200"
11/03/2021,92.7 ( 0.76 %),531,"580,600","1,093.41",688,"822,300","1,195","-241,700"
10/03/2021,92 ( -1.81 %),"1,314","1,571,900","1,196.27",861,"1,508,200","1,752","63,700"
09/03/2021,93.7 ( -1.37 %),0,0,0,0,0,0,0
08/03/2021,95 ( 2.7 %),"1,464","271,740",185.61,"2,099","260,870",124,"10,870"
05/03/2021,92.5 ( 1.76 %),954,"2,590,600","2,715.51","2,243","2,520,000","1,123","70,600"
04/03/2021,90.9 ( -0.11 %),761,"1,689,500","2,220.11","1,377","2,481,600","1,802","-792,100"
03/03/2021,91 ( 0 %),815,"1,203,900","1,477.18","1,107","1,297,200","1,172","-93,300"
