Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
14/03/2023,45.05,33.04,-1.25(-2.70 %),"1,444,500",65.33,0,0,46.1,46.35,44.75
13/03/2023,46.25,33.92,-0.95(-2.01 %),"933,700",43.45,0,0,46.6,46.9,46.25
10/03/2023,47.15,34.58,-0.55(-1.15 %),"862,200",40.61,0,0,47.45,47.45,46.95
09/03/2023,47.65,34.94,-0.35(-0.73 %),"1,170,600",55.74,0,0,48,48,47.05
08/03/2023,48,35.2,1.1(2.35 %),"1,229,700",57.97,0,0,46.4,48,45.9
07/03/2023,46.9,34.39,1.1(2.40 %),"1,634,600",76.28,0,0,45.5,47.1,45.5
06/03/2023,45.8,33.59,-0.1(-0.22 %),"864,900",40.15,0,0,45.9,47,45.3
03/03/2023,45.9,33.66,-0.5(-1.08 %),"735,400",33.74,0,0,46.4,46.5,45.25
02/03/2023,46.4,34.03,0.7(1.53 %),"976,200",44.93,0,0,45.65,46.5,45.4
01/03/2023,45.65,33.48,1.55(3.51 %),"740,900",33.06,0,0,44,45.65,43.8
28/02/2023,44.1,32.34,-0.2(-0.45 %),"257,600",11.42,0,0,44.25,44.6,44.05
27/02/2023,44.25,32.45,-0.35(-0.78 %),"939,200",41.45,0,0,44.5,44.5,43.6
24/02/2023,44.6,32.71,-1(-2.19 %),"497,900",22.3,0,0,45.05,45.55,44.4
23/02/2023,45.55,33.4,0.55(1.22 %),"1,279,900",56.78,0,0,44.95,45.55,43.7
22/02/2023,45,33,-1.3(-2.81 %),"994,100",45.21,0,0,45.85,46,45
21/02/2023,46.25,33.92,-0.95(-2.01 %),"996,600",46.43,0,0,47.2,47.3,46.25
20/02/2023,47.2,34.61,1.4(3.06 %),"1,508,300",70.38,0,0,45.8,47.35,45.8
17/02/2023,45.8,33.59,0.8(1.78 %),"1,493,700",67.99,0,0,45,45.8,44.95
16/02/2023,45,33,1(2.27 %),"1,068,100",47.61,0,0,44.7,45,44
15/02/2023,44,32.27,0.6(1.38 %),"604,600",26.64,0,0,43.15,44.45,43.15
