Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/03/2022,41.6,30.51,-1.9(-4.37 %),"3,983,900",168.11,0,0,43,43.45,41.45
25/03/2022,43.45,31.86,0.35(0.81 %),"1,969,000",85.25,0,0,43.15,43.85,42.6
24/03/2022,43.1,31.61,-0.3(-0.69 %),"1,287,000",55.61,0,0,43.4,43.45,43
23/03/2022,43.4,31.83,-0.1(-0.23 %),"1,995,900",87.44,0,0,43.45,44.4,43.15
22/03/2022,43.5,31.9,-0.3(-0.68 %),"2,825,000",123.13,0,0,43.8,43.95,43.2
21/03/2022,43.8,32.12,-0.1(-0.23 %),"1,279,000",55.79,0,0,43.9,44.1,43.3
18/03/2022,43.9,32.19,0.4(0.92 %),"2,786,600",122.9,0,0,43.7,44.6,43.5
17/03/2022,43.5,31.9,1.9(4.57 %),"5,819,900",248.39,0,0,42.2,44.25,41
16/03/2022,41.6,30.51,-0.5(-1.19 %),"1,331,400",55.68,0,0,42.3,42.3,41.5
15/03/2022,42.1,30.87,0.8(1.94 %),"1,515,300",63.12,0,0,41.3,42.2,41
14/03/2022,41.3,30.29,-0.6(-1.43 %),"1,337,300",55.79,0,0,41.85,42.2,41.3
11/03/2022,41.85,30.69,0.85(2.07 %),"1,476,500",60.99,0,0,40.95,41.85,40.95
10/03/2022,40.95,30.03,0.45(1.11 %),"1,563,100",64.9,0,0,41.5,42,40.95
09/03/2022,40.5,29.7,-1.1(-2.64 %),"1,970,700",80.78,0,0,41.6,41.9,40.5
08/03/2022,41.6,30.51,-0.7(-1.65 %),"2,585,800",108.25,0,0,41.8,42.55,41.4
07/03/2022,42.25,30.98,-1.05(-2.42 %),"2,266,100",96.11,0,0,42.8,42.8,42.15
04/03/2022,43.3,31.75,0.5(1.17 %),"1,660,800",71.37,0,0,42.8,43.5,42.5
03/03/2022,42.8,31.39,0.3(0.71 %),"2,473,700",105.12,0,0,42.35,43.2,42
02/03/2022,42.45,31.13,-1.65(-3.74 %),"3,090,100",133.29,0,0,43.7,44,42.35
01/03/2022,44.1,32.34,0.4(0.92 %),"2,395,600",105.77,0,0,43.75,45,43.6
