Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
22/03/2024,46.6 ( 0.22 %),"3,507","9,180,500","2,617.76","4,400","9,823,300","2,233","-642,800"
21/03/2024,46.5 ( 0 %),"3,342","5,830,600","1,744.64","4,254","8,786,600","2,065","-2,956,000"
20/03/2024,46.5 ( -1.06 %),"4,573","7,596,000","1,661.05","4,558","9,168,000","2,011","-1,572,000"
19/03/2024,47 ( 1.95 %),"3,475","13,694,100","3,940.75","9,676","16,592,000","1,715","-2,897,900"
18/03/2024,46.1 ( 3.83 %),"5,841","12,527,800","2,144.8","6,723","13,655,400","2,031","-1,127,600"
15/03/2024,44.4 ( -3.37 %),"3,284","7,049,000","2,146.47","3,451","9,310,700","2,698","-2,261,700"
14/03/2024,45.95 ( 2.11 %),"4,018","10,124,200","2,519.71","8,099","14,755,600","1,822","-4,631,400"
13/03/2024,45 ( 1.93 %),"3,565","4,332,700","1,215.34","2,331","4,140,800","1,776","191,900"
12/03/2024,44.15 ( -0.45 %),"4,466","4,767,700","1,067.55","2,403","5,857,700","2,438","-1,090,000"
11/03/2024,44.35 ( -1 %),"3,651","5,027,400","1,376.99","3,041","6,808,900","2,239","-1,781,500"
08/03/2024,44.8 ( -1.75 %),"5,006","6,051,000","1,208.75","3,545","8,488,200","2,394","-2,437,200"
07/03/2024,45.6 ( 0.66 %),"3,061","4,460,400","1,457.17","4,183","7,469,700","1,786","-3,009,300"
06/03/2024,45.6 ( 0.66 %),"4,852","7,805,700","1,608.76","6,315","10,662,200","1,688","-2,856,500"
05/03/2024,45.3 ( 0.11 %),"3,849","5,647,200","1,467.19","3,387","6,173,700","1,823","-526,500"
04/03/2024,45.25 ( 0 %),"3,812","6,286,100","1,649.03","4,301","6,540,700","1,521","-254,600"
01/03/2024,45.25 ( 0.56 %),"4,328","5,842,400","1,349.91","2,949","6,501,800","2,205","-659,400"
29/02/2024,45 ( -1.32 %),"5,051","6,560,200","1,298.79","4,100","8,393,900","2,047","-1,833,700"
28/02/2024,45.6 ( 1 %),"3,769","5,834,500","1,548.02","4,868","7,746,000","1,591","-1,911,500"
27/02/2024,45.15 ( 1.23 %),"5,703","8,180,400","1,434.4","3,419","7,596,900","2,222","583,500"
26/02/2024,44.6 ( -1.33 %),"7,281","8,462,400","1,162.26","3,910","10,503,700","2,686","-2,041,300"
