Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
08/11/2022,53.3 ( -0.19 %),"2,053","3,062,200","1,491.57","2,230","3,592,200","1,611","-530,000"
07/11/2022,53.4 ( -1.66 %),"1,194","2,275,300","1,905.61","1,848","2,836,300","1,535","-561,000"
04/11/2022,54.3 ( -1.45 %),"1,871","2,554,800","1,365.47","2,669","2,525,300",946,"29,500"
03/11/2022,55.1 ( -0.54 %),913,"1,638,300","1,794.41","1,357","1,422,600","1,048","215,700"
02/11/2022,55.4 ( 0 %),"1,935","2,192,500","1,133.07","1,551","2,045,900","1,319","146,600"
01/11/2022,55.4 ( 0 %),"1,794","2,143,100","1,194.59","2,229","2,338,600","1,049","-195,500"
31/10/2022,55.4 ( -0.54 %),"1,084","1,585,000","1,462.18","1,250","1,799,600","1,440","-214,600"
28/10/2022,55.7 ( 1.27 %),"1,627","2,208,300","1,357.28","1,741","2,050,300","1,178","158,000"
27/10/2022,55 ( 0.36 %),"2,248","2,793,800","1,242.79","1,966","2,893,900","1,472","-100,100"
26/10/2022,54.8 ( -2.32 %),"2,111","1,560,500",739.22,"1,756","2,251,500","1,282","-691,000"
25/10/2022,56.1 ( -0.71 %),"1,361","2,039,400","1,498.46","1,700","2,287,100","1,345","-247,700"
24/10/2022,56.5 ( -0.53 %),"1,746","2,325,400","1,331.84","3,118","2,378,900",763,"-53,500"
21/10/2022,56.8 ( -3.07 %),"1,518","1,843,100","1,214.16","1,470","2,366,800","1,610","-523,700"
20/10/2022,58.6 ( 0.17 %),"1,546","1,794,500","1,160.74","1,395","2,094,600","1,502","-300,100"
19/10/2022,58.5 ( 0.17 %),"1,414","1,511,300","1,068.81","1,501","1,581,400","1,054","-70,100"
18/10/2022,58.4 ( 4.29 %),"1,006","1,224,700","1,217.4","1,560","1,134,500",727,"90,200"
17/10/2022,56 ( -6.2 %),"1,364","1,258,300",922.51,"1,314","1,448,400","1,102","-190,100"
14/10/2022,59.7 ( -1.16 %),"1,338","1,350,100","1,009.04","1,299","2,094,100","1,612","-744,000"
13/10/2022,60.4 ( 0.67 %),"1,479","1,829,000","1,236.65","1,938","2,285,800","1,179","-456,800"
12/10/2022,60 ( 0 %),"2,352","2,304,200",979.68,"2,060","2,595,300","1,260","-291,100"
