Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
23/11/2023,10.95 ( -3.1 %),"4,881","23,183,500","4,749.74","5,695","40,285,200","7,074","-17,101,700"
22/11/2023,11.3 ( 0.44 %),"5,321","26,643,400","5,007.22","4,252","28,556,300","6,716","-1,912,900"
21/11/2023,11.25 ( 0.45 %),"3,372","19,966,800","5,921.35","4,276","26,494,100","6,196","-6,527,300"
20/11/2023,11.2 ( 0 %),"7,491","36,342,300","4,851.46","5,113","33,283,300","6,510","3,059,000"
17/11/2023,11.2 ( -3.45 %),"9,818","45,917,600","4,676.88","7,130","57,465,000","8,060","-11,547,400"
16/11/2023,11.6 ( 0.43 %),"4,405","24,760,900","5,621.09","5,309","33,382,000","6,288","-8,621,100"
15/11/2023,11.55 ( 0.87 %),"6,174","59,418,800","9,624.04","11,292","80,508,800","7,130","-21,090,000"
14/11/2023,11.45 ( 3.62 %),"8,482","64,710,200","7,629.12","13,368","77,518,300","5,799","-12,808,100"
13/11/2023,11.05 ( -0.9 %),"4,753","26,758,800","5,629.88","4,918","27,623,200","5,617","-864,400"
10/11/2023,11.15 ( -0.89 %),"7,529","34,361,200","4,563.85","5,977","38,368,500","6,419","-4,007,300"
09/11/2023,11.25 ( -0.88 %),"6,626","35,715,400","5,390.19","8,260","49,331,400","5,972","-13,616,000"
08/11/2023,11.35 ( 4.61 %),"7,151","47,480,800","6,639.74","7,500","39,936,100","5,325","7,544,700"
07/11/2023,10.85 ( -1.36 %),"5,729","33,261,100","5,805.74","4,875","32,678,500","6,703","582,600"
06/11/2023,11 ( 2.8 %),"6,363","40,957,200","6,436.78","7,338","38,083,100","5,190","2,874,100"
03/11/2023,10.7 ( -1.83 %),"6,719","28,491,900","4,240.5","5,573","36,958,000","6,632","-8,466,100"
01/11/2023,10.35 ( 2.48 %),"3,703","27,084,700","7,314.26","4,369","25,690,300","5,880","1,394,400"
31/10/2023,10.1 ( -0.49 %),"4,005","23,355,200","5,831.51","3,746","23,455,900","6,262","-100,700"
30/10/2023,10.15 ( -1.46 %),"3,438","16,883,300","4,910.79","2,571","14,809,800","5,760","2,073,500"
27/10/2023,10.3 ( 2.49 %),"4,708","29,013,800","6,162.66","4,019","20,043,300","4,987","8,970,500"
26/10/2023,0 ( 0 %),"10,886","50,220,400","4,613.3","5,079","47,548,400","9,362","2,672,000"
