Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
17/03/2025,11.25 ( 5.14 %),"13,647","184,444,200","13,515.37","18,740","142,989,700","7,630","41,454,500"
14/03/2025,10.7 ( 7 %),"15,127","274,120,100","18,121.25","19,201","162,386,500","8,457","111,733,600"
12/03/2025,9.98 ( -0.1 %),"4,260","27,718,000","6,506.57","5,303","45,793,000","8,635","-18,075,000"
11/03/2025,9.99 ( -0.1 %),"7,240","34,333,500","4,742.2","3,623","43,569,100","12,026","-9,235,600"
10/03/2025,10 ( 0 %),"4,460","38,675,500","8,671.64","6,054","54,558,100","9,012","-15,882,600"
07/03/2025,10 ( 0 %),"5,531","32,701,800","5,912.46","6,285","58,673,100","9,335","-25,971,300"
06/03/2025,10 ( 0.1 %),"3,794","25,148,300","6,628.44","4,491","50,824,700","11,317","-25,676,400"
05/03/2025,9.99 ( 0.2 %),"4,579","26,794,000","5,851.5","6,764","54,926,500","8,120","-28,132,500"
04/03/2025,9.97 ( 0.5 %),"7,508","37,969,000","5,057.14","5,098","44,544,300","8,738","-6,575,300"
03/03/2025,9.92 ( -0.8 %),"8,535","37,239,700","4,363.18","4,591","49,949,600","10,880","-12,709,900"
28/02/2025,10 ( -0.5 %),"7,283","35,839,500","4,920.98","3,879","44,585,500","11,494","-8,746,000"
27/02/2025,10.05 ( -0.5 %),"7,866","33,246,700","4,226.63","4,689","55,122,300","11,756","-21,875,600"
26/02/2025,10.1 ( 0.5 %),"9,305","52,464,300","5,638.29","6,281","83,117,500","13,233","-30,653,200"
25/02/2025,11.15 ( 0 %),"5,997","55,894,200","9,320.36","8,481","83,084,000","9,796","-27,189,800"
24/02/2025,11.15 ( 1.36 %),"5,519","49,352,600","8,942.31","8,333","65,855,800","7,903","-16,503,200"
21/02/2025,11 ( 0.46 %),"4,775","46,714,500","9,783.14","6,468","55,256,800","8,543","-8,542,300"
20/02/2025,10.95 ( -0.45 %),"4,366","36,364,300","8,328.97","6,896","47,312,500","6,861","-10,948,200"
19/02/2025,11 ( 0.46 %),"3,997","34,488,300","8,628.55","5,361","48,834,400","9,109","-14,346,100"
18/02/2025,10.95 ( -0.45 %),"3,930","37,141,300","9,450.71","6,205","50,520,600","8,142","-13,379,300"
17/02/2025,0 ( 0 %),"5,610","69,817,500","12,445.19","9,054","66,902,200","7,389","2,915,300"
