Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
27/09/2023,11.1 ( 2.78 %),"9,017","41,706,700","4,625.34","4,643","30,038,200","6,470","11,668,500"
26/09/2023,10.8 ( -1.82 %),"9,320","43,993,500","4,720.33","6,086","38,864,200","6,386","5,129,300"
25/09/2023,11 ( -6.78 %),"9,099","33,898,600","3,725.53","5,963","49,251,000","8,259","-15,352,400"
22/09/2023,11.8 ( -2.07 %),"15,078","68,950,800","4,572.94","7,226","62,576,900","8,660","6,373,900"
21/09/2023,12.05 ( -1.23 %),"8,252","36,503,400","4,423.58","5,927","41,000,300","6,918","-4,496,900"
20/09/2023,12.2 ( 1.24 %),"7,293","39,315,800","5,390.9","5,714","32,095,100","5,617","7,220,700"
19/09/2023,12.05 ( -0.41 %),"10,804","49,264,100","4,559.8","7,011","46,913,800","6,691","2,350,300"
18/09/2023,12.1 ( -0.82 %),"8,274","34,618,300","4,183.99","4,792","43,114,300","8,997","-8,496,000"
15/09/2023,12.2 ( -0.81 %),"6,460","46,977,700","7,272.09","6,227","51,733,900","8,308","-4,756,200"
14/09/2023,12.3 ( -0.4 %),"9,408","59,102,600","6,282.16","8,567","57,710,700","6,736","1,391,900"
13/09/2023,12.35 ( -1.59 %),"8,551","33,824,000","3,955.56","6,886","48,338,200","7,020","-14,514,200"
12/09/2023,12.55 ( 2.03 %),"9,112","50,137,900","5,502.4","5,949","44,377,200","7,460","5,760,700"
11/09/2023,12.3 ( -3.15 %),"12,063","49,502,900","4,103.7","7,418","76,998,600","10,380","-27,495,700"
08/09/2023,12.7 ( -0.39 %),"7,068","42,191,600","5,969.38","6,681","51,422,500","7,697","-9,230,900"
07/09/2023,12.75 ( 0.79 %),"10,206","68,046,700","6,667.32","11,083","80,491,000","7,263","-12,444,300"
06/09/2023,12.65 ( 0 %),"6,573","47,759,900","7,266.07","7,472","59,857,100","8,011","-12,097,200"
05/09/2023,12.65 ( 1.61 %),"9,901","76,761,900","7,752.94","9,630","75,517,200","7,842","1,244,700"
31/08/2023,12.45 ( 1.63 %),"6,651","40,920,100","6,152.47","6,210","45,215,000","7,281","-4,294,900"
30/08/2023,12.25 ( 0 %),"5,923","29,680,800","5,011.11","4,953","40,636,700","8,204","-10,955,900"
29/08/2023,12.25 ( 1.24 %),"7,172","39,250,300","5,472.71","6,671","44,475,100","6,667","-5,224,800"
